,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_monthly_downloads,trending,helm_id,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
777,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,27.0,22.0,239.0,24.0,25.0,299.0,Textpipe: clean and extract metadata from text.,29.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,318.0,318.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
778,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,30.0,12.0,197.0,21.0,73.0,184.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,19,False,2023-07-26 15:36:39.000,0.7.3,15.0,celer,,,,['sklearn'],32.0,31.0,https://pypi.org/project/celer,2023-07-26 15:36:39.000,1.0,803.0,803.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
779,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2023-11-22 22:52:22.000000,2020-04-18 19:15:25,24.0,,856.0,128.0,37.0,28.0,8.0,6829.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,18,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],35.0,33.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,661.0,661.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
780,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,765.0,337.0,58.0,2.0,,6622.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,51.0,58.0,,,,,,,,3.0,319.0,,,,,,,,,,,,,,,,,,
781,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,875.0,109.0,51.0,45.0,159.0,6158.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
782,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,415.0,108.0,83.0,67.0,48.0,2920.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,109.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8539.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
783,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2023-11-15 17:32:00.000000,2023-11-15 17:31:54,640.0,33.0,353.0,37.0,758.0,149.0,106.0,2658.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,74.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
784,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,816.0,86.0,30.0,31.0,80.0,2605.0,DeepWalk - Deep Learning for Graphs.,10.0,18,False,2014-11-19 19:20:33.000,1.0.2,1.0,deepwalk,,,,,69.0,69.0,https://pypi.org/project/deepwalk,,,859.0,859.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
785,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,462.0,81.0,36.0,83.0,68.0,1673.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,313.0,313.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
786,keepsake,replicate/keepsake,ml-experiments,,https://github.com/replicate/keepsake,https://github.com/replicate/keepsake,Apache-2.0,2020-07-01 04:37:44.000,2023-03-03 23:59:33.000000,2022-05-24 23:48:09,791.0,,71.0,25.0,1004.0,127.0,65.0,1637.0,Version control for machine learning.,17.0,18,False,2021-03-11 21:15:01.000,0.4.2,7.0,keepsake,,,,,1.0,,https://pypi.org/project/keepsake,2021-01-25 21:51:16.000,1.0,1080.0,1080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
787,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,249.0,57.0,65.0,8.0,31.0,1349.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,2.0,2.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
788,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2023-06-16 19:21:11.893000,2022-02-14 20:43:06,145.0,,162.0,18.0,41.0,21.0,59.0,851.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,False,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,162.0,159.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000,3.0,429.0,627.0,https://anaconda.org/conda-forge/robustness,2023-06-16 19:21:11.893,7923.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
789,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2023-11-09 14:29:50.000000,2023-04-14 10:59:37,29.0,,79.0,15.0,32.0,6.0,22.0,786.0,Leave One Feature Out Importance.,5.0,18,True,2023-04-15 05:47:00.405,0.3.3,13.0,lofo-importance,,,,,29.0,27.0,https://pypi.org/project/lofo-importance,2022-04-27 12:56:30.000,2.0,867.0,867.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
790,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188.0,33.0,15.0,18.0,22.0,785.0,TensorFlow implementation of an arbitrary order Factorization Machine.,11.0,18,False,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],14.0,13.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,67.0,67.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
791,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,97.0,19.0,58.0,2.0,13.0,727.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,18,True,2021-10-06 07:29:20.000,2.0.3,13.0,caer,,,https://caer.rtfd.io,,,,https://pypi.org/project/caer,,,2668.0,2668.0,,,,,,,,3.0,28.0,,,,,,,,,,,,,,,,,,
792,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-09-22 14:57:35.000000,2023-09-22 14:57:01,815.0,4.0,38.0,15.0,17.0,,20.0,583.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,18,True,2023-09-22 14:58:06.000,3.1.3,27.0,opytimizer,,,,,16.0,16.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,244.0,244.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
793,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,58.0,72.0,18.0,71.0,523.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,18.0,18.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,135.0,135.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
794,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-10-25 00:20:13.000000,2022-08-24 08:31:37,29.0,,63.0,6.0,5.0,2.0,26.0,504.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,18,False,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,2022-08-24 08:33:00.976,1.0,3942.0,3942.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
795,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,49.0,18.0,7.0,16.0,4.0,463.0,Topological Data Analysis for Python.,4.0,18,False,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],49.0,49.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,5962.0,5962.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
796,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:08:48.000000,2021-11-25 23:08:43,204.0,,88.0,24.0,18.0,7.0,20.0,451.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:10:34.000,1.1.1,2.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,,,187.0,187.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
797,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2023-11-23 15:16:58.000000,2023-10-31 10:34:13,363.0,2.0,97.0,18.0,4.0,5.0,27.0,427.0,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,18,True,,,,chefboost,,,,,51.0,51.0,https://pypi.org/project/chefboost,,,1801.0,1801.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
798,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39.0,11.0,29.0,17.0,17.0,402.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,59.0,56.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000,3.0,335.0,554.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12742.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
799,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17.0,6.0,217.0,2.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,7.0,18,False,2020-08-21 04:45:06.000,0.7.0,21.0,camphr,,,,['spacy'],13.0,13.0,https://pypi.org/project/camphr,,,279.0,279.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
800,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,324.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,4.0,parameter-sherpa,,,,,33.0,33.0,https://pypi.org/project/parameter-sherpa,,,289.0,289.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
801,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,72.0,19.0,93.0,25.0,18.0,308.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000,11.0,2024.0,2024.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,
802,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,,69.0,28.0,57.0,30.0,32.0,290.0,Distributed and decentralized training framework for PyTorch over graph.,9.0,18,False,2021-05-15 01:39:45.000,0.3.0,10.0,bluefog,,,,['pytorch'],3.0,3.0,https://pypi.org/project/bluefog,2021-05-15 01:39:45.000,,211.0,214.0,,,,,,,,3.0,147.0,,,,,,,,,,,,,,,,,,
803,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,20.0,39.0,259.0,Streaming over lightweight data transformations.,5.0,18,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,53.0,50.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,741.0,741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
804,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2023-07-28 07:11:13.000000,2019-03-06 20:41:09,5.0,,57.0,5.0,2.0,2.0,1.0,122.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,18,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,8626.0,8440.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,186.0,356206.0,356242.0,https://anaconda.org/anaconda/nvidia-ml,2023-06-16 19:26:58.970,1049.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
805,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1383.0,471.0,21.0,59.0,166.0,6943.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,google-deepmind/lab,,,,,,,,,,,,,,,,,
806,Advisor,tobegit3hub/advisor,hyperopt,,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31,165.0,,257.0,52.0,13.0,20.0,13.0,1530.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000,,78.0,100.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1683.0,3.0,,,,,,,,,,,,,,,,,,,
807,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2023-01-29 16:52:18.000000,2022-09-16 11:03:31,144.0,,143.0,18.0,11.0,25.0,18.0,1155.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,2.0,17,False,2022-09-20 02:28:33.973,0.7.2,26.0,tez,,,,['pytorch'],49.0,47.0,https://pypi.org/project/tez,2022-09-20 02:28:33.973,2.0,272.0,272.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
808,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,87.0,35.0,72.0,25.0,30.0,1091.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,4273.0,4273.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
809,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,,112.0,21.0,37.0,20.0,8.0,1038.0,Distributed Computing for AI Made Simple.,5.0,17,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,69.0,68.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,58.0,58.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
810,XAI,EthicalML/xai,interpretability,,https://github.com/EthicalML/xai,https://github.com/EthicalML/xai,MIT,2019-01-11 20:00:09.000,2021-10-30 06:35:19.000000,2021-10-30 06:30:12,91.0,,145.0,45.0,5.0,3.0,7.0,964.0,XAI - An eXplainability toolbox for machine learning.,3.0,17,False,2021-10-30 06:35:19.000,0.1.0,6.0,xai,,,,,29.0,23.0,https://pypi.org/project/xai,2021-10-30 06:33:26.000,6.0,183.0,183.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
811,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,36.0,13.0,13.0,8.0,16.0,744.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],27.0,27.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,2615.0,2721.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2776.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
812,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65.0,18.0,21.0,29.0,50.0,671.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,72.0,72.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
813,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,119.0,19.0,17.0,67.0,24.0,512.0,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,25.0,25.0,https://pypi.org/project/deepmatcher,,,2595.0,2595.0,,,,,,,,3.0,,,,,,-5.0,,,,,,,,,,,,,
814,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,16.0,148.0,39.0,66.0,456.0,A High Level API for Deep Learning in JAX.,18.0,17,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",42.0,42.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,102.0,102.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
815,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2023-07-14 19:31:30.000000,2023-06-18 21:56:30,277.0,,76.0,14.0,126.0,15.0,136.0,456.0,A Python library for dynamic classifier and ensemble selection.,16.0,17,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],2.0,,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,1136.0,1136.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
816,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,29.0,11.0,121.0,31.0,150.0,344.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,80.0,80.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
817,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2023-10-26 04:10:03.000000,2023-10-04 14:18:48,810.0,1.0,23.0,7.0,68.0,26.0,19.0,338.0,Flexible time series feature extraction & processing.,6.0,17,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,10.0,10.0,https://pypi.org/project/tsflex,2022-10-11 21:38:11.312,,200.0,880.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,19745.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
818,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2023-12-13 15:28:54.000000,2023-08-19 12:43:22,678.0,,54.0,30.0,76.0,12.0,25.0,336.0,A Python implementation of active inference for Markov Decision Processes.,14.0,17,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,8.0,8.0,https://pypi.org/project/inferactively-pymdp,2022-12-08 15:25:01.498,,122.0,122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
819,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2023-10-03 23:52:47.440000,2023-07-17 09:18:00,166.0,,39.0,19.0,2.0,10.0,7.0,278.0,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],8.0,8.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000,,308.0,4833.0,https://anaconda.org/conda-forge/deepgraph,2023-10-03 23:52:47.440,171976.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
820,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703.0,,42.0,11.0,59.0,31.0,47.0,230.0,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,,,['sklearn'],15.0,12.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,3.0,67.0,67.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
821,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,33.0,14.0,36.0,8.0,44.0,222.0,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,24.0,22.0,https://pypi.org/project/muda,2019-11-15 15:46:21.000,2.0,54.0,54.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
822,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2023-12-04 09:52:11.000000,2023-12-04 09:45:11,841.0,20.0,17.0,8.0,174.0,13.0,20.0,148.0,Toolkit for developing and maintaining ML models.,14.0,17,False,2023-11-29 09:25:12.000,0.0.31,32.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2023-12-04 09:52:06.000,,3227.0,3227.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
