,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
750,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62,,101,40.0,13.0,14.0,9.0,1251,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,19,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,53.0,53.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,480.0,480.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
751,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2022-03-11 23:28:41.000000,2021-05-03 22:51:52,375,,244,57.0,52.0,8.0,30.0,1225,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,19,True,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,,,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,63.0,63.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
752,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2022-04-13 20:11:20.000000,2022-04-13 20:11:11,855,5.0,148,27.0,9.0,8.0,81.0,1077,A library for graph deep learning research.,30.0,19,False,2021-10-13 00:38:18.000,0.1.2,10.0,dig,,,,,8.0,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,8.0,391.0,391.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
753,Tez,abhishekkrthakur/tez,pytorch-utils,,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000,2022-04-02 12:02:33.000000,2022-04-02 12:02:29,115,30.0,129,12.0,6.0,20.0,16.0,990,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,19,True,2022-03-25 15:49:56.000,0.6.3,19.0,tez,,,,['pytorch'],24.0,22.0,https://pypi.org/project/tez,2022-03-25 15:49:56.000,2.0,1614.0,1614.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
754,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2021-07-18 06:52:12.000000,2020-04-17 02:27:44,79,,98,26.0,73.0,28.0,36.0,799,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,19,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,,169494.0,169648.0,https://anaconda.org/conda-forge/adtk,2020-04-20 19:46:14.062,3861.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
755,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-03-07 13:17:47.000000,2021-08-06 08:18:46,282,,132,15.0,22.0,53.0,67.0,785,PyTorch to Keras model convertor.,13.0,19,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,42.0,41.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,800.0,800.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
756,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2021-12-22 00:07:44.000000,2021-10-23 07:17:16,413,,156,57.0,3.0,12.0,29.0,752,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",3.0,19,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,3.0,3.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,346.0,346.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
757,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104,,114,29.0,25.0,21.0,34.0,688,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,19,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,882.0,882.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
758,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2022-04-14 10:59:33.000000,2022-04-14 10:59:33,614,79.0,106,30.0,547.0,28.0,44.0,667,Machine learning framework for both deep learning and traditional algorithms.,30.0,19,True,2021-06-22 05:25:53.000,NeoML-master_2.0.5.0,5.0,neoml,,,,,,,https://pypi.org/project/neoml,2021-06-21 21:43:53.000,,74.0,74.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
759,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2022-04-13 00:01:08.000000,2022-03-16 15:02:53,1484,1.0,71,34.0,557.0,22.0,117.0,662,Scikit-learn style model finetuning for NLP.,19.0,19,True,2020-01-10 22:42:24.000,0.8.6,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,2021-12-20 14:14:00.000,2.0,147.0,147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
760,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2021-07-31 04:54:26.000000,2020-07-03 18:01:17,397,,204,29.0,35.0,36.0,19.0,632,An open source python library for scalable Bayesian optimisation.,12.0,19,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,32533.0,32533.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
761,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2022-04-06 18:46:40.000000,2022-03-23 17:43:23,1192,15.0,91,41.0,343.0,18.0,115.0,587,GPU accelerated signal processing.,37.0,19,True,2022-04-06 14:58:42.000,22.04.00,11.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
762,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2022-04-01 07:58:53.000000,2022-03-30 07:41:15,266,25.0,61,7.0,13.0,18.0,37.0,571,A standard framework for modelling Deep Learning Models for tabular data.,9.0,19,True,2021-09-01 11:51:30.000,0.7.0,8.0,pytorch_tabular,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,1.0,1902.0,1902.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
763,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775,,129,59.0,72.0,18.0,71.0,519,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,19,False,2019-07-30 09:28:26.000,0.2.2,14.0,atm,,,,,11.0,11.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000,,193.0,193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
764,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2022-03-11 23:47:08.000000,2021-09-16 17:56:31,171,,126,31.0,70.0,7.0,54.0,515,Code for the TCAV ML interpretability project.,19.0,19,True,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],14.0,11.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,147.0,147.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
765,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2022-02-13 22:23:38.000000,2022-02-13 22:22:57,250,6.0,75,15.0,12.0,6.0,61.0,418,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",6.0,19,True,2022-01-31 11:56:13.000,0.0.64,30.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,2022-01-31 11:56:13.000,,2059.0,2059.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
766,deepsnap,snap-stanford/deepsnap,graph,,https://github.com/snap-stanford/deepsnap,https://github.com/snap-stanford/deepsnap,MIT,2020-06-06 21:17:38.000,2021-09-28 07:21:22.000000,2021-09-19 23:51:06,406,,44,59.0,6.0,15.0,24.0,407,Python library assists deep learning on graphs.,15.0,19,True,2021-09-05 23:08:21.000,0.2.1,5.0,deepsnap,,,,,18.0,17.0,https://pypi.org/project/deepsnap,2021-09-05 22:57:16.000,1.0,446.0,446.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
767,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2021-11-25 23:19:05.000000,2021-11-25 23:08:43,204,,77,23.0,18.0,7.0,20.0,397,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,19,True,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],10.0,10.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,384.0,384.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
768,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2022-04-03 18:07:40.000000,2021-10-10 00:13:26,273,,73,16.0,122.0,14.0,129.0,390,A Python library for dynamic classifier and ensemble selection.,13.0,19,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],26.0,24.0,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,962.0,962.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
769,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2021-12-29 00:49:30.000000,2021-02-15 17:10:59,283,,64,23.0,47.0,13.0,19.0,353,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],40.0,,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000,40.0,6279.0,6751.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,24109.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
770,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-04-14 13:22:26.000000,2022-03-23 21:47:08,338,14.0,23,12.0,143.0,30.0,65.0,350,A High Level API for Deep Learning in JAX.,17.0,19,True,2022-03-23 21:51:07.000,0.8.6,31.0,elegy,,,,"['tensorflow', 'jax']",,,https://pypi.org/project/elegy,2022-04-13 15:13:41.000,,697.0,697.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
771,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42,,46,25.0,19.0,16.0,15.0,332,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],146.0,139.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000,7.0,2964.0,2964.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
772,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-03-23 06:28:35.000000,2022-03-23 06:28:35,352,9.0,83,14.0,3.0,5.0,17.0,312,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,19,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,23.0,23.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,1082.0,1082.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371,,23,23.0,239.0,24.0,25.0,296,Textpipe: clean and extract metadata from text.,28.0,19,False,2021-01-25 14:05:21.000,0.12.2,39.0,textpipe,,,,,9.0,8.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000,1.0,520.0,520.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
774,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2021-07-07 00:44:10.000000,2021-07-07 00:44:07,58,,47,25.0,38.0,7.0,10.0,277,Distributed scikit-learn meta-estimators in PySpark.,7.0,19,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",12.0,10.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,57785.0,57785.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
775,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2022-03-10 14:58:27.000000,2022-03-10 14:38:17,614,3.0,32,12.0,60.0,3.0,51.0,258,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,19,False,2022-03-10 14:58:28.000,2.07,33.0,ivis,,,,['tensorflow'],21.0,20.0,https://pypi.org/project/ivis,2022-03-10 14:57:02.000,1.0,458.0,458.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
776,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2021-11-15 19:51:57.895000,2021-10-31 08:28:12,619,,61,26.0,29.0,26.0,107.0,235,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,19,False,2021-10-31 08:33:47.000,1.7.6,17.0,somoclu,conda-forge/somoclu,,,,7.0,,https://pypi.org/project/somoclu,2020-04-25 05:33:32.000,7.0,1570.0,2628.0,https://anaconda.org/conda-forge/somoclu,2021-11-15 19:51:57.895,58273.0,,,,,3.0,1592.0,,,,,,,,,,,,,,,,,,,
777,fletcher,xhochy/fletcher,data-containers,,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000,2021-11-04 09:30:27.570000,2021-02-18 14:46:18,520,,33,19.0,146.0,34.0,40.0,222,Pandas ExtensionDType/Array backed by Apache Arrow.,24.0,19,False,2021-01-17 20:11:01.000,0.7.2,16.0,fletcher,conda-forge/fletcher,,,['pandas'],5.0,4.0,https://pypi.org/project/fletcher,2021-01-17 20:11:01.000,1.0,299.0,1203.0,https://anaconda.org/conda-forge/fletcher,2021-11-04 09:30:27.570,40685.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,
778,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-03-07 12:59:53.000000,2022-03-07 12:59:53,46,1.0,1502,148.0,72.0,148.0,270.0,8649,End-to-End Object Detection with Transformers.,25.0,18,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
779,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2021-12-05 00:55:52.000000,2020-05-22 22:34:09,250,,716,331.0,58.0,2.0,,6223,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,78.0,85.0,,,,,,,,3.0,167.0,,,,,,,,,,,,,,,,,,,
780,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-04-12 15:51:35.000000,2022-04-05 17:30:50,676,31.0,597,125.0,213.0,21.0,87.0,5960,You like pytorch? You like micrograd? You love tinygrad!.,58.0,18,True,,,,,,,,['pytorch'],2.0,2.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
781,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2022-04-09 19:00:16.000000,2022-04-06 20:04:41,164,1.0,910,96.0,34.0,257.0,246.0,4701,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,25.0,18,True,,,1.0,pyslowfast,,,,['pytorch'],6.0,6.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,20.0,20.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
782,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48,299,,396,111.0,79.0,67.0,48.0,2701,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,116.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235,6763.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
783,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22,,222,31.0,18.0,19.0,35.0,2183,A small package to create visualizations of PyTorch execution graphs.,6.0,18,True,,,,,,,,,629.0,629.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
784,Mara Pipelines,mara/mara-pipelines,data-pipelines,,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000,2022-04-01 08:22:19.000000,2021-09-18 06:45:18,141,,86,57.0,48.0,11.0,13.0,1887,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",16.0,18,True,2021-01-23 22:34:03.000,3.1.2,7.0,mara-pipelines,,,,,9.0,9.0,https://pypi.org/project/mara-pipelines,2021-01-23 22:34:03.000,,335.0,335.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
785,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2022-02-10 00:08:21.000000,2019-10-02 23:26:11,132,,453,84.0,31.0,82.0,67.0,1605,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,99.0,99.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
786,riko,nerevu/riko,data-pipelines,,https://github.com/nerevu/riko,https://github.com/nerevu/riko,MIT,2016-06-02 12:22:51.000,2021-12-28 23:04:04.000000,2021-12-28 23:01:31,1269,,75,53.0,23.0,22.0,8.0,1586,A Python stream processing engine modeled after Yahoo! Pipes.,18.0,18,True,2021-12-28 23:04:04.000,0.67.0,59.0,riko,,,,,1.0,,https://pypi.org/project/riko,2021-12-28 23:04:04.000,1.0,45.0,45.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
787,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31,,155,46.0,3.0,12.0,15.0,1501,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,18,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],5.0,5.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000,,354.0,354.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
788,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-01-30 19:50:59.000000,2022-01-30 19:49:08,271,3.0,81,32.0,72.0,24.0,30.0,1025,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,18,True,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,21815.0,21815.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
789,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2021-06-30 02:02:42.000000,2021-03-15 07:00:08,66,,107,23.0,34.0,20.0,8.0,963,Distributed Computing for AI Made Simple.,5.0,18,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,35.0,34.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,2006.0,2006.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
790,Databolt Flow,d6t/d6tflow,data-pipelines,,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000,2021-10-06 00:53:48.000000,2021-09-28 02:59:00,266,,70,22.0,18.0,10.0,13.0,939,Python library for building highly effective data science workflows.,12.0,18,True,2021-10-06 00:53:48.000,0.2.5,21.0,d6tflow,,,,,20.0,20.0,https://pypi.org/project/d6tflow,2021-10-06 00:53:48.000,,421.0,421.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
791,Bounter,RaRe-Technologies/bounter,data-containers,,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000,2021-09-19 00:43:46.000000,2021-05-24 07:29:54,156,,48,21.0,27.0,16.0,9.0,934,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,18,True,2022-02-18 13:23:55.000,1.1.1,7.0,bounter,,,,,33.0,25.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000,8.0,129.0,129.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
792,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2022-04-13 20:52:49.000000,2022-04-13 16:55:55,231,95.0,103,27.0,248.0,17.0,19.0,836,Scenic: A Jax Library for Computer Vision Research and Beyond.,33.0,18,True,,,,,,,,['jax'],14.0,14.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
793,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2021-04-05 00:03:18.000000,2020-05-03 16:12:29,469,,101,33.0,42.0,16.0,11.0,746,"A program for financial portfolio management, analysis and optimisation.",9.0,18,False,2020-05-03 16:19:19.000,0.2.2,6.0,FinQuant,,,,,27.0,27.0,https://pypi.org/project/FinQuant,2020-05-03 16:19:19.000,,282.0,282.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
794,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2022-02-14 20:43:06.000000,2022-02-14 20:43:06,145,4.0,134,18.0,39.0,15.0,55.0,683,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,18,True,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,76.0,74.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000,2.0,369.0,535.0,https://anaconda.org/conda-forge/robustness,2021-04-30 19:03:43.367,3333.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
795,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2022-04-07 20:52:55.000000,2022-04-07 20:49:56,235,1.0,33,12.0,13.0,8.0,15.0,636,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,18,True,2021-12-11 21:24:11.000,1.0,37.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],7.0,7.0,https://pypi.org/project/tensor-sensor,2021-12-11 21:24:35.000,,8959.0,8992.0,https://anaconda.org/conda-forge/tensor-sensor,2021-12-11 23:37:02.831,202.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
