,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,helm_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
813,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65,19.0,21.0,29.0,50.0,666,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,64.0,64.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
814,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2023-08-08 09:17:25.121000,2021-04-11 07:50:00,405.0,,29,19.0,42.0,1.0,18.0,593,A graph-based functional API for building complex scikit-learn pipelines.,2.0,17,False,,,15.0,baikal,conda-forge/cython-blis,,,,8.0,8.0,https://pypi.org/project/baikal,,,147.0,55426.0,https://anaconda.org/conda-forge/cython-blis,2023-08-08 09:17:25.121,1934767.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
815,opytimizer,gugarosa/opytimizer,hyperopt,,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01.000,2023-05-11 15:22:02.000000,2023-05-11 15:21:58,809.0,,37,15.0,16.0,,19.0,573,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,17,True,2022-09-09 15:00:41.386,3.1.2,26.0,opytimizer,,,,,15.0,15.0,https://pypi.org/project/opytimizer,2022-05-04 20:51:15.000,,299.0,299.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
816,DeepMatcher,anhaidgroup/deepmatcher,nlp,,https://github.com/anhaidgroup/deepmatcher,https://github.com/anhaidgroup/deepmatcher,BSD-3-Clause,2017-12-01 19:01:11.000,2023-05-02 04:54:25.000000,2021-06-13 00:22:13,176.0,,117,19.0,17.0,67.0,24.0,497,Python package for performing Entity and Text Matching using Deep Learning.,7.0,17,False,,,,deepmatcher,,,,,25.0,25.0,https://pypi.org/project/deepmatcher,,,2860.0,2860.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
817,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2023-08-22 10:52:57.000000,2023-08-17 22:34:03,123.0,34.0,17,6.0,36.0,,7.0,394,"Multi-Modal AI inference library for Multi-Lingual Text, Image, and Video Search, Recommendations, and other Vision-..",9.0,17,True,2023-08-17 22:35:13.000,0.4.2,18.0,uform,,,,['pytorch'],6.0,6.0,https://pypi.org/project/uform,2023-08-17 22:35:13.000,,891.0,891.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
818,NeuralCompression,facebookresearch/NeuralCompression,others,,https://github.com/facebookresearch/NeuralCompression,https://github.com/facebookresearch/NeuralCompression,MIT,2021-07-09 15:14:13.000,2023-08-23 18:51:53.000000,2023-08-22 13:46:06,125.0,20.0,37,19.0,155.0,7.0,62.0,361,A collection of tools for neural compression enthusiasts.,9.0,17,True,2023-06-14 14:03:00.462,0.2.2,4.0,neuralcompression,,,,,,,https://pypi.org/project/neuralcompression,2022-01-12 14:55:21.000,,76.0,76.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
819,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,29,11.0,121.0,31.0,150.0,345,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,58.0,58.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
820,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2022-12-09 05:56:02.000000,2021-08-18 06:06:51,1404.0,,17,6.0,217.0,2.0,26.0,340,Camphr - NLP libary for creating pipeline components.,7.0,17,False,2020-08-21 04:45:06.000,0.7.0,21.0,camphr,,,,['spacy'],13.0,13.0,https://pypi.org/project/camphr,,,68.0,68.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
821,data-describe,data-describe/data-describe,data-viz,,https://github.com/data-describe/data-describe,https://github.com/data-describe/data-describe,Apache-2.0,2020-05-04 17:58:14.000,2023-02-22 05:20:46.000000,2021-11-19 06:05:15,700.0,,18,14.0,271.0,70.0,175.0,294,datadescribe: Pythonic EDA Accelerator for Data Science.,14.0,17,False,,,5.0,data-describe,,,,,,,https://pypi.org/project/data-describe,2020-12-03 23:07:43.000,,8220.0,8220.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
822,bluefog,Bluefog-Lib/bluefog,distributed-ml,,https://github.com/Bluefog-Lib/bluefog,https://github.com/Bluefog-Lib/bluefog,Apache-2.0,2019-12-03 05:27:21.000,2023-03-28 03:38:13.000000,2023-03-28 03:38:13,1094.0,,65,28.0,57.0,29.0,32.0,288,Distributed and decentralized training framework for PyTorch over graph.,9.0,17,False,2021-05-15 01:39:45.000,0.3.0,9.0,bluefog,,,,['pytorch'],3.0,3.0,https://pypi.org/project/bluefog,2021-05-15 01:39:45.000,,47.0,50.0,,,,,,,,3.0,143.0,,,,,,,,,,,,,,,,,,,
823,DeepGraph,deepgraph/deepgraph,graph,,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000,2023-07-24 15:05:59.000000,2023-07-17 09:18:00,166.0,3.0,39,20.0,2.0,10.0,7.0,277,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],8.0,8.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000,,304.0,2624.0,https://anaconda.org/conda-forge/deepgraph,2023-06-16 13:21:31.322,167064.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
824,skift,shaypal5/skift,nlp,,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000,2022-06-07 15:07:07.000000,2022-06-07 15:07:04,141.0,,24,11.0,8.0,1.0,10.0,234,scikit-learn wrappers for Python fastText.,9.0,17,False,2022-02-14 13:45:54.000,0.0.23,18.0,skift,,,,['sklearn'],13.0,13.0,https://pypi.org/project/skift,2018-03-15 09:05:47.000,,2081.0,2081.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
825,skggm,skggm/skggm,sklearn-utils,,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000,2023-06-15 16:53:56.000000,2023-06-15 16:53:55,703.0,1.0,42,11.0,59.0,31.0,47.0,225,Scikit-learn compatible estimation of general graphical models.,7.0,17,False,2018-09-12 01:12:49.000,0.2.8,6.0,skggm,,,,['sklearn'],14.0,12.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000,2.0,41.0,41.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
826,Muda,bmcfee/muda,audio,,https://github.com/bmcfee/muda,https://github.com/bmcfee/muda,ISC,2014-11-07 21:21:22.000,2021-12-15 16:53:25.527000,2021-05-03 14:04:36,293.0,,33,14.0,36.0,8.0,44.0,222,A library for augmenting annotated audio data.,7.0,17,False,2019-11-15 15:46:21.000,0.4.1,12.0,muda,,,,,21.0,19.0,https://pypi.org/project/muda,2019-11-15 15:46:21.000,2.0,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
827,chitra,gradsflow/chitra,ml-experiments,,https://github.com/aniketmaurya/chitra,https://github.com/aniketmaurya/chitra,Apache-2.0,2020-01-23 14:17:54.000,2023-06-18 08:40:33.534000,2023-04-22 13:39:45,369.0,,38,6.0,130.0,,35.0,218,"A multi-functional library for full-stack Deep Learning. Simplifies Model Building, API development, and Model..",14.0,17,False,2021-11-26 17:10:22.000,0.2.0,38.0,chitra,conda-forge/chitra,,,,1.0,,https://pypi.org/project/chitra,2021-06-19 15:04:46.000,1.0,134.0,268.0,https://anaconda.org/conda-forge/chitra,2023-06-18 08:40:33.534,2561.0,,,,,3.0,,,,,,,,aniketmaurya/chitra,,,,,,,,,,,,
828,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,BSD-3-Clause,2021-06-03 12:39:38.000,2023-08-17 14:26:53.000000,2023-06-16 18:49:30,400.0,1.0,45,13.0,67.0,11.0,29.0,209,Represent trained machine learning models as Pyomo optimization formulations.,13.0,17,False,2022-01-21 16:05:52.000,0.3.1,7.0,omlt,,,,,1.0,,https://pypi.org/project/omlt,2022-02-08 01:23:07.000,1.0,6704.0,6704.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
829,StarSpace,facebookresearch/StarSpace,ml-frameworks,,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000,2022-12-04 04:02:21.000000,2019-12-13 19:03:25,138.0,,539,178.0,110.0,54.0,149.0,3886,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
830,GraphEmbedding,shenweichen/GraphEmbedding,graph,,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000,2022-06-22 11:47:45.000000,2022-06-21 18:24:09,30.0,,944,60.0,12.0,42.0,25.0,3392,Implementation and experiments of graph embedding algorithms.,9.0,16,False,,,,,,,,['sklearn'],29.0,29.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
831,Euler,alibaba/euler,graph,,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000,2023-08-19 12:30:48.000000,2020-07-29 05:53:01,8.0,,560,141.0,28.0,217.0,102.0,2854,A distributed graph deep learning framework.,5.0,16,False,2020-07-07 02:24:18.000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000,,6.0,6.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
832,TextBox,RUCAIBox/TextBox,nlp,,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000,2023-07-27 14:39:30.000000,2023-05-18 02:26:52,1358.0,,115,18.0,295.0,4.0,62.0,1013,TextBox 2.0 is a text generation library with pre-trained language models.,18.0,16,True,2022-12-28 02:06:22.000,2.0.0,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
833,madgrad,facebookresearch/madgrad,pytorch-utils,,https://github.com/facebookresearch/madgrad,https://github.com/facebookresearch/madgrad,MIT,2021-01-12 19:41:06.000,2023-04-11 19:24:43.000000,2023-04-11 19:24:38,24.0,,56,19.0,7.0,1.0,10.0,787,MADGRAD Optimization Method.,2.0,16,True,,,4.0,madgrad,,,,['pytorch'],61.0,60.0,https://pypi.org/project/madgrad,2022-03-08 18:23:32.000,1.0,3651.0,3651.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
834,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,hyperopt,,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40,1096.0,,100,26.0,101.0,37.0,84.0,701,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,False,2021-02-16 11:34:12.211,3.0.0,16.0,hyperparameter-hunter,,,,,1.0,,https://pypi.org/project/hyperparameter-hunter,2018-06-14 02:21:57.000,1.0,73.0,79.0,,,,,,,,3.0,411.0,,,,,,,,,,,,,,,,,,,
835,textflint,textflint/textflint,adversarial,,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000,2022-09-27 17:09:16.000000,2022-06-21 04:27:47,257.0,,93,18.0,19.0,3.0,29.0,614,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,18.0,16,False,2022-03-15 07:18:47.000,0.1.0,6.0,textflint,,,,,11.0,11.0,https://pypi.org/project/textflint,2022-03-15 07:18:47.000,,75.0,75.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
836,kglib,vaticle/kglib,graph,,https://github.com/vaticle/typedb-ml,https://github.com/vaticle/typedb-ml,Apache-2.0,2018-09-16 16:46:48.000,2022-11-09 16:08:58.000000,2022-11-09 16:08:58,507.0,,98,38.0,106.0,11.0,51.0,545,TypeDB-ML is the Machine Learning integrations library for TypeDB.,11.0,16,True,2022-07-29 11:37:34.000,0.3.0,8.0,grakn-kglib,,,,,,,https://pypi.org/project/grakn-kglib,2020-08-19 15:39:10.000,,114.0,118.0,,,,,,,,3.0,220.0,,,,,,,vaticle/typedb-ml,,,,,,,,,,,,
837,caliban,google/caliban,ml-experiments,,https://github.com/google/caliban,https://github.com/google/caliban,Apache-2.0,2020-06-02 18:12:50.000,2023-08-17 15:56:17.000000,2023-08-01 21:46:06,256.0,2.0,69,22.0,86.0,19.0,15.0,484,"Research workflows made easy, locally and in the Cloud.",10.0,16,True,2023-06-16 17:26:21.434,0.4.2,11.0,caliban,,,,,1.0,1.0,https://pypi.org/project/caliban,2020-09-12 19:41:23.000,,33.0,33.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
838,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2023-07-14 19:31:30.000000,2023-06-18 21:56:30,277.0,1.0,73,14.0,126.0,14.0,136.0,440,A Python library for dynamic classifier and ensemble selection.,16.0,16,True,2021-02-08 06:29:25.000,0.3.5,4.0,deslib,,,,['sklearn'],2.0,,https://pypi.org/project/deslib,2021-02-08 06:29:25.000,2.0,1012.0,1012.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
839,ExplainX.ai,explainX/explainx,interpretability,,https://github.com/explainX/explainx,https://github.com/explainX/explainx,MIT,2020-06-16 14:27:15.000,2023-07-06 22:00:59.000000,2022-09-15 18:52:06,185.0,,49,10.0,14.0,12.0,17.0,363,Explainable AI framework for data scientists. Explain & debug any blackbox machine learning model with a single line..,4.0,16,True,2021-02-07 11:06:21.000,2.407,21.0,explainx,,,,,,,https://pypi.org/project/explainx,,,2655.0,2655.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,
840,tfdeploy,riga/tfdeploy,model-serialisation,,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49,170.0,,38,21.0,5.0,11.0,23.0,351,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,False,2017-03-30 10:51:26.000,0.4.2,22.0,tfdeploy,,,,['tensorflow'],2.0,,https://pypi.org/project/tfdeploy,2017-03-30 10:51:26.000,2.0,39.0,39.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
841,pdvega,altair-viz/pdvega,data-viz,,https://github.com/altair-viz/pdvega,https://github.com/altair-viz/pdvega,MIT,2018-01-11 21:30:27.000,2019-03-29 16:09:14.000000,2019-03-29 16:09:13,177.0,,33,24.0,21.0,17.0,10.0,346,Interactive plotting for Pandas using Vega-Lite.,9.0,16,False,,,1.0,pdvega,,,,,88.0,81.0,https://pypi.org/project/pdvega,2018-02-01 04:56:43.000,7.0,101.0,101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
842,textpipe,textpipe/textpipe,nlp,,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000,2021-06-09 11:55:53.000000,2021-06-09 11:55:53,371.0,,27,22.0,239.0,15.0,25.0,300,Textpipe: clean and extract metadata from text.,29.0,16,False,,,,textpipe,,,,,8.0,8.0,https://pypi.org/project/textpipe,,,144.0,144.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
843,Parfit,jmcarpenter2/parfit,hyperopt,,https://github.com/jmcarpenter2/parfit,https://github.com/jmcarpenter2/parfit,MIT,2017-11-22 20:17:51.000,2020-04-04 19:26:44.000000,2020-04-04 19:26:37,127.0,,27,5.0,4.0,6.0,5.0,199,"A package for parallelizing the fit and flexibly scoring of sklearn machine learning models, with visualization..",4.0,16,False,,,23.0,parfit,,,,['sklearn'],25.0,25.0,https://pypi.org/project/parfit,2018-10-11 22:03:16.000,,4786.0,4786.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
844,HugsVision,qanastek/HugsVision,image,,https://github.com/qanastek/HugsVision,https://github.com/qanastek/HugsVision,MIT,2021-08-12 21:46:08.000,2023-08-13 00:37:26.000000,2023-01-22 01:25:39,75.0,,20,5.0,2.0,15.0,23.0,181,HugsVision is a easy to use huggingface wrapper for state-of-the-art computer vision.,2.0,16,False,2023-01-22 01:21:35.467,0.75.5,78.0,hugsvision,,,,['huggingface'],10.0,10.0,https://pypi.org/project/hugsvision,2023-01-22 01:21:35.467,,384.0,384.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
845,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2021-12-07 18:50:39.000000,2021-12-07 18:50:38,203.0,,11,6.0,2.0,1.0,5.0,159,jupyter/ipython experiment containers for GPU and general RAM re-use.,3.0,16,False,2021-12-07 18:44:34.000,0.1.28,24.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,2021-12-07 18:44:34.000,2.0,203.0,203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
846,Torch Points 3D,nicolas-chaulet/torch-points3d,image,,https://github.com/nicolas-chaulet/torch-points3d,https://github.com/nicolas-chaulet/torch-points3d,BSD-3-Clause,2022-01-09 14:41:37.000,2021-12-10 20:17:18.000000,2021-12-10 20:17:18,1788.0,,38,1.0,,,,157,Pytorch framework for doing deep learning on point clouds.,29.0,16,False,2021-04-30 09:00:22.000,1.3.0,14.0,torch-points3d,,,,['pytorch'],,,https://pypi.org/project/torch-points3d,2021-04-30 09:00:22.000,,568.0,568.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
847,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2023-08-24 10:13:19.000000,2023-08-24 10:05:07,820.0,11.0,16,8.0,163.0,14.0,20.0,145,Toolkit for developing and maintaining ML models.,14.0,16,False,2023-08-24 10:06:11.000,0.0.30,30.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2023-08-24 10:06:11.000,,504.0,504.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
848,steppy,minerva-ml/steppy,ml-experiments,,https://github.com/minerva-ml/steppy,https://github.com/minerva-ml/steppy,MIT,2018-01-15 09:40:49.000,2018-11-23 09:49:59.000000,2018-11-23 09:47:34,69.0,,32,14.0,54.0,16.0,50.0,136,"Lightweight, Python library for fast and reproducible experimentation.",7.0,16,False,2018-11-23 09:49:59.000,0.1.16,16.0,steppy,,,,,55.0,50.0,https://pypi.org/project/steppy,2018-11-23 09:49:59.000,5.0,37.0,37.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
849,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2022-12-20 03:03:28.000000,2022-11-03 07:32:51,114.0,,947,99.0,27.0,16.0,352.0,3511,An Open-Source Package for Knowledge Embedding (KE).,11.0,15,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
850,ZhuSuan,thu-ml/zhusuan,probabilistics,,https://github.com/thu-ml/zhusuan,https://github.com/thu-ml/zhusuan,MIT,2016-07-18 13:31:38.000,2022-12-17 20:33:19.000000,2019-08-05 10:00:04,439.0,,423,143.0,72.0,12.0,53.0,2186,"A probabilistic programming library for Bayesian deep learning, generative models, based on Tensorflow.",20.0,15,False,,,,,,,,['tensorflow'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
851,automl-gs,minimaxir/automl-gs,hyperopt,,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14,102.0,,165,61.0,10.0,26.0,6.0,1822,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,15,False,2019-04-05 06:51:04.000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000,,19.0,19.0,,,,,,,,3.0,41.0,,,,,,,,,,,,,,,,,,,
852,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,464,81.0,36.0,83.0,68.0,1660,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,15,False,2019-03-13 20:28:15.000,1.0-dev2,1.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,,,90.0,90.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
853,OpenNE,thunlp/OpenNE,graph,,https://github.com/thunlp/OpenNE,https://github.com/thunlp/OpenNE,MIT,2017-10-08 04:58:20.000,2023-07-06 21:16:22.000000,2022-11-02 02:28:59,99.0,,483,67.0,26.0,5.0,96.0,1647,An Open-Source Package for Network Embedding (NE).,11.0,15,True,,,,,,,,['tensorflow'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
854,Xcessiv,reiinakano/xcessiv,hyperopt,,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15,316.0,,105,57.0,34.0,21.0,13.0,1267,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,15,False,2017-08-21 00:53:25.000,0.5.1,20.0,xcessiv,,,,,1.0,1.0,https://pypi.org/project/xcessiv,,,10.0,10.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
855,Medical Detection Toolkit,MIC-DKFZ/medicaldetectiontoolkit,medical-data,,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,https://github.com/MIC-DKFZ/medicaldetectiontoolkit,Apache-2.0,2018-10-12 12:34:57.000,2023-07-18 12:33:22.000000,2022-04-04 08:29:54,41.0,,294,53.0,19.0,42.0,85.0,1218,"The Medical Detection Toolkit contains 2D + 3D implementations of prevalent object detectors such as Mask R-CNN,..",3.0,15,False,,,,,,,,['pytorch'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
856,GraphVite,DeepGraphLearning/graphvite,graph,,https://github.com/DeepGraphLearning/graphvite,https://github.com/DeepGraphLearning/graphvite,Apache-2.0,2019-07-16 15:48:20.000,2023-06-16 16:16:18.265000,2021-01-14 02:18:46,15.0,,146,32.0,,49.0,59.0,1147,GraphVite: A General and High-performance Graph Embedding System.,,15,False,,,4.0,,milagraph/graphvite,,,,,,,,,,96.0,https://anaconda.org/milagraph/graphvite,2023-06-16 16:16:18.265,4654.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
857,BLINK,facebookresearch/BLINK,nlp,,https://github.com/facebookresearch/BLINK,https://github.com/facebookresearch/BLINK,MIT,2019-09-25 21:27:44.000,2023-06-12 21:29:28.000000,2021-04-02 03:03:34,211.0,,209,40.0,39.0,56.0,34.0,1079,Entity Linker solution.,16.0,15,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
858,AutoGL,THUMNLab/AutoGL,graph,,https://github.com/THUMNLab/AutoGL,https://github.com/THUMNLab/AutoGL,Apache-2.0,2020-11-30 14:26:22.000,2023-06-16 02:32:11.000000,2022-12-30 06:04:33,733.0,,110,28.0,108.0,9.0,22.0,948,An autoML framework & toolkit for machine learning on graphs.,15.0,15,True,2022-12-30 06:11:04.000,0.4.0,4.0,auto-graph-learning,,,,['pytorch'],,,https://pypi.org/project/auto-graph-learning,2020-12-23 08:05:25.000,,2.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
859,MedicalTorch,perone/medicaltorch,medical-data,,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000,2022-12-27 06:48:51.000000,2021-04-16 18:50:54,57.0,,121,51.0,21.0,15.0,9.0,819,A medical imaging framework for Pytorch.,8.0,15,False,2018-11-24 00:33:11.000,0.2,2.0,medicaltorch,,,,['pytorch'],14.0,14.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000,,82.0,82.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
860,Translate,pytorch/translate,nlp,,https://github.com/pytorch/translate,https://github.com/pytorch/translate,BSD-3-Clause,2018-04-24 16:44:04.000,2023-04-27 20:56:00.000000,2022-06-10 23:04:56,813.0,,183,44.0,667.0,11.0,27.0,801,Translate - a PyTorch Language Library.,88.0,15,False,,,,pytorch-translate,,,,['pytorch'],,,https://pypi.org/project/pytorch-translate,,,14.0,14.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
861,Anchor,marcotcr/anchor,interpretability,,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000,2022-07-19 18:09:12.000000,2022-07-19 18:08:39,47.0,,107,27.0,10.0,24.0,51.0,757,Code for High-Precision Model-Agnostic Explanations paper.,10.0,15,False,,,,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,,,1480.0,1480.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
