,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
651,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-07-06 20:55:45.000000,2022-06-23 21:16:34,1925.0,1.0,270,47.0,795.0,64.0,485.0,1427,jiant is an nlp toolkit.,58.0,21,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,136.0,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,136.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
652,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2022-06-21 21:11:42.000000,2019-01-21 14:01:28,379.0,,391,102.0,34.0,11.0,24.0,1320,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,['tensorflow'],,107.0,23.0,23.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,107.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
653,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-03-11 23:26:22.000000,2020-02-04 21:10:25,334.0,,221,65.0,46.0,36.0,90.0,1193,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,['tensorflow'],,492.0,30.0,27.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,3.0,492.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
654,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55,69.0,,203,66.0,27.0,31.0,12.0,1033,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,34050.0,78.0,63.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,34050.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
655,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-06-23 16:28:21.000000,2022-06-23 16:28:21,1063.0,11.0,219,43.0,50.0,71.0,167.0,1000,A toolbox to iNNvestigate neural networks predictions!.,19.0,21,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,['tensorflow'],,437.0,1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,437.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
656,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2021-12-06 14:42:35.000000,2021-03-24 12:22:31,297.0,,195,30.0,60.0,47.0,60.0,988,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,448.0,428.0,105.0,97.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,423.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
657,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,2.0,101,49.0,98.0,41.0,51.0,937,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,['tensorflow'],,1286.0,132.0,125.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1286.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
658,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2022-07-05 18:12:32.000000,2022-06-10 10:36:12,439.0,4.0,193,56.0,76.0,50.0,200.0,930,Line based ATR Engine based on OCRopy.,19.0,21,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,705.0,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,705.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
659,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-07-14 05:33:38.000000,2022-07-14 05:32:58,143.0,3.0,93,35.0,21.0,15.0,87.0,921,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,14.0,21,True,2022-06-03 01:55:11.000,1.14.6,56.0,ngt,,,,16087.0,8.0,,https://pypi.org/project/ngt,2022-06-20 04:38:58.000,8.0,16087.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
660,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-06-20 14:44:53.000000,2022-03-14 08:29:44,406.0,,117,101.0,111.0,27.0,39.0,868,PFRL: a PyTorch-based deep reinforcement learning library.,16.0,21,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,403.0,52.0,51.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,403.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
661,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,129,35.0,16.0,7.0,3.0,855,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,4744.0,2506.0,2496.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,4744.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
662,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,115,15.0,11.0,33.0,43.0,844,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,['pytorch'],,25878.0,50.0,46.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,25878.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
663,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-06-14 18:11:08.000000,2022-05-13 18:48:12,83.0,4.0,175,28.0,56.0,1.0,26.0,797,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,21,True,2022-06-14 18:11:08.000,0.2.0,11.0,saliency,,['tensorflow'],,1015.0,38.0,35.0,https://pypi.org/project/saliency,2022-06-14 18:11:08.000,3.0,1015.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
664,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-03-25 13:49:39.000000,2022-03-25 13:48:28,300.0,,100,23.0,28.0,31.0,66.0,786,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,21,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,['pandas'],,12976.0,11.0,,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,12976.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
665,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-05-26 20:14:58.000000,2019-11-15 21:43:53,221.0,,157,75.0,96.0,51.0,43.0,760,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,"['tensorflow', 'spark']",,37412.0,1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,37412.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
666,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53,879.0,,94,29.0,56.0,13.0,74.0,749,ML-Ensemble high performance ensemble learning.,7.0,21,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,1053.0,209.0,206.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,3.0,1053.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
667,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642.0,,66,24.0,36.0,25.0,21.0,718,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,11.0,16690.0,12.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,12.0,16690.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
668,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159.0,,142,41.0,32.0,24.0,38.0,712,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,1793.0,86.0,70.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,1793.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
669,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-07-12 19:13:44.000000,2022-07-08 21:29:11,743.0,8.0,147,21.0,652.0,23.0,130.0,706,"Toolkit for creating, sharing and using natural language prompts.",58.0,21,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,800.0,8.0,8.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,800.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
670,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2022-07-12 21:58:34.000000,2022-07-12 21:58:34,432.0,1.0,59,26.0,143.0,45.0,60.0,702,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,23.0,21,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,['jax'],,594.0,26.0,24.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,2.0,594.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
671,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2021-12-24 09:38:22.000000,2021-12-24 09:32:42,281.0,,66,18.0,66.0,12.0,37.0,696,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2021-12-24 09:38:22.000,0.3.1,38.0,nnAudio,,,,34353.0,61.0,60.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,34353.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
672,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2022-07-13 17:40:28.000000,2022-07-13 17:28:08,118.0,8.0,72,21.0,84.0,27.0,47.0,650,Python 3.6+ toolbox for submitting jobs to Slurm.,20.0,21,True,2022-07-13 17:40:16.457,1.4.4,18.0,submitit,conda-forge/submitit,,,25933.0,6.0,,https://pypi.org/project/submitit,2022-04-07 20:49:32.000,6.0,25621.0,https://anaconda.org/conda-forge/submitit,2021-02-10 12:48:57.745,7195.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
673,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,37.0,48.0,650,Public facing deeplift repo.,11.0,21,True,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,825.0,64.0,60.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,825.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
674,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,67,28.0,422.0,10.0,237.0,630,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,['pytorch'],,671.0,66.0,62.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,671.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
675,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2022-04-22 06:33:34.000000,2022-04-22 06:33:31,188.0,1.0,109,24.0,22.0,57.0,35.0,542,a distributed Hyperband implementation on Steroids.,11.0,21,True,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,23356.0,246.0,236.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,10.0,23242.0,https://anaconda.org/conda-forge/hpbandster,2020-12-11 15:57:39.186,2166.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
676,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2021-07-13 10:19:56.000000,2021-05-27 09:45:10,857.0,,89,42.0,56.0,38.0,21.0,482,Bias and Fairness Audit Toolkit.,16.0,21,False,2020-12-16 11:48:14.000,0.42.0,16.0,aequitas,,,,3570.0,110.0,104.0,https://pypi.org/project/aequitas,2020-12-16 11:48:14.000,6.0,3570.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
677,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57,247.0,,77,26.0,29.0,25.0,6.0,475,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,['sklearn'],,115738.0,120.0,115.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,115738.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
678,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2022-04-01 10:01:45.000000,2020-05-01 15:25:38,324.0,,117,18.0,26.0,12.0,68.0,420,Medical image processing in Python.,14.0,21,False,2019-02-14 17:12:59.000,0.4.0,6.0,MedPy,conda-forge/medpy,,,10796.0,682.0,646.0,https://pypi.org/project/MedPy,2019-02-14 17:12:59.000,36.0,10494.0,https://anaconda.org/conda-forge/medpy,2021-11-11 11:54:44.393,3932.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
679,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413.0,,84,36.0,264.0,58.0,165.0,386,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,21,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,198.0,1647.0,65.0,64.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1644.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
680,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2022-05-27 05:51:07.000000,2022-05-25 05:43:59,218.0,1.0,66,8.0,306.0,30.0,34.0,371,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,21,True,2021-02-17 15:38:45.000,0.2.9,11.0,lazypredict,conda-forge/lazypredict,['sklearn'],,5212.0,310.0,310.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000,,5161.0,https://anaconda.org/conda-forge/lazypredict,2021-08-24 21:49:02.096,564.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
681,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-06-15 13:29:54.000000,2022-06-15 13:29:25,300.0,7.0,79,24.0,5.0,4.0,16.0,347,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,21,True,2022-06-01 23:08:15.000,0.1.710,137.0,autoviml,,,,1103.0,19.0,17.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1103.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
682,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-07-05 08:23:56.000000,2021-05-28 01:21:58,393.0,,124,34.0,318.0,74.0,124.0,279,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,,,227.0,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,218.0,,,,3.0,,,,,,,,,brainiak/brainiak,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,757.0,,,,,,,,,,,
683,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-07-13 11:52:30.000000,2022-07-13 11:51:51,297.0,25.0,21,17.0,2.0,4.0,19.0,270,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,17.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,['tensorflow'],,5967.0,16.0,16.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,5967.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
684,Glow,projectglow/glow,medical-data,,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000,2022-06-30 21:16:59.000000,2022-05-09 15:19:36,394.0,6.0,73,18.0,379.0,60.0,80.0,208,An open-source toolkit for large-scale genomic analysis.,21.0,21,False,2022-04-21 00:32:28.000,1.2.1,15.0,glow.py,conda-forge/glow,,,34586.0,,,https://pypi.org/project/glow.py,2022-04-19 23:43:38.000,,34479.0,https://anaconda.org/conda-forge/glow,2021-04-28 16:52:48.812,1834.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
685,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413.0,12.0,55,8.0,215.0,24.0,69.0,208,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,2916.0,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,2368.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,10974.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
686,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-06-28 07:22:24.000000,2022-06-28 07:22:23,541.0,16.0,30,21.0,591.0,21.0,124.0,204,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,684.0,587.0,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,564.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
687,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,139,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,117372.0,1714.0,1568.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,117372.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
688,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2022-07-04 07:52:10.000000,2022-03-07 12:59:53,46.0,,1666,150.0,76.0,177.0,271.0,9378,End-to-End Object Detection with Transformers.,25.0,20,True,2020-06-29 16:41:01.000,0.2,1.0,,,['pytorch'],,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
689,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47.0,,769,222.0,24.0,7.0,120.0,5142,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,['tensorflow'],,830.0,7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,830.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
690,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-06-24 10:47:02.000000,2022-02-10 07:36:23,432.0,,453,83.0,179.0,100.0,160.0,3224,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,,,122.0,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,88.0,,,,3.0,,,,,,,,,bytepsimage/tensorflow,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1265.0,,,,,,,,,,,
691,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-06-24 03:24:11.000000,2021-05-06 12:10:38,127.0,,123,46.0,27.0,2.0,25.0,2653,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,207.0,38.0,38.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,148.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,356.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
692,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,1.0,346,87.0,4.0,3.0,18.0,1996,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,20,True,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,561.0,42.0,41.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,1.0,561.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
693,greykite,linkedin/greykite,time-series-data,,https://github.com/linkedin/greykite,https://github.com/linkedin/greykite,BSD-2-Clause,2021-04-27 17:05:53.000,2021-12-22 19:04:12.000000,2021-12-15 21:44:21,18.0,,71,36.0,12.0,11.0,54.0,1544,"A flexible, intuitive and fast forecasting library.",7.0,20,True,2021-12-22 19:04:12.000,0.1.1,7.0,greykite,,,,14730.0,11.0,11.0,https://pypi.org/project/greykite,2021-12-15 01:42:19.000,,14730.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
694,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239.0,,193,38.0,6.0,11.0,31.0,1539,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,['pytorch'],,1647.0,29.0,27.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1647.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
695,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904.0,,192,52.0,51.0,62.0,146.0,1404,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,2472.0,690.0,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,654.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
