,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
673,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124,,111,15.0,11.0,33.0,43.0,828,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,True,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],50.0,46.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,4.0,10747.0,10747.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
674,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107,,188,34.0,15.0,18.0,22.0,782,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,21,True,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],12.0,11.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,1778.0,1778.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
675,mlens,flennerhag/mlens,others,,https://github.com/flennerhag/mlens,https://github.com/flennerhag/mlens,MIT,2017-01-10 20:53:47.000,2020-02-25 14:32:48.000000,2020-02-25 14:31:53,879,,94,29.0,56.0,12.0,74.0,734,ML-Ensemble high performance ensemble learning.,7.0,21,False,2018-10-30 22:34:35.000,0.2.3,14.0,mlens,,,,,195.0,192.0,https://pypi.org/project/mlens,2018-10-30 22:30:43.000,3.0,882.0,882.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
676,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2021-09-26 01:44:54.000000,2018-10-21 17:54:28,159,,138,41.0,32.0,24.0,38.0,708,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",18.0,21,False,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,84.0,68.0,https://pypi.org/project/NearPy,2016-09-27 13:03:12.000,16.0,3068.0,3068.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
677,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-04-29 03:24:29.000000,2022-01-05 20:19:46,328,,130,26.0,100.0,57.0,48.0,674,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,3.0,,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,7426.0,54000.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,976067.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,4137.0,,,,,,,,,,,,,
678,TF Compression,tensorflow/compression,tensorflow-utils,,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000,2022-05-18 13:45:00.000000,2022-05-18 13:44:25,218,22.0,214,41.0,17.0,2.0,81.0,608,Data compression in TensorFlow.,13.0,21,True,2022-05-16 22:44:20.000,2.9.0,15.0,tensorflow-compression,,,,['tensorflow'],1.0,,https://pypi.org/project/tensorflow-compression,2022-05-16 22:42:26.000,1.0,1057.0,1057.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
679,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-04-28 20:55:06.000000,2022-04-28 20:45:39,709,42.0,62,16.0,105.0,8.0,44.0,524,A simplified framework and utilities for PyTorch.,18.0,21,False,2022-04-28 20:55:06.000,1.11,29.0,poutyne,,,,['pytorch'],89.0,84.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,6589.0,6589.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
680,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-04-13 19:15:09.000000,2021-03-12 17:12:50,268,,57,30.0,31.0,6.0,23.0,514,Python module for machine learning time series:.,13.0,21,False,2021-03-13 16:18:30.000,1.2.3,22.0,seglearn,,,,,12.0,11.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,2242.0,2242.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
681,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-04-10 20:18:08.000000,2020-08-24 17:03:59,1426,,160,56.0,19.0,39.0,60.0,514,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,5.0,127.0,127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
682,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57,247,,73,24.0,29.0,24.0,6.0,460,machine learning with logical rules in Python.,18.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],99.0,94.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,5.0,95974.0,95974.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
683,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133,,47,11.0,19.0,11.0,37.0,416,Joyplots in Python with matplotlib & pandas.,6.0,21,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,160.0,155.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,18007.0,18351.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,13090.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
684,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2022-01-30 17:29:29.000000,2020-06-15 12:01:36,413,,82,36.0,264.0,57.0,165.0,383,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",16.0,21,False,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,60.0,59.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,1327.0,1330.0,,,,,,,,3.0,195.0,,,,,,,,,,,,,,,,,,,,
685,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2021-09-14 22:55:51.000000,2021-09-14 22:26:21,2409,,52,25.0,229.0,57.0,195.0,373,Studio: Simplify and expedite model building process.,21.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,873.0,873.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
686,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-04-28 02:26:41.000000,2022-04-28 02:26:02,298,5.0,77,24.0,5.0,5.0,15.0,346,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,21,True,2022-04-26 13:15:17.000,0.1.703,136.0,autoviml,,,,,18.0,16.0,https://pypi.org/project/autoviml,2022-04-28 02:26:41.000,2.0,1635.0,1635.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
687,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110,,45,22.0,19.0,17.0,9.0,330,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,602108.0,602108.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
688,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000,2022-04-22 17:43:54.000000,2022-04-16 14:38:16,540,5.0,31,13.0,6.0,9.0,30.0,322,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",8.0,21,True,2021-10-17 18:15:40.000,0.5.7,20.0,sklearn-evaluation,,,,['sklearn'],48.0,46.0,https://pypi.org/project/sklearn-evaluation,2022-04-16 14:38:40.000,2.0,1497.0,1497.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
689,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2022-05-18 15:23:43.000000,2022-05-09 17:22:12,313,25.0,19,8.0,164.0,23.0,12.0,298,Monitor the stability of a Pandas or Spark dataframe.,13.0,21,False,2022-05-09 17:22:24.000,0.7.0,22.0,popmon,,,,"['pandas', 'spark']",13.0,11.0,https://pypi.org/project/popmon,2022-05-09 17:22:20.000,2.0,11809.0,11809.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,,True
690,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2022-05-19 03:49:40.000000,2022-05-10 15:11:42,965,2.0,33,5.0,193.0,13.0,84.0,288,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,13.0,21,False,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],63.0,62.0,https://pypi.org/project/happytransformer,2022-02-06 06:54:52.000,1.0,4587.0,4587.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
691,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-04-04 15:48:18.000000,2021-05-28 01:21:58,393,,123,35.0,317.0,72.0,124.0,272,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,229.0,238.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,744.0,3.0,,,,,,,,,,,,,,,,,,,,,
692,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413,29.0,55,8.0,215.0,24.0,69.0,205,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,3257.0,3756.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,8987.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
693,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-04-14 09:41:50.000000,2022-04-14 09:41:50,86,1.0,31,12.0,9.0,3.0,12.0,203,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,481.0,443.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,38.0,102716.0,103638.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962,25831.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
694,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-05-19 14:03:15.000000,2022-05-19 14:03:13,536,20.0,30,21.0,586.0,21.0,123.0,190,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,,,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,1042.0,1065.0,,,,,,,,3.0,644.0,,,,,,,,,,,,,,,,,,,,
695,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90,,26,6.0,18.0,3.0,9.0,137,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1670.0,1524.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,115123.0,115123.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
696,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47,,771,222.0,24.0,7.0,120.0,5127,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,753.0,753.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
697,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-04-28 01:55:08.000000,2022-02-10 07:36:23,432,,445,83.0,179.0,100.0,159.0,3173,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,22.0,57.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1258.0,3.0,,,,,,,,,,,,,,,,,,,,,
698,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27,,327,78.0,1.0,17.0,7.0,2889,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],144.0,137.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1234.0,1234.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-05-17 03:56:20.000000,2021-05-06 12:10:38,127,,121,45.0,25.0,2.0,24.0,2619,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,True,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,35.0,35.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,743.0,768.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,101.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
700,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2021-12-27 09:52:12.000000,2021-06-28 07:40:53,521,,418,131.0,225.0,87.0,183.0,2148,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,35.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,143.0,143.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
701,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-05-15 20:01:05.000000,2022-05-15 19:53:03,102,11.0,225,60.0,104.0,25.0,56.0,1932,"Codebase for Image Classification Research, written in PyTorch.",16.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,387.0,387.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
702,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2021-11-06 23:09:00.000000,2021-11-06 23:08:22,245,,234,53.0,32.0,13.0,104.0,1742,"Reformer, the efficient Transformer, in Pytorch.",10.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,3748.0,3748.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
703,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239,,193,37.0,6.0,11.0,31.0,1520,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],27.0,25.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1276.0,1276.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
704,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304,,93,17.0,25.0,14.0,22.0,1413,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],8.0,7.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,270.0,344.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,371.0,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,
705,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904,2.0,189,52.0,51.0,62.0,146.0,1385,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,779.0,815.0,,,,,,,,3.0,2420.0,,,,,,,,,,,,,,,,,,,,
706,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106,,166,55.0,149.0,69.0,97.0,1029,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,827.0,1627.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,47250.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284,,184,51.0,12.0,16.0,42.0,1006,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],52.0,48.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,129.0,129.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
708,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-05-02 15:48:07.000000,2021-08-03 15:45:16,943,,216,42.0,49.0,71.0,163.0,977,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,369.0,369.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
709,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157,,103,30.0,66.0,7.0,41.0,974,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],15.0,15.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,905.0,1472.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,9073.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
710,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-05-10 13:39:49.000000,2022-05-10 13:33:21,82,10.0,57,34.0,10.0,11.0,11.0,895,A Graph Neural Network Library in Jax.,16.0,20,True,2022-05-10 13:39:49.000,0.0.4.de0,3.0,jraph,conda-forge/jraph,,,['jax'],20.0,18.0,https://pypi.org/project/jraph,2021-11-19 19:05:01.000,2.0,1445.0,1499.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,379.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
711,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-05-19 13:43:54.000000,2022-05-04 06:42:30,1023,24.0,61,25.0,112.0,56.0,118.0,863,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,3.0,3.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,115.0,122.0,,,,,,,,3.0,156.0,,,,,,,,,,,,,,,,,,,,
712,pytorch2keras,gmalivenko/pytorch2keras,model-serialisation,,https://github.com/gmalivenko/pytorch2keras,https://github.com/gmalivenko/pytorch2keras,MIT,2017-11-16 20:21:43.000,2022-03-07 13:17:47.000000,2021-08-06 08:18:46,282,,132,15.0,22.0,54.0,68.0,793,PyTorch to Keras model convertor.,13.0,20,True,2020-05-14 10:03:56.000,0.2.4,23.0,pytorch2keras,,,,,47.0,46.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000,1.0,762.0,762.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
713,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-05-13 18:48:13.000000,2022-05-13 18:48:12,83,4.0,165,28.0,56.0,14.0,26.0,787,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,20,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,,,['tensorflow'],31.0,28.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,729.0,729.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
714,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-02-09 23:38:50.000000,2019-11-15 21:43:53,221,,157,74.0,94.0,51.0,43.0,761,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,29039.0,29039.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
715,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642,,66,23.0,36.0,25.0,21.0,716,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,17250.0,17250.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,,
716,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104,,114,30.0,25.0,21.0,34.0,694,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,20,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],33.0,31.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,1189.0,1189.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
