,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
648,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,,ml-experiments,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000000,2020-10-27 20:51:06.000000,2019-10-21 07:52:07.000000,52,9.0,15.0,608,46.0,Log TensorBoard events without touching TensorFlow.,5.0,19,False,2018-02-08 07:28:51.000000,0.1.0,5.0,tensorboard_logger,,,,,42.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000000,42.0,43122.0,43122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
649,matrixprofile-ts,target/matrixprofile-ts,,time-series-data,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42.000000,90,19.0,34.0,606,198.0,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,19,True,2019-08-08 01:24:38.000000,0.0.9,9.0,matrixprofile-ts,,,,,12.0,12.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000000,,2322.0,2322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
650,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-01-31 09:13:47.685000,2021-01-30 09:29:45.000000,29,4.0,11.0,571,400.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,19,True,2020-05-17 12:40:17.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,,3.0,3.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,,19.0,17318.0,https://anaconda.org/conda-forge/cython-blis,2021-01-31 09:13:47.685000,397893.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
651,Objax,google/objax,,ml-frameworks,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000000,2021-02-03 21:35:04.000000,2021-02-03 19:06:40.000000,45,41.0,49.0,562,397.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,19.0,19,True,2021-02-03 19:08:33.000000,1.3.1,6.0,objax,,,,['jax'],5.0,5.0,https://pypi.org/project/objax,2021-02-03 18:57:30.000000,0.0,774.0,774.0,,,,,,,,3.0,,,,,,,,,2.0,,,,,,,,,,,,,
652,PFRL,pfnet/pfrl,,reinforcement-learning,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000000,2021-02-03 02:45:06.000000,2021-02-03 02:45:05.000000,61,22.0,23.0,505,339.0,PFRL: a PyTorch-based deep reinforcement learning library.,11.0,19,True,2020-12-17 04:57:58.000000,0.2.1,4.0,pfrl,,,,,4.0,4.0,https://pypi.org/project/pfrl,2020-12-17 05:00:25.000000,,300.0,300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
653,lets-plot,JetBrains/lets-plot,,data-viz,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000000,2021-02-04 14:42:18.000000,2021-02-04 14:36:50.000000,15,48.0,71.0,502,1785.0,An open-source plotting library for statistical data.,14.0,19,True,2020-12-23 21:48:58.000000,1.5.6,26.0,lets-plot,,,,,,,https://pypi.org/project/lets-plot,2020-12-23 21:38:29.000000,,2987.0,2987.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
654,iterative-stratification,trent-b/iterative-stratification,,sklearn-utils,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000000,2020-09-12 15:32:44.000000,2020-09-12 15:35:02.000000,44,1.0,10.0,500,47.0,scikit-learn cross validators for iterative stratification of multilabel data.,4.0,19,True,2018-08-12 18:12:43.000000,0.1.6,5.0,iterative-stratification,,,,['sklearn'],104.0,104.0,https://pypi.org/project/iterative-stratification,2018-08-12 18:28:50.000000,,2840.0,2840.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
655,deeplift,kundajelab/deeplift,,interpretability,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000000,2020-11-11 19:56:24.000000,2020-11-11 19:56:23.000000,118,29.0,46.0,496,551.0,Public facing deeplift repo.,11.0,19,True,2018-07-13 21:11:52.000000,0.6.6,21.0,deeplift,,,,,45.0,43.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000000,2.0,460.0,460.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
656,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2020-10-21 05:15:27.000000,2020-10-21 05:14:11.000000,52,17.0,22.0,454,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,17.0,19,True,2020-10-16 03:43:47.000000,0.1.7,8.0,n2,,,,,14.0,12.0,https://pypi.org/project/n2,2020-10-16 02:48:11.000000,2.0,268.0,268.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
657,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2021-02-02 00:46:09.000000,2021-01-23 11:51:12.000000,127,26.0,73.0,442,104.0,Feature engineering package with sklearn like functionality.,20.0,19,True,2021-01-23 12:03:16.000000,1.0.2,25.0,feature_engine,conda-forge/feature_engine,,,,2.0,,https://pypi.org/project/feature_engine,2021-01-23 12:03:16.000000,2.0,9587.0,9821.0,https://anaconda.org/conda-forge/feature_engine,2021-01-25 12:36:37.909000,1409.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
658,Poutyne,GRAAL-Research/poutyne,,pytorch-utils,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2021-01-31 00:23:28.000000,2021-01-29 22:44:42.000000,49,7.0,35.0,439,504.0,A simplified framework and utilities for PyTorch.,15.0,19,False,2020-12-24 17:01:16.000000,1.2,18.0,poutyne,,,,['pytorch'],55.0,53.0,https://pypi.org/project/poutyne,2020-12-24 17:02:00.000000,2.0,204.0,204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
659,What-If Tool,PAIR-code/what-if-tool,,interpretability,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000000,2021-01-19 14:40:37.214000,2021-01-19 14:26:52.000000,92,34.0,36.0,433,313.0,Source code/webpage/demos for the What-If Tool.,18.0,19,True,2021-01-19 14:40:37.214000,1.8.0,38.0,witwidget,,,,,0.0,,https://pypi.org/project/witwidget,2021-01-19 14:40:21.000000,0.0,3111.0,5915.0,,,,,,,,3.0,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-01-19 14:40:37.214000,,2804.0,,,,,,,,,,,,,,,
660,seglearn,dmbee/seglearn,,time-series-data,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000000,2021-01-17 19:11:59.000000,2021-01-16 23:21:41.000000,47,6.0,21.0,423,267.0,Python module for machine learning time series:.,13.0,19,True,2020-04-02 15:26:06.000000,1.2.2,21.0,seglearn,,,,,7.0,6.0,https://pypi.org/project/seglearn,2021-01-17 19:11:59.000000,1.0,1180.0,1180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
661,Caer,jasmcaus/caer,,image,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000000,2021-01-28 14:07:13.000000,,62,5.0,,422,,"A lightweight Computer Vision library. Scale your models, not boilerplate.",1.0,19,True,2021-01-28 14:06:10.000000,1.9.8,109.0,caer,,,https://caer.rtfd.io,,0.0,,https://pypi.org/project/caer,2021-01-28 14:06:10.000000,0.0,858168.0,858168.0,,,,,,,,3.0,,,,,,,,,-3.0,,,,,,,,,,,,,
662,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,data-viz,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,56,16.0,37.0,417,32.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,19,False,2018-01-15 18:14:37.000000,0.9.0,10.0,pivottablejs,,,,['jupyter'],158.0,144.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000000,14.0,2791.0,2791.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
663,lazypredict,shankarpandala/lazypredict,,hyperopt,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000000,2021-01-24 11:57:09.000000,2021-01-23 23:52:55.000000,84,42.0,24.0,361,81.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,10.0,19,True,2020-07-09 04:53:31.000000,0.2.7,9.0,lazypredict,,,,['sklearn'],20.0,20.0,https://pypi.org/project/lazypredict,2020-07-09 04:53:31.000000,,1852.0,1852.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
664,animatplot,t-makaro/animatplot,,data-viz,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000000,2020-10-06 02:02:00.460000,2020-10-05 06:14:18.000000,33,16.0,15.0,354,178.0,A python package for animating plots build on matplotlib.,7.0,19,True,2020-10-05 06:20:52.000000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,15.0,14.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000000,1.0,85.0,300.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460000,5170.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
665,MXBoard,awslabs/mxboard,,ml-experiments,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000000,2020-01-24 23:21:56.000000,2020-01-24 23:21:55.000000,46,16.0,15.0,330,42.0,Logging MXNet data for visualization in TensorBoard.,9.0,19,False,2018-05-22 20:25:51.000000,0.1.0,12.0,mxboard,,,,['mxnet'],96.0,95.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000000,1.0,2446.0,2446.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
666,scikit-rebate,EpistasisLab/scikit-rebate,,others,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000000,2020-08-21 15:39:02.000000,2020-07-18 19:05:12.000000,56,15.0,18.0,306,281.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,19,True,2017-04-12 16:12:01.000000,0.3.4,11.0,skrebate,,,,['sklearn'],149.0,118.0,https://pypi.org/project/skrebate,2020-07-18 19:16:45.000000,31.0,889.0,889.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
667,AutoViz,AutoViML/AutoViz,,data-viz,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000000,2020-12-21 03:22:01.000000,2020-12-21 03:21:52.000000,54,5.0,16.0,298,97.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",10.0,19,True,2020-12-10 02:33:19.000000,0.0.81,26.0,autoviz,,,,,28.0,28.0,https://pypi.org/project/autoviz,2020-12-10 02:33:19.000000,,882.0,882.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
668,explainerdashboard,oegedijk/explainerdashboard,,interpretability,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000000,2021-01-31 13:47:03.000000,2021-01-31 13:35:33.000000,45,8.0,56.0,295,540.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,8.0,19,True,2021-01-31 13:47:03.000000,0.3.1,67.0,explainerdashboard,,,,,6.0,6.0,https://pypi.org/project/explainerdashboard,2021-01-31 13:47:03.000000,,1005.0,1005.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
669,textpipe,textpipe/textpipe,,nlp,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000000,2021-02-01 09:18:38.000000,2021-01-25 14:01:56.000000,19,21.0,24.0,268,370.0,Textpipe: clean and extract metadata from text.,28.0,19,True,2021-01-25 14:05:21.000000,0.12.2,39.0,textpipe,,,,,8.0,7.0,https://pypi.org/project/textpipe,2021-01-25 14:05:21.000000,1.0,667.0,667.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
670,scikit-tda,scikit-tda/scikit-tda,,sklearn-utils,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000000,2021-01-09 19:51:04.000000,2021-01-09 19:50:05.000000,32,11.0,3.0,265,56.0,Topological Data Analysis for Python.,2.0,19,True,2021-01-09 19:51:04.000000,0.1.0,3.0,scikit-tda,,,,['sklearn'],18.0,18.0,https://pypi.org/project/scikit-tda,2021-01-09 19:51:04.000000,,2742.0,2742.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
671,recmetrics,statisticianinstilettos/recmetrics,,recommender-systems,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000000,2020-12-03 21:21:02.000000,2020-12-03 21:21:00.000000,53,7.0,7.0,231,233.0,A library of metrics for evaluating recommender systems.,12.0,19,True,2019-02-10 16:12:38.000000,0.0.9,11.0,recmetrics,,,,,16.0,16.0,https://pypi.org/project/recmetrics,2019-02-10 16:12:38.000000,,783.0,783.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
672,Brainiak,brainiak/brainiak,,medical-data,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000000,2021-01-28 02:19:08.000000,2020-10-15 16:28:46.000000,106,63.0,117.0,230,388.0,Brain Imaging Analysis Kit.,32.0,19,True,2019-08-27 23:52:29.000000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,13.0,12.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000000,1.0,93.0,100.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,472.0,3.0,,,,,,,,,,,,,,,,,,,,,,
673,pyfasttext,vrasneur/pyfasttext,,nlp,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12.000000,31,19.0,28.0,229,153.0,Yet another Python binding for fastText.,4.0,19,False,2018-12-08 15:02:54.000000,0.4.6,13.0,pyfasttext,,,,,145.0,140.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000000,5.0,1327.0,1334.0,,,,,,,,3.0,318.0,,,,,,,,,,,,,,,,,,,,,
674,quinn,MrPowers/quinn,,ml-experiments,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000000,2020-07-29 16:22:29.000000,2020-07-29 15:47:58.000000,26,17.0,6.0,205,106.0,pyspark methods to enhance developer productivity.,6.0,19,True,2020-07-26 02:55:16.000000,0.8.0,11.0,quinn,,,,['spark'],3.0,,https://pypi.org/project/quinn,2020-07-26 02:55:16.000000,3.0,76536.0,76536.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
675,gokart,m3dev/gokart,,ml-experiments,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000000,2021-02-02 01:05:37.000000,2021-02-02 01:05:36.000000,29,9.0,26.0,163,327.0,A wrapper of the data pipeline library luigi.,24.0,19,True,2021-01-29 04:20:56.000000,0.3.26,50.0,gokart,,,,,2.0,,https://pypi.org/project/gokart,2020-02-25 06:01:19.000000,2.0,517.0,517.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
676,Funsor,pyro-ppl/funsor,,probabilistics,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000000,2021-02-03 16:15:25.000000,2021-02-03 16:07:26.000000,15,70.0,62.0,161,481.0,Functional tensors for probabilistic programming.,9.0,19,True,2021-01-24 17:27:54.000000,0.4.0,6.0,funsor,,,,['pytorch'],10.0,10.0,https://pypi.org/project/funsor,2021-01-24 17:26:50.000000,,251.0,251.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
677,Glow,projectglow/glow,,medical-data,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000000,2021-02-04 14:53:13.000000,2021-02-04 14:53:12.000000,40,22.0,53.0,157,312.0,An open-source toolkit for large-scale genomic analysis.,11.0,19,True,2020-09-10 18:38:52.000000,0.6.0,9.0,glow.py,,,,,,,https://pypi.org/project/glow.py,2020-09-10 01:15:03.000000,,1182.0,1182.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
678,BytePS,bytedance/byteps,,distributed-ml,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000000,2021-02-03 14:08:39.000000,2021-02-03 07:43:07.000000,365,73.0,140.0,2681,412.0,A high performance and generic framework for distributed DNN training.,17.0,18,True,2020-08-27 15:42:13.000000,0.2.4,7.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2020-11-04 00:05:46.000000,,72.0,122.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1001.0,3.0,,,,,,,,,,,,,,,,,,,,,,
679,vit-pytorch,lucidrains/vit-pytorch,,image,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000000,2021-01-21 17:40:02.000000,2021-01-21 17:39:42.000000,231,22.0,39.0,2506,,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",4.0,18,True,2021-01-21 17:40:02.000000,0.6.7,25.0,vit-pytorch,,,,['pytorch'],5.0,5.0,https://pypi.org/project/vit-pytorch,2021-01-11 18:49:51.000000,,692.0,692.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
680,Crypto Signals,CryptoSignal/crypto-signal,,financial-data,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000000,2021-01-31 03:35:24.000000,2020-09-03 12:26:48.000000,687,39.0,191.0,2504,563.0,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 2,100 + stars, 580 + forks.",25.0,18,True,,,,,,shadowreaver/crypto-signal,,,,,,,,,1010.0,,,,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,8.0,41428.0,3.0,,,,,,,,,,,,,,,,,,,,,,
681,spark-deep-learning,databricks/spark-deep-learning,,data-pipelines,https://github.com/databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,Apache-2.0,2017-05-31 17:30:28.000000,2021-01-20 15:05:13.000000,2021-01-20 15:00:20.000000,444,74.0,26.0,1805,135.0,Deep Learning Pipelines for Apache Spark.,15.0,18,True,2020-01-08 19:50:31.000000,1.6.0,9.0,,,,,['spark'],16.0,16.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
682,Higher,facebookresearch/higher,,pytorch-utils,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000000,2020-11-23 06:15:24.000000,2020-10-28 16:53:07.000000,75,25.0,47.0,1039,28.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,6.0,18,True,2020-07-14 12:20:32.000000,0.2.1,2.0,higher,,,,['pytorch'],30.0,30.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000000,,2506.0,2506.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
683,Databolt Flow,d6t/d6tflow,,data-pipelines,https://github.com/d6t/d6tflow,https://github.com/d6t/d6tflow,MIT,2019-02-03 01:51:22.000000,2021-01-01 18:15:45.000000,2020-12-19 21:46:11.000000,64,6.0,11.0,896,106.0,Python library for building highly effective data science workflows.,10.0,18,True,2020-10-19 04:14:45.000000,0.2.2,19.0,d6tflow,,,,,12.0,12.0,https://pypi.org/project/d6tflow,2020-12-19 22:37:20.000000,,82.0,82.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
684,Bounter,RaRe-Technologies/bounter,,data-containers,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000000,2020-08-17 06:37:51.000000,2020-08-16 11:55:16.000000,48,11.0,9.0,893,152.0,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,18,True,2019-01-17 09:39:52.000000,1.1.1,7.0,bounter,,,,,34.0,20.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000000,14.0,180.0,180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
685,Norfair,tryolabs/norfair,,image,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000000,2020-12-22 05:04:27.000000,2020-12-22 05:04:25.000000,49,5.0,13.0,881,242.0,Lightweight Python library for adding real-time 2D object tracking to any detector.,7.0,18,True,2020-12-07 18:34:32.000000,0.1.8,9.0,norfair,,,,,,,https://pypi.org/project/norfair,2020-12-07 18:34:32.000000,,223.0,223.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
686,TensorFrames,databricks/tensorframes,,distributed-ml,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000000,2020-11-13 17:47:02.000000,2019-11-15 21:43:53.000000,159,51.0,43.0,768,221.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,18,False,2018-11-16 20:50:02.000000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000000,,2432.0,2432.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
687,DALEX,ModelOriented/DALEX,,interpretability,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000000,2021-01-18 22:16:26.000000,2021-01-06 20:33:02.000000,108,9.0,247.0,765,531.0,moDel Agnostic Language for Exploration and eXplanation.,16.0,18,False,2021-01-04 17:21:32.000000,1.0.0,18.0,dalex,,,,,7.0,7.0,https://pypi.org/project/dalex,2020-12-28 23:47:30.000000,,510.0,510.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
688,tffm,geffy/tffm,,tensorflow-utils,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000000,2020-05-22 21:40:58.000000,2020-05-22 21:40:57.000000,175,17.0,20.0,755,106.0,TensorFlow implementation of an arbitrary order Factorization Machine.,10.0,18,True,2018-01-27 11:43:26.000000,1.0.1,2.0,tffm,,,,['tensorflow'],11.0,10.0,https://pypi.org/project/tffm,2018-01-27 11:43:26.000000,1.0,1007.0,1007.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
689,pytorch2keras,nerox8664/pytorch2keras,,model-serialisation,https://github.com/nerox8664/pytorch2keras,https://github.com/nerox8664/pytorch2keras,MIT,2017-11-16 20:21:43.000000,2020-05-14 10:03:56.000000,2020-05-14 10:03:04.000000,113,41.0,65.0,663,277.0,PyTorch to Keras model convertor.,11.0,18,True,2020-05-14 10:03:56.000000,0.2.4,23.0,pytorch2keras,,,,,18.0,17.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000000,1.0,318.0,318.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
690,vecstack,vecxoz/vecstack,,others,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000000,2020-09-14 08:31:07.000000,2019-10-30 09:27:48.000000,65,,34.0,577,189.0,Python package for stacking (machine learning technique).,1.0,18,False,2019-08-12 16:09:01.000000,0.4.0,6.0,vecstack,,,,,109.0,105.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000000,4.0,603.0,603.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
691,pyhsmm,mattjj/pyhsmm,,probabilistics,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000000,2020-09-29 20:58:26.000000,2020-08-24 17:03:59.000000,148,34.0,60.0,480,1426.0,Bayesian inference in HSMMs and HMMs.,13.0,18,True,2017-05-10 17:14:37.000000,0.1.7,8.0,pyhsmm,,,,,21.0,17.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000000,4.0,25.0,25.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
692,robustness,MadryLab/robustness,,adversarial,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000000,2020-12-01 06:11:12.000000,2020-12-01 05:49:45.000000,81,5.0,49.0,465,137.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",11.0,18,True,2020-12-01 06:11:12.000000,1.2.1.post2,8.0,robustness,,,,,33.0,32.0,https://pypi.org/project/robustness,2020-08-05 04:42:24.000000,1.0,218.0,218.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
693,PyWaffle,gyli/PyWaffle,,data-viz,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000000,2020-07-26 23:22:17.000000,2020-07-26 23:22:13.000000,63,2.0,10.0,388,249.0,Make Waffle Charts in Python.,6.0,18,True,2020-07-26 19:16:45.000000,0.6.1,22.0,pywaffle,,,,,41.0,41.0,https://pypi.org/project/pywaffle,2020-07-26 19:16:45.000000,,637.0,637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
