,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
667,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2023-12-04 11:10:47.000000,2023-12-04 11:10:46,442.0,,68.0,24.0,433.0,10.0,237.0,640.0,torchbearer: A model fitting library for PyTorch.,14.0,22,False,2023-12-01 18:48:07.000,0.5.5,26.0,torchbearer,,,,['pytorch'],101.0,97.0,https://pypi.org/project/torchbearer,2023-12-01 18:48:07.000,4.0,1443.0,1443.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
668,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,100.0,25.0,33.0,35.0,6.0,634.0,machine learning with logical rules in Python.,19.0,22,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],434.0,426.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,84265.0,84265.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
669,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2025-04-22 14:57:54.494000,2022-02-09 16:35:40,142.0,,101.0,22.0,26.0,45.0,62.0,619.0,Build fully-functioning computer vision models with PyTorch.,12.0,22,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],196.0,194.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,1581.0,1722.0,https://anaconda.org/conda-forge/detecto,2025-04-22 14:57:54.494,6670.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
670,random-forest-importances,parrt/random-forest-importances,interpretability,,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000,2025-03-24 16:48:44.000000,2025-03-24 16:48:44,253.0,2.0,133.0,21.0,21.0,8.0,31.0,613.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,16.0,22,True,2021-01-28 23:23:17.000,1.3.7,22.0,rfpimp,,,,['sklearn'],188.0,183.0,https://pypi.org/project/rfpimp,2021-01-28 23:19:33.000,5.0,13431.0,13431.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
671,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2025-05-04 03:47:16.000000,2022-08-16 17:43:49,1877.0,,57.0,18.0,217.0,49.0,316.0,611.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,22,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,69.0,68.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,626.0,626.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
672,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2025-04-22 14:56:58.537000,2024-06-16 04:23:17,307.0,,106.0,8.0,15.0,6.0,16.0,596.0,Make Waffle Charts in Python.,6.0,22,True,2024-06-16 04:18:08.000,1.1.1,28.0,pywaffle,conda-forge/pywaffle,,,,528.0,522.0,https://pypi.org/project/pywaffle,2024-06-16 04:18:08.000,6.0,15271.0,15561.0,https://anaconda.org/conda-forge/pywaffle,2025-04-22 14:56:58.537,15956.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
673,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2025-04-22 14:57:03.596000,2021-12-19 09:41:43,133.0,,59.0,10.0,21.0,17.0,37.0,587.0,Joyplots in Python with matplotlib & pandas.,8.0,22,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,549.0,540.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,13361.0,13955.0,https://anaconda.org/conda-forge/joypy,2025-04-22 14:57:03.596,31521.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
674,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2025-04-22 04:13:27.000000,2025-03-22 19:05:46,1220.0,2.0,68.0,6.0,217.0,21.0,109.0,533.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,22,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],330.0,325.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,2862.0,2862.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
675,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,8.0,10.0,13.0,21.0,506.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,22,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,,208.0,192.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,16.0,12495.0,12495.0,,,,,,,,3.0,32.0,,,,,,,,,,,,,,,,,,,,
676,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2025-05-01 13:47:47.000000,2025-05-01 13:47:45,3182.0,106.0,66.0,9.0,278.0,11.0,117.0,458.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,26.0,22,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,,['pytorch'],6.0,6.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,408.0,408.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
677,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2025-03-24 21:18:50.000000,2025-03-24 21:11:36,170.0,2.0,49.0,16.0,2.0,12.0,3.0,386.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,22,True,2025-03-24 21:18:50.000,0.1.4,15.0,suod,,,,,560.0,551.0,https://pypi.org/project/suod,2025-03-24 21:18:50.000,9.0,12739.0,12739.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
678,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2024-07-06 00:47:45.000000,2023-09-06 17:29:29,2412.0,,52.0,22.0,232.0,57.0,195.0,381.0,Studio: Simplify and expedite model building process.,24.0,22,False,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,7.0,7.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,4442.0,4442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
679,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2025-04-22 14:56:23.980000,2025-01-01 01:30:41,688.0,,65.0,27.0,510.0,15.0,91.0,380.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,22,True,2024-09-25 14:29:32.000,4.1.0,41.0,vega,conda-forge/vega,,,['jupyter'],21.0,4.0,https://pypi.org/project/vega,2024-09-25 14:29:32.000,17.0,17550.0,29759.0,https://anaconda.org/conda-forge/vega,2025-04-22 14:56:23.980,732564.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
680,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2025-05-08 08:07:49.000000,2025-05-07 11:08:19,880.0,54.0,24.0,5.0,324.0,4.0,,331.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,13.0,22,True,2025-05-07 11:08:49.000,1.2.86,1050.0,upgini,,,,,9.0,9.0,https://pypi.org/project/upgini,2025-05-08 08:07:49.000,,23848.0,23848.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
681,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2025-04-23 14:14:50.000000,2025-04-23 13:57:29,268.0,3.0,34.0,9.0,204.0,22.0,77.0,225.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",14.0,22,False,2025-04-04 14:57:26.000,0.7.4,16.0,celer,,,,['sklearn'],54.0,49.0,https://pypi.org/project/celer,2025-04-04 14:57:26.000,5.0,2429.0,2429.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
682,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2024-03-12 10:32:40.000000,2018-07-23 21:04:09,90.0,,29.0,6.0,20.0,5.0,9.0,155.0,Get list of common stop words in various languages in Python.,8.0,22,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2558.0,2514.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,44.0,109754.0,109754.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
683,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2024-03-12 15:58:25.000000,2024-03-12 15:58:25,48.0,,2466.0,149.0,89.0,255.0,286.0,14306.0,End-to-End Object Detection with Transformers.,27.0,21,False,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],21.0,21.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
684,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2024-11-26 11:06:14.000000,2024-11-26 10:38:20,194.0,,1210.0,92.0,52.0,416.0,292.0,6925.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,34.0,21,True,,,1.0,pyslowfast,,,,['pytorch'],23.0,23.0,https://pypi.org/project/pyslowfast,2020-01-15 23:51:07.000,,41.0,41.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
685,graph-nets,deepmind/graph_nets,graph,,https://github.com/google-deepmind/graph_nets,https://github.com/google-deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,,782.0,223.0,25.0,8.0,122.0,5384.0,Build Graph Nets in Tensorflow.,11.0,21,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],22.0,20.0,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,2.0,1033.0,1033.0,,,,,,,,3.0,,,,,,,,google-deepmind/graph_nets,,,,,,,,,,,,,
686,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2024-06-17 09:17:33.000000,2024-03-11 13:23:01,3347.0,,820.0,227.0,111.0,57.0,622.0,5012.0,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,69.0,21,False,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,19.0,,,,,,,,3.0,1543.0,,,,,,,,,,,,,,,,,,,,
687,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2024-12-18 16:08:09.000000,2024-12-18 16:08:09,151.0,,754.0,103.0,35.0,107.0,113.0,4737.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,11.0,21,True,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],5.0,,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,6805.0,6808.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,279.0,3.0,,,,,,,,,,,,,,,,,,,,,
688,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2025-03-12 03:58:30.000000,2025-03-12 03:53:03,1611.0,2.0,514.0,146.0,609.0,86.0,75.0,3619.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",173.0,21,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,2020-05-27 20:58:01.000,,60.0,60.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
689,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,179.0,64.0,55.0,6.0,44.0,3114.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",22.0,21,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,6.0,6.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,987.0,987.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,,,
690,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,331.0,70.0,2.0,19.0,7.0,2915.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],231.0,228.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,1939.0,1939.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
691,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,124.0,225.0,90.0,183.0,2346.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,167.0,167.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
692,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,,236.0,60.0,33.0,62.0,96.0,2339.0,Fast and Easy Infinite Neural Networks in Python.,30.0,21,False,2023-12-11 14:10:12.000,0.6.5,31.0,neural-tangents,,,,,1.0,,https://pypi.org/project/neural-tangents,2023-12-11 14:00:20.000,1.0,3885.0,3894.0,,,,,,,,3.0,544.0,-3.0,,,,,,,,,,,,,,,,,,,
693,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,372.0,83.0,4.0,5.0,18.0,2239.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,4.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,51.0,51.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,579.0,579.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
694,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,251.0,52.0,35.0,16.0,105.0,2166.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,30465.0,30465.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
695,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2025-03-25 16:26:10.601000,2021-09-30 21:51:09,8208.0,,184.0,57.0,895.0,146.0,586.0,1964.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",51.0,21,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,,,16.0,https://anaconda.org/blazingsql/blazingsql-protocol,2025-03-25 16:26:10.601,1106.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
696,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-08-19 09:45:05.000000,2024-08-19 09:41:36,346.0,,341.0,40.0,68.0,163.0,95.0,1897.0,Super easy library for BERT based NLP models.,37.0,21,True,2024-08-19 09:45:05.000,2.0.26,72.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-08-19 09:45:05.000,,2556.0,2556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
697,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2025-04-16 19:27:35.000000,2020-12-17 06:57:15,932.0,,292.0,64.0,204.0,5.0,74.0,1592.0,DELTA is a deep learning based natural language and speech processing platform. LF AI & DATA Projects:..,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],2.0,2.0,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,104.0,286.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13160.0,3.0,,,,,,,,,,,,,,,,,,,,,
698,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,98.0,149.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,25.0,25.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,5877.0,5877.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,272.0,64.0,51.0,23.0,75.0,1514.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,38.0,38.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,378.0,378.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
700,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,367.0,59.0,47.0,46.0,71.0,1482.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,,['tensorflow'],42.0,36.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,379.0,379.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
701,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,221.0,62.0,48.0,40.0,90.0,1287.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],38.0,38.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,525.0,525.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
702,UForm,unum-cloud/uform,nlp,,https://github.com/unum-cloud/uform,https://github.com/unum-cloud/uform,Apache-2.0,2023-02-21 10:04:40.000,2025-01-03 23:13:37.000000,2025-01-03 23:11:28,298.0,,66.0,15.0,65.0,13.0,22.0,1131.0,"Pocket-Sized Multimodal AI for content understanding and generation across multilingual texts, images, and video, up..",19.0,21,True,2025-01-03 23:13:37.000,3.1.1,37.0,uform,,,,['pytorch'],36.0,34.0,https://pypi.org/project/uform,2025-01-03 23:13:37.000,2.0,1144.0,1166.0,,,,,,,,3.0,599.0,,,,,,,,,,,,,,,,,,,,
703,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,143.0,17.0,11.0,43.0,43.0,1128.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,21,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],203.0,198.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,6875.0,6875.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
704,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2023-10-20 17:48:54.000000,2023-10-20 17:48:54,207.0,,249.0,47.0,46.0,26.0,127.0,1082.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,28.0,21,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],32.0,32.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,511.0,511.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
705,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2024-10-17 08:47:41.000000,2024-10-17 08:43:32,431.0,,143.0,20.0,88.0,10.0,72.0,1006.0,An intuitive library to extract features from time series.,20.0,21,True,2024-09-12 10:50:23.000,0.1.9,13.0,tsfel,,,,,212.0,205.0,https://pypi.org/project/tsfel,2024-09-12 10:43:35.000,7.0,6631.0,6631.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
706,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,182.0,50.0,12.0,16.0,42.0,1003.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],91.0,87.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,194.0,194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,robustness,MadryLab/robustness,adversarial,,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000,2025-04-22 14:57:33.362000,2022-02-14 20:43:06,145.0,,181.0,18.0,42.0,28.0,60.0,934.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,21,False,2020-12-01 06:11:12.000,1.2.1.post2,10.0,robustness,conda-forge/robustness,,,,207.0,204.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000,3.0,996.0,1196.0,https://anaconda.org/conda-forge/robustness,2025-04-22 14:57:33.362,11409.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
708,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2024-10-12 16:41:54.000000,2024-10-12 16:34:55,60.0,,75.0,6.0,5.0,2.0,25.0,863.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,True,2024-10-12 16:41:54.000,0.1.9,8.0,iterative-stratification,,,,['sklearn'],599.0,584.0,https://pypi.org/project/iterative-stratification,2024-10-12 16:41:54.000,15.0,46547.0,46547.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
709,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,165.0,37.0,46.0,43.0,49.0,854.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,120.0,111.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,722.0,722.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
710,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2025-04-22 14:57:08.147000,2023-06-05 01:35:02,228.0,,129.0,17.0,25.0,29.0,41.0,853.0,python partial dependence plot toolbox.,7.0,21,False,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,11555.0,12028.0,https://anaconda.org/conda-forge/pdpbox,2025-04-22 14:57:08.147,23687.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
