,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,new_addition,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,brew_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
598,NGT,yahoojapan/NGT,,nn-search,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000000,2020-11-17 22:33:08.000000,2020-11-17 22:32:45.000000,67.0,7.0,66.0,607,113.0,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,10.0,19,True,2020-08-19 04:31:59.000000,1.12.2,45.0,ngt,,,,,3.0,,https://pypi.org/project/ngt,2020-09-23 06:52:45.000000,3.0,3286.0,3286.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
599,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-01-07 17:29:19.000000,2021-01-07 17:29:17.000000,56.0,23.0,61.0,564,569.0,Time series forecasting with PyTorch.,11.0,19,True,2021-01-03 14:40:32.000000,0.8.0,21.0,pytorch-forecasting,,,,,,,https://pypi.org/project/pytorch-forecasting,2021-01-03 14:40:32.000000,,2975.0,2975.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
600,PFRL,pfnet/pfrl,,reinforcement-learning,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000000,2021-01-07 14:05:57.000000,2021-01-06 00:43:43.000000,58.0,22.0,21.0,478,319.0,PFRL: a PyTorch-based deep reinforcement learning library.,10.0,19,True,2020-12-17 04:57:58.000000,0.2.1,4.0,pfrl,,,,,4.0,4.0,https://pypi.org/project/pfrl,2020-12-17 05:00:25.000000,,522.0,522.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
601,N2,kakao/n2,,nn-search,https://github.com/kakao/n2,https://github.com/kakao/n2,Apache-2.0,2017-11-23 02:27:59.000000,2020-10-21 05:15:27.000000,2020-10-21 05:14:11.000000,51.0,17.0,21.0,445,242.0,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets.,17.0,19,True,2020-10-16 03:43:47.000000,0.1.7,8.0,n2,,,,,14.0,12.0,https://pypi.org/project/n2,2020-10-16 02:48:11.000000,2.0,348.0,348.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
602,HpBandSter,automl/HpBandSter,,hyperopt,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000000,2020-09-06 09:54:54.000000,2019-03-26 09:26:28.000000,90.0,53.0,34.0,436,187.0,a distributed Hyperband implementation on Steroids.,11.0,19,False,2019-07-30 12:47:43.000000,1.0,6.0,hpbandster,,,,,120.0,104.0,https://pypi.org/project/hpbandster,2018-10-24 09:31:01.000000,16.0,5237.0,5237.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
603,Poutyne,GRAAL-Research/poutyne,,pytorch-utils,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000000,2021-01-08 00:00:43.000000,2020-12-24 16:52:02.000000,47.0,12.0,33.0,421,495.0,A simplified framework and utilities for PyTorch.,15.0,19,False,2020-12-24 17:01:16.000000,1.2,18.0,poutyne,,,,['pytorch'],52.0,50.0,https://pypi.org/project/poutyne,2020-12-24 17:02:00.000000,2.0,862.0,862.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
604,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2018-12-31 01:47:18.000000,2021-01-06 23:05:47.000000,2021-01-06 18:44:45.000000,124.0,29.0,69.0,414,99.0,Feature engineering package with sklearn like functionality.,19.0,19,True,2020-12-31 13:08:09.000000,1.0.0,23.0,feature_engine,conda-forge/feature_engine,,,,2.0,,https://pypi.org/project/feature_engine,2020-12-31 13:08:09.000000,2.0,13252.0,13470.0,https://anaconda.org/conda-forge/feature_engine,2020-12-31 14:05:59.365000,1093.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
605,pivottablejs,nicolaskruchten/jupyter_pivottablejs,,data-viz,https://github.com/nicolaskruchten/jupyter_pivottablejs,https://github.com/nicolaskruchten/jupyter_pivottablejs,MIT,2015-09-09 13:39:18.000000,2018-12-04 14:43:26.000000,2018-12-04 14:43:25.000000,54.0,16.0,37.0,409,32.0,"Dragndrop Pivot Tables and Charts for Jupyter/IPython Notebook, care of PivotTable.js.",3.0,19,False,2018-01-15 18:14:37.000000,0.9.0,10.0,pivottablejs,,,,['jupyter'],152.0,138.0,https://pypi.org/project/pivottablejs,2018-01-15 18:14:37.000000,14.0,7410.0,7410.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
606,seglearn,dmbee/seglearn,,time-series-data,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000000,2020-11-08 14:51:01.000000,2020-11-08 14:45:42.000000,46.0,6.0,18.0,409,264.0,Python module for machine learning time series:.,13.0,19,True,2020-04-02 15:26:06.000000,1.2.1,20.0,seglearn,,,,,7.0,6.0,https://pypi.org/project/seglearn,2020-04-02 15:26:06.000000,1.0,1747.0,1747.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
607,MXBoard,awslabs/mxboard,,ml-experiments,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000000,2020-01-24 23:21:56.000000,2020-01-24 23:21:55.000000,46.0,16.0,15.0,331,42.0,Logging MXNet data for visualization in TensorBoard.,9.0,19,True,2018-05-22 20:25:51.000000,0.1.0,12.0,mxboard,,,,['mxnet'],92.0,91.0,https://pypi.org/project/mxboard,2018-05-22 20:25:51.000000,1.0,2710.0,2710.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
608,AutoViz,AutoViML/AutoViz,,data-viz,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000000,2020-12-21 03:22:01.000000,2020-12-21 03:21:52.000000,54.0,3.0,16.0,277,97.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",10.0,19,True,2020-12-10 02:33:19.000000,0.0.81,26.0,autoviz,,,,,26.0,26.0,https://pypi.org/project/autoviz,2020-12-10 02:33:19.000000,,1070.0,1070.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
609,PyKEEN,pykeen/pykeen,,graph,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000000,2020-12-23 14:14:49.000000,2020-12-22 16:20:55.000000,43.0,34.0,57.0,273,2255.0,A Python library for learning and evaluating knowledge graph embeddings.,17.0,19,True,2020-10-21 11:59:14.000000,1.0.5,31.0,pykeen,,,,,1.0,,https://pypi.org/project/pykeen,2020-08-25 14:33:23.000000,1.0,283.0,290.0,,,,,,,,3.0,49.0,,,,,,,,,,,,,,,,,,,
610,textpipe,textpipe/textpipe,,nlp,https://github.com/textpipe/textpipe,https://github.com/textpipe/textpipe,MIT,2018-06-21 16:23:32.000000,2021-01-04 07:55:07.000000,2020-10-12 08:19:03.000000,17.0,20.0,24.0,259,366.0,Textpipe: clean and extract metadata from text.,27.0,19,True,2020-10-12 08:24:19.000000,0.12.1,38.0,textpipe,,,,,8.0,7.0,https://pypi.org/project/textpipe,2020-10-12 08:24:19.000000,1.0,406.0,406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
611,pyfasttext,vrasneur/pyfasttext,,nlp,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12.000000,31.0,19.0,28.0,229,153.0,Yet another Python binding for fastText.,4.0,19,False,2018-12-08 15:02:54.000000,0.4.6,13.0,pyfasttext,,,,,132.0,127.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000000,5.0,2361.0,2368.0,,,,,,,,3.0,317.0,,,,,,,,,,,,,,,,,,,
612,recmetrics,statisticianinstilettos/recmetrics,,recommender-systems,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000000,2020-12-03 21:21:02.000000,2020-12-03 21:21:00.000000,52.0,7.0,7.0,222,233.0,A library of metrics for evaluating recommender systems.,12.0,19,True,2019-02-10 16:12:38.000000,0.0.9,11.0,recmetrics,,,,,16.0,16.0,https://pypi.org/project/recmetrics,2019-02-10 16:12:38.000000,,794.0,794.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
613,fletcher,xhochy/fletcher,,data-containers,https://github.com/xhochy/fletcher,https://github.com/xhochy/fletcher,MIT,2018-03-04 16:44:22.000000,2020-12-29 14:05:18.481000,2020-12-29 11:55:14.000000,32.0,33.0,39.0,206,509.0,Pandas ExtensionDType/Array backed by Apache Arrow.,23.0,19,True,2020-12-29 11:55:52.000000,0.7.1,14.0,fletcher,conda-forge/fletcher,,,['pandas'],2.0,2.0,https://pypi.org/project/fletcher,2020-12-07 20:33:59.000000,0.0,409.0,1014.0,https://anaconda.org/conda-forge/fletcher,2020-12-29 14:05:18.481000,18141.0,,,,,3.0,12.0,,,,,,,,,,,,,,,,,,,
614,Glow,projectglow/glow,,medical-data,https://github.com/projectglow/glow,https://github.com/projectglow/glow,Apache-2.0,2019-10-04 21:26:47.000000,2021-01-07 23:29:27.000000,2021-01-06 16:00:04.000000,41.0,22.0,41.0,151,296.0,An open-source toolkit for large-scale genomic analysis.,11.0,19,True,2020-09-10 18:38:52.000000,0.6.0,9.0,glow.py,,,,,,,https://pypi.org/project/glow.py,2020-09-10 01:15:03.000000,,1361.0,1361.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
615,Crypto Signals,CryptoSignal/crypto-signal,,financial-data,https://github.com/CryptoSignal/Crypto-Signal,https://github.com/CryptoSignal/Crypto-Signal,MIT,2017-09-16 23:49:24.000000,2020-12-29 14:48:31.000000,2020-09-03 12:26:48.000000,637.0,43.0,187.0,2394,563.0,"Github.com/CryptoSignal - #1 Quant Trading & Technical Analysis Bot - 2,100 + stars, 580 + forks.",25.0,18,True,,,,,,shadowreaver/crypto-signal,,,,,,,,,1019.0,,,,https://hub.docker.com/r/shadowreaver/crypto-signal,2020-09-03 13:00:35.801133,8.0,40794.0,3.0,,,,,,,,,,,,,,,,,,,,
616,Spotlight,maciejkula/spotlight,,recommender-systems,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000000,2020-11-15 08:21:28.000000,2020-02-09 21:03:48.000000,366.0,64.0,48.0,2381,299.0,Deep recommender models using PyTorch.,11.0,18,True,2019-09-08 10:19:53.000000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,137.0,https://anaconda.org/maciejkula/spotlight,2018-05-27 18:32:12.235000,5892.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
617,NeuroNER,Franck-Dernoncourt/NeuroNER,,nlp,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000000,2020-11-13 18:07:48.000000,2019-10-02 23:26:11.000000,440.0,78.0,67.0,1521,132.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000000,1.0.8,7.0,pyneuroner,,,,,8.0,8.0,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000000,,87.0,87.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
618,Higher,facebookresearch/higher,,pytorch-utils,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000000,2020-11-23 06:15:24.000000,2020-10-28 16:53:07.000000,73.0,23.0,46.0,1023,28.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,6.0,18,True,2020-07-14 12:20:32.000000,0.2.1,2.0,higher,,,,['pytorch'],27.0,27.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000000,,729.0,729.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
619,Bounter,RaRe-Technologies/bounter,,data-containers,https://github.com/RaRe-Technologies/bounter,https://github.com/RaRe-Technologies/bounter,MIT,2017-07-18 07:24:15.000000,2020-08-17 06:37:51.000000,2020-08-16 11:55:16.000000,48.0,11.0,9.0,891,152.0,Efficient Counter that uses a limited (bounded) amount of memory regardless of data size.,8.0,18,True,2019-01-17 09:39:52.000000,1.1.1,7.0,bounter,,,,,34.0,20.0,https://pypi.org/project/bounter,2020-08-17 06:37:51.000000,14.0,306.0,306.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
620,Fiber,uber/fiber,,distributed-ml,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000000,2020-10-06 14:39:41.000000,2020-10-06 14:39:12.000000,88.0,12.0,5.0,829,60.0,Distributed Computing for AI Made Simple.,5.0,18,True,2020-07-09 03:28:28.000000,0.2.1,6.0,fiber,,,,,18.0,17.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000000,1.0,1139.0,1139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
621,calamari,Calamari-OCR/calamari,,ocr,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000000,2021-01-07 14:00:07.000000,2020-12-21 08:28:04.000000,161.0,20.0,132.0,757,260.0,Line based ATR Engine based on OCRopy.,17.0,18,True,2020-03-29 13:38:21.000000,1.0.5,22.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000000,2.0,381.0,381.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
622,Norfair,tryolabs/norfair,,image,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000000,2020-12-22 05:04:27.000000,2020-12-22 05:04:25.000000,42.0,5.0,11.0,736,242.0,Lightweight Python library for adding real-time 2D object tracking to any detector.,7.0,18,True,2020-12-07 18:34:32.000000,0.1.8,9.0,norfair,,,,,,,https://pypi.org/project/norfair,2020-12-07 18:34:32.000000,,212.0,212.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
623,pytorch2keras,nerox8664/pytorch2keras,,model-serialisation,https://github.com/nerox8664/pytorch2keras,https://github.com/nerox8664/pytorch2keras,MIT,2017-11-16 20:21:43.000000,2020-05-14 10:03:56.000000,2020-05-14 10:03:04.000000,111.0,39.0,65.0,651,277.0,PyTorch to Keras model convertor.,11.0,18,True,2020-05-14 10:03:56.000000,0.2.4,23.0,pytorch2keras,,,,,18.0,17.0,https://pypi.org/project/pytorch2keras,2020-05-14 10:03:56.000000,1.0,469.0,469.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
624,Test Tube,williamFalcon/test-tube,,hyperopt,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000000,2020-04-11 20:36:36.000000,2020-03-17 22:44:47.000000,59.0,22.0,21.0,644,642.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,18,True,2019-12-01 00:47:35.000000,0.7.4,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000000,5.0,7394.0,7394.0,,,,,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,
625,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-01-08 00:33:57.000000,2021-01-07 18:54:29.000000,40.0,26.0,55.0,617,191.0,PyTorch extensions for high performance and large scale training.,18.0,18,True,2021-01-07 18:59:10.000000,0.1.4,8.0,fairscale,,,,['pytorch'],,,https://pypi.org/project/fairscale,2021-01-07 18:16:47.000000,,904.0,904.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
626,Torchbearer,pytorchbearer/torchbearer,,ml-frameworks,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000000,2020-02-17 21:18:06.000000,2020-02-17 21:18:01.000000,62.0,8.0,237.0,579,427.0,torchbearer: A model fitting library for PyTorch.,13.0,18,True,2020-01-31 14:07:22.000000,0.5.3,24.0,torchbearer,,,,['pytorch'],40.0,37.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000000,3.0,253.0,253.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
627,vecstack,vecxoz/vecstack,,others,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000000,2020-09-14 08:31:07.000000,2019-10-30 09:27:48.000000,66.0,,34.0,570,189.0,Python package for stacking (machine learning technique).,1.0,18,False,2019-08-12 16:09:01.000000,0.4.0,6.0,vecstack,,,,,98.0,94.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000000,4.0,791.0,791.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
628,baikal,alegonz/baikal,,others,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000000,2021-01-07 23:27:00.000000,2020-11-15 13:39:20.000000,28.0,4.0,11.0,569,393.0,A graph-based functional API for building complex scikit-learn pipelines.,1.0,18,True,2020-05-17 12:40:17.000000,0.4.2,7.0,baikal,conda-forge/cython-blis,,,,2.0,2.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000000,,40.0,17413.0,https://anaconda.org/conda-forge/cython-blis,2020-12-07 11:23:01.451000,382215.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
629,pyhsmm,mattjj/pyhsmm,,probabilistics,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000000,2020-09-29 20:58:26.000000,2020-08-24 17:03:59.000000,148.0,34.0,60.0,475,1426.0,Bayesian inference in HSMMs and HMMs.,13.0,18,True,2017-05-10 17:14:37.000000,0.1.7,8.0,pyhsmm,,,,,21.0,17.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000000,4.0,77.0,77.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
630,What-If Tool,PAIR-code/what-if-tool,,interpretability,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000000,2021-01-06 14:07:41.000000,2020-12-22 13:44:23.000000,88.0,36.0,33.0,410,289.0,Source code/webpage/demos for the What-If Tool.,18.0,18,True,2020-06-28 14:23:49.040000,1.7.0,36.0,witwidget,,,,,,,https://pypi.org/project/witwidget,2020-06-28 14:22:37.000000,,1871.0,3838.0,,,,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2020-11-03 16:28:21.255000,,1967.0,,,,,,,,,,,,
631,PugSQL,mcfunley/pugsql,,db-clients,https://github.com/mcfunley/pugsql,https://github.com/mcfunley/pugsql,Apache-2.0,2019-05-19 16:55:38.000000,2020-12-15 20:56:53.000000,2020-09-13 06:06:13.000000,13.0,13.0,19.0,407,254.0,A HugSQL-inspired database library for Python.,10.0,18,True,2020-09-03 22:44:19.000000,0.2.2,23.0,pugsql,,,,,1.0,,https://pypi.org/project/pugsql,2020-09-13 05:35:42.000000,1.0,1811.0,1811.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
632,PyWaffle,gyli/PyWaffle,,data-viz,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000000,2020-07-26 23:22:17.000000,2020-07-26 23:22:13.000000,60.0,2.0,10.0,375,249.0,Make Waffle Charts in Python.,6.0,18,True,2020-07-26 19:16:45.000000,0.6.1,22.0,pywaffle,,,,,38.0,38.0,https://pypi.org/project/pywaffle,2020-07-26 19:16:45.000000,,901.0,901.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
633,apricot,jmschrei/apricot,,others,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000000,2020-09-30 20:53:48.000000,2020-09-30 20:53:44.000000,29.0,4.0,10.0,299,151.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,2.0,18,True,2020-09-28 07:19:15.000000,0.6.0,13.0,apricot-select,,,,,11.0,11.0,https://pypi.org/project/apricot-select,2020-09-28 07:19:15.000000,,596.0,596.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
634,sk-dist,Ibotta/sk-dist,,distributed-ml,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000000,2021-01-07 17:01:27.000000,2021-01-07 17:01:23.000000,42.0,7.0,9.0,250,46.0,Distributed scikit-learn meta-estimators in PySpark.,6.0,18,True,2020-05-14 22:20:14.000000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",8.0,6.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000000,2.0,3743.0,3743.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
635,Brainiak,brainiak/brainiak,,medical-data,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000000,2020-10-15 21:11:03.379549,2020-10-15 16:28:46.000000,105.0,63.0,117.0,229,388.0,Brain Imaging Analysis Kit.,32.0,18,True,2019-08-27 23:52:29.000000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,12.0,11.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000000,1.0,90.0,97.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,452.0,3.0,,,,,,,,,,,,,,,,,,,,
636,Funsor,pyro-ppl/funsor,,probabilistics,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000000,2021-01-08 02:32:20.000000,2021-01-08 02:32:18.000000,15.0,55.0,54.0,157,461.0,Functional tensors for probabilistic programming.,9.0,18,True,2020-10-15 15:54:49.000000,0.3.0,5.0,funsor,,,,['pytorch'],7.0,7.0,https://pypi.org/project/funsor,2020-10-15 15:54:49.000000,,171.0,171.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
637,DeepMind Lab,deepmind/lab,,reinforcement-learning,https://github.com/deepmind/lab,https://github.com/deepmind/lab,GPL-2.0,2016-11-30 13:41:26.000000,2020-12-07 11:25:29.000000,2020-12-07 11:05:16.000000,1286.0,37.0,151.0,6370,470.0,A customisable 3D platform for agent-based AI research.,7.0,17,False,2020-12-07 11:26:33.000000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
638,LIT,PAIR-code/lit,,interpretability,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000000,2021-01-07 19:35:34.000000,2020-11-17 00:43:10.000000,223.0,25.0,27.0,2312,,The Language Interpretability Tool: Interactively analyze NLP models for model understanding in an extensible and..,10.0,17,True,2020-11-17 00:53:31.000000,0.2,4.0,lit-nlp,,,,,,,https://pypi.org/project/lit-nlp,2020-11-17 00:52:37.000000,,175.0,175.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
639,PaddleDetection,PaddlePaddle/PaddleDetection,,image,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000000,2021-01-07 16:19:05.000000,2021-01-07 05:36:53.000000,596.0,275.0,821.0,2179,656.0,Object detection and instance segmentation toolkit based on PaddlePaddle.,43.0,17,True,2019-11-27 05:15:38.000000,0.1.0,1.0,,,,,['paddle'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
640,Mara Pipelines,mara/mara-pipelines,,data-pipelines,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000000,2020-12-31 02:02:28.000000,2020-07-31 19:24:31.000000,76.0,6.0,11.0,1601,127.0,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",15.0,17,True,2020-07-31 19:31:29.000000,3.1.1,7.0,mara-pipelines,,,,,7.0,7.0,https://pypi.org/project/mara-pipelines,2020-07-31 19:26:16.000000,,24.0,24.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
641,BlazingSQL,BlazingDB/blazingsql,,gpu-utilities,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000000,2021-01-08 01:49:25.000000,2021-01-08 01:49:24.000000,132.0,241.0,319.0,1377,,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",39.0,17,True,2020-12-14 17:43:48.000000,0.17.0,15.0,,blazingsql/blazingsql-protocol,,,,,,,,,,57.0,https://anaconda.org/blazingsql/blazingsql-protocol,2019-11-11 19:54:17.621000,913.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
642,Advisor,tobegit3hub/advisor,,hyperopt,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31.000000,240.0,19.0,13.0,1328,165.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000000,,35.0,73.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1535.0,3.0,,,,,,,,,,,,,,,,,,,,
643,Antialiased CNNs,adobe/antialiased-cnns,,pytorch-utils,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000000,2020-10-23 22:45:52.000000,2020-10-22 19:40:07.000000,169.0,9.0,28.0,1326,238.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,17,False,2020-10-23 22:45:52.000000,0.3,6.0,antialiased-cnns,,,,['pytorch'],,,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000000,,303.0,303.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
644,River,online-ml/river,,others,https://github.com/online-ml/river,https://github.com/online-ml/river,BSD-3-Clause,2019-01-24 15:18:26.000000,2021-01-06 13:56:53.000000,2021-01-06 13:53:36.000000,155.0,41.0,239.0,1257,2943.0,Online machine learning in Python.,57.0,17,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
