,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
697,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-05-17 03:31:02.000000,2021-05-28 01:21:58,393.0,,127,34.0,319.0,77.0,125.0,297,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,19.0,18.0,https://pypi.org/project/brainiak,153.0,162.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,837.0,3.0,,2020-10-15 20:45:08.000,1.0,,,,,,,,,,,,,,,,,,,
698,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,50,25.0,41.0,8.0,10.0,285,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",17.0,15.0,https://pypi.org/project/sk-dist,245451.0,245451.0,,,,,,,,3.0,,2020-05-14 22:20:14.000,2.0,,,,,,,,,,,,,,,,,,,
699,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/hex-inc/vegafusion,https://github.com/hex-inc/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2023-05-18 14:43:50.000000,2023-05-13 22:47:38,543.0,61.0,10,19.0,226.0,25.0,55.0,231,Serverside scaling for Vega and Altair visualizations.,3.0,21,False,2023-05-08 21:27:38.000,1.2.4,46.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,8.0,6.0,https://pypi.org/project/vegafusion-jupyter,956.0,5449.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2023-05-09 11:31:03.167,51180.0,,,,,3.0,2863.0,2023-01-30 21:11:00.495,1.0,,,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2023-05-13 22:56:56.346,1.0,660.0,,,,hex-inc/vegafusion,,,,,,,,
700,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-10-29 15:10:50.926000,2022-04-14 09:41:50,86.0,,33,13.0,9.0,3.0,12.0,220,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,753.0,711.0,https://pypi.org/project/py3nvml,124590.0,125733.0,https://anaconda.org/conda-forge/py3nvml,2022-10-29 15:10:50.926,45742.0,,,,,3.0,,2021-11-22 14:30:25.000,42.0,,,,,,,,,,,,,,,,,,,
701,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-05-02 04:19:32.000000,2023-04-20 08:01:16,1433.0,26.0,39,14.0,121.0,15.0,62.0,190,Python Implementation and Extension of RDF2Vec.,6.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,32.0,30.0,https://pypi.org/project/pyrdf2vec,318.0,318.0,,,,,,,,3.0,,2021-06-09 10:56:14.000,2.0,,,,,,,,,,,,,,,,,,,
702,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,148,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,2016.0,1864.0,https://pypi.org/project/stop-words,91167.0,91167.0,,,,,,,,3.0,,2018-07-23 20:55:55.000,152.0,,,,,,,,,,,,,,,,,,,
703,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,794,172.0,1588.0,61.0,74.0,6359,A natural language modeling framework based on PyTorch.,234.0,20,False,2020-06-08 23:30:58.000,0.3.3,9.0,pytext-nlp,,,,['pytorch'],,,https://pypi.org/project/pytext-nlp,89.0,95.0,,,,,,,,3.0,325.0,,,,,,,,,,,,,,,,,,,,,
704,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-05-11 05:02:22.000000,2023-04-24 20:19:33,186.0,2.0,1125,96.0,45.0,342.0,273.0,5655,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,30.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],10.0,10.0,https://pypi.org/project/pyslowfast,16.0,16.0,,,,,,,,3.0,,2020-01-15 23:51:07.000,,,,,,,,,,,,,,,,,,,,
705,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,475,85.0,179.0,108.0,161.0,3414,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,26.0,53.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1306.0,3.0,,2021-08-02 17:37:42.000,,,,,,,,,,,,,,,,,,,,
706,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,454,168.0,120.0,22.0,112.0,2903,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,20,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,115.0,115.0,,,,,,,,3.0,,2020-04-12 11:34:38.000,,,,,,,,,,,,,,,,,,,,
707,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,76.0,1.0,18.0,7.0,2896,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],176.0,168.0,https://pypi.org/project/adabound,1287.0,1287.0,,,,,,,,3.0,,2019-02-26 04:23:45.000,8.0,,,,,,,,,,,,,,,,,,,
708,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398,101.0,54.0,64.0,48.0,2859,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,706.0,706.0,,,,,,,,3.0,,2017-02-13 14:54:48.000,4.0,,,,,,,,,,,rhsimplex/image-match,,,,,,,,
709,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2023-05-17 03:55:53.000000,2021-05-06 12:10:38,127.0,,140,50.0,37.0,2.0,30.0,2844,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,46.0,46.0,https://pypi.org/project/opyrator,74.0,140.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,1062.0,,,,,3.0,,2021-05-04 18:48:03.000,,,,,,,,,,,,,,,,,,,,
710,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,440,130.0,225.0,87.0,183.0,2246,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,36.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,112.0,112.0,,,,,,,,3.0,,2019-10-10 14:17:10.000,2.0,,,,,,,,,,,,,,,,,,,
711,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,255,53.0,33.0,13.0,104.0,1901,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,1742.0,1742.0,,,,,,,,3.0,,2021-11-06 23:09:00.000,,,,,,,,,,,,,,,,,,,,
712,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,124,21.0,25.0,17.0,28.0,1705,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,False,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],24.0,23.0,https://pypi.org/project/ecco,486.0,680.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,3281.0,,,,,3.0,45.0,2022-01-09 21:14:50.000,1.0,,,,,,,,,,,,,,,,,,,
713,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-utils,,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,,2012-01-11 13:53:52.000,2022-10-31 03:14:01.876000,2022-01-30 01:22:30,743.0,,179,39.0,110.0,48.0,42.0,1654,"Large-scale linear classification, regression and ranking in Python.",17.0,20,False,2022-01-30 01:10:13.000,0.6.2.post0,4.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],125.0,125.0,https://pypi.org/project/sklearn-contrib-lightning,1884.0,4248.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2022-10-31 03:14:01.876,192818.0,,,,,3.0,316.0,,,,,,,,,,,,,,,,,,,,,
714,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-05-13 08:12:35.000000,2023-05-13 08:12:05,905.0,1.0,203,53.0,51.0,65.0,148.0,1478,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,20,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,419.0,452.0,,,,,,,,3.0,2608.0,,,,,,,,,,,,,,,,,,,,,
715,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-04-14 14:53:34.000000,2023-04-14 14:53:34,352.0,7.0,114,17.0,50.0,7.0,28.0,1356,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,11.0,20,True,2023-02-23 16:10:05.727,0.1.1,11.0,pythae,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pythae,472.0,472.0,,,,,,,,3.0,,2022-10-19 12:00:33.174,,,,,,,,,,,,,,,,,,,,
716,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-01-03 12:07:57.000000,2022-11-22 10:31:22,441.0,,202,55.0,79.0,56.0,204.0,972,Line based ATR Engine based on OCRopy.,20.0,20,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,1306.0,1306.0,,,,,,,,3.0,,2018-11-13 11:24:45.000,2.0,,,,,,,,,,,,,,,,,,,
717,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,247,46.0,45.0,25.0,127.0,948,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,20,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],25.0,25.0,https://pypi.org/project/aocr,134.0,134.0,,,,,,,,3.0,,2019-04-19 05:28:27.000,,,,,,,,,,,,,,,,,,,,
718,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,138,16.0,11.0,40.0,43.0,948,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],90.0,85.0,https://pypi.org/project/performer-pytorch,13908.0,13908.0,,,,,,,,3.0,,2022-02-02 20:34:04.000,5.0,,,,,,,,,,,,,,,,,,,
719,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-05-18 00:02:31.000000,2023-05-14 13:17:49,425.0,20.0,103,17.0,97.0,13.0,91.0,908,A standard framework for modelling Deep Learning Models for tabular data.,15.0,20,True,2023-01-20 12:52:22.000,1.0.1,10.0,pytorch_tabular,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_tabular,1662.0,1662.0,,,,,,,,3.0,4.0,2023-01-20 12:10:00.661,2.0,,,,,,,,,,,,,,,,,,,
720,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-05-01 22:20:41.000000,2023-05-01 22:20:40,447.0,7.0,68,26.0,156.0,40.0,60.0,744,,25.0,20,False,2022-02-01 00:17:20.000,1.6.0,7.0,objax,,,,['jax'],36.0,36.0,https://pypi.org/project/objax,644.0,644.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
721,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-05-17 21:47:26.000000,2023-05-17 21:38:42,916.0,73.0,116,30.0,786.0,34.0,50.0,725,Machine learning framework for both deep learning and traditional algorithms.,33.0,20,True,2022-09-07 14:55:47.749,2.0.92,8.0,neoml,,,,,,,https://pypi.org/project/neoml,27.0,27.0,,,,,,,,3.0,,2022-09-07 14:55:47.749,,,,,,,,,,,,,,,,,,,,
722,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,98,25.0,48.0,19.0,35.0,710,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,22.0,20.0,https://pypi.org/project/matrixprofile-ts,735.0,735.0,,,,,,,,3.0,,2019-08-08 01:24:38.000,2.0,,,,,,,,,,,,,,,,,,,
723,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-05-17 22:31:59.000000,2023-05-12 20:21:04,1496.0,6.0,75,36.0,628.0,23.0,117.0,679,Scikit-learn style model finetuning for NLP.,21.0,20,True,2019-01-18 20:10:51.000,0.5.14,14.0,finetune,,,,"['tensorflow', 'sklearn']",9.0,9.0,https://pypi.org/project/finetune,82.0,82.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
724,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189.0,,79,21.0,12.0,,38.0,673,Python package for stacking (machine learning technique).,,20,False,2019-08-12 16:09:01.000,0.4.0,5.0,vecstack,conda-forge/vecstack,,,,300.0,300.0,https://pypi.org/project/vecstack,7223.0,7283.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1450.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
725,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,51,30.0,12.0,11.0,15.0,625,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,52.0,,https://pypi.org/project/tensorboard_logger,14152.0,14152.0,,,,,,,,3.0,,2018-02-08 07:28:51.000,52.0,,,,,,,,,,,,,,,,,,,
726,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-12-10 18:58:38.000000,2022-02-09 16:35:40,142.0,,101,23.0,24.0,42.0,61.0,590,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,12.0,detecto,conda-forge/detecto,,,['pytorch'],133.0,133.0,https://pypi.org/project/detecto,3150.0,3261.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,2556.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
727,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-05-17 01:16:27.000000,2023-05-17 01:16:05,274.0,13.0,99,18.0,19.0,,80.0,579,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,20,True,2023-05-17 01:18:01.881,0.0.71,34.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,3049.0,3049.0,,,,,,,,3.0,,2022-08-16 12:44:30.642,,,,,,,,,,,,,,,,,,,,
728,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-03-25 01:07:25.000000,2021-09-16 17:56:31,171.0,,143,35.0,78.0,14.0,55.0,573,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],20.0,17.0,https://pypi.org/project/tcav,393.0,393.0,,,,,,,,3.0,,2021-02-23 16:17:42.000,3.0,,,,,,,,,,,,,,,,,,,
729,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:04:02.113000,2022-08-27 09:00:35,283.0,,64,30.0,31.0,6.0,24.0,551,Python module for machine learning time series:.,14.0,20,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,41.0,39.0,https://pypi.org/project/seglearn,1928.0,1928.0,,,,,,,,3.0,,2022-08-27 09:04:02.113,2.0,,,,,,,,,,,,,,,,,,,
730,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-08 03:46:06.000000,2022-06-08 03:46:02,305.0,,101,9.0,14.0,5.0,16.0,545,Make Waffle Charts in Python.,6.0,20,True,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,235.0,232.0,https://pypi.org/project/pywaffle,3570.0,3747.0,https://anaconda.org/conda-forge/pywaffle,2022-06-05 04:31:54.543,9428.0,,,,,3.0,,2022-06-08 03:10:36.000,3.0,,,,,,,,,,,,,,,,,,,
731,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-05-06 13:22:45.000000,2023-04-29 18:43:46,761.0,8.0,62,18.0,110.0,8.0,45.0,545,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-04-29 18:57:02.000,1.16,35.0,poutyne,,,,['pytorch'],116.0,111.0,https://pypi.org/project/poutyne,4262.0,4262.0,,,,,,,,3.0,,2022-12-02 22:44:33.020,5.0,,,,,,,,,,,,,,,,,,,
732,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,162,56.0,20.0,39.0,60.0,530,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,129.0,129.0,,,,,,,,3.0,,2017-05-10 17:14:37.000,5.0,,,,,,,,,,,,,,,,,,,
733,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-03-17 20:11:57.000000,2023-03-17 20:11:57,287.0,23.0,94,15.0,34.0,8.0,14.0,503,A library of metrics for evaluating recommender systems.,19.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,40.0,40.0,https://pypi.org/project/recmetrics,2594.0,2594.0,,,,,,,,3.0,1.0,2022-04-26 17:57:01.000,,,,,,,,,,,,,,,,,,,,
734,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,2.0,54,8.0,202.0,27.0,95.0,422,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,20,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],161.0,156.0,https://pypi.org/project/happytransformer,4800.0,4800.0,,,,,,,,3.0,,2022-02-06 06:54:52.000,5.0,,,,,,,,,,,,,,,,,,,
735,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-03-05 16:57:13.000000,2023-03-05 00:16:57,419.0,2.0,94,34.0,276.0,65.0,170.0,421,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",18.0,20,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,70.0,69.0,https://pypi.org/project/tick,1034.0,1037.0,,,,,,,,3.0,251.0,2020-05-24 22:01:17.000,1.0,,,,,,,,,,,,,,,,,,,
736,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-02-10 06:20:14.000000,2021-02-15 17:10:59,283.0,,67,25.0,48.0,14.0,19.0,382,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],44.0,,https://pypi.org/project/skrebate,3660.0,4122.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,29587.0,,,,,3.0,,2021-03-20 17:11:52.000,44.0,,,,,,,,,,,,,,,,,,,
737,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2023-01-15 21:18:52.000,2023-03-07 19:42:00.442000,2023-01-13 21:57:34,832.0,,41,,,,,357,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",19.0,20,True,2023-03-23 17:16:00.413,0.12.0,48.0,sklearn-evaluation,,,,['sklearn'],5.0,,https://pypi.org/project/sklearn-evaluation,123728.0,123728.0,,,,,,,,3.0,,2023-03-07 19:42:00.442,5.0,,,,,,,,,,,,,,,,,,,
738,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2023-04-07 01:12:52.000000,2022-07-07 13:45:02,146.0,,43,16.0,2.0,7.0,3.0,346,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,482.0,480.0,https://pypi.org/project/suod,19373.0,19373.0,,,,,,,,3.0,,2021-10-01 18:05:35.000,2.0,,,,,,,,,,,,,,,,,,,
739,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,21,9.0,9.0,1.0,9.0,339,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,True,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],344.0,338.0,https://pypi.org/project/julius,134206.0,134206.0,,,,,,,,3.0,,2022-09-20 06:43:57.063,6.0,,,,,,,,,,,,,,,,,,,
740,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,47,10.0,37.0,28.0,37.0,337,Data imputations library to preprocess datasets with missing data.,11.0,20,False,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,181.0,177.0,https://pypi.org/project/impyute,6971.0,6971.0,,,,,,,,3.0,,2019-04-29 02:31:32.000,4.0,,,,,,,,,,,,,,,,,,,
