,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
664,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-01-07 13:17:28.000000,2022-08-31 13:13:15,103.0,,69,36.0,13.0,15.0,26.0,1090,A Graph Neural Network Library in Jax.,17.0,21,True,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],51.0,49.0,https://pypi.org/project/jraph,2022-06-06 13:33:22.000,2.0,1355.0,1446.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,1369.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
665,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2022-08-24 16:16:11.000000,2018-01-09 07:46:55,69.0,,209,66.0,28.0,31.0,12.0,1072,Anomaly Detection and Correlation library.,8.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,84.0,69.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,15.0,27975.0,27975.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
666,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-08-09 20:28:48.000000,2022-02-11 18:01:55,1106.0,,173,55.0,149.0,69.0,97.0,1049,Python Library for Model Interpretation/Explanations.,36.0,21,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,13431.0,14257.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,55390.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
667,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,198,29.0,61.0,47.0,60.0,1016,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,109.0,101.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,8.0,435.0,439.0,,,,,,,,3.0,461.0,,,,,,,,,,,,,,,,,,,,
668,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2022-06-13 13:53:07.000000,2019-05-06 07:06:50,159.0,,165,55.0,14.0,30.0,19.0,978,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,165.0,153.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,12.0,1419.0,1540.0,https://anaconda.org/conda-forge/geoplotlib,2021-05-31 16:11:51.234,2432.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
669,tf-explain,sicara/tf-explain,interpretability,,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000,2022-06-30 08:14:18.000000,2022-06-30 08:14:18,208.0,,107,50.0,98.0,41.0,51.0,963,Interpretability Methods for tf.keras models with Tensorflow 2.x.,18.0,21,True,2021-11-18 20:57:29.000,0.3.1,8.0,tf-explain,,,,['tensorflow'],157.0,150.0,https://pypi.org/project/tf-explain,2021-11-18 20:57:29.000,7.0,1661.0,1661.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
670,attention-ocr,emedvedev/attention-ocr,ocr,,https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19.000,2021-10-29 14:44:11.000000,2021-10-29 14:44:08,205.0,,247,46.0,45.0,25.0,127.0,933,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,27.0,21,False,2020-10-12 06:56:40.000,0.7.6,21.0,aocr,,,,['tensorflow'],21.0,21.0,https://pypi.org/project/aocr,2019-04-19 05:28:27.000,,186.0,186.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
671,nude.py,hhatto/nude.py,image,,https://github.com/hhatto/nude.py,https://github.com/hhatto/nude.py,MIT,2013-06-09 06:55:55.000,2020-11-23 13:49:32.000000,2020-11-23 13:49:02,79.0,,131,35.0,16.0,7.0,3.0,884,Nudity detection with Python.,12.0,21,False,2020-11-23 13:49:17.000,0.5.1,10.0,nudepy,,,,,3151.0,3141.0,https://pypi.org/project/nudepy,2020-11-23 13:49:17.000,10.0,6869.0,6869.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
672,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-01-19 12:53:38.000000,2023-01-19 12:53:15,386.0,85.0,94,11.0,57.0,20.0,73.0,810,A standard framework for modelling Deep Learning Models for tabular data.,15.0,21,True,2023-01-19 04:19:00.711,1.0.0,9.0,pytorch_tabular,,,,['pytorch'],1.0,,https://pypi.org/project/pytorch_tabular,2021-09-01 11:51:30.000,1.0,1624.0,1624.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
673,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2022-10-09 13:39:00.000000,2022-10-09 13:38:49,282.0,,78,19.0,66.0,12.0,41.0,788,Audio processing by using pytorch 1D convolution network.,13.0,21,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,79.0,78.0,https://pypi.org/project/nnAudio,2021-12-24 09:38:22.000,1.0,1911.0,1911.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
674,What-If Tool,PAIR-code/what-if-tool,interpretability,,https://github.com/PAIR-code/what-if-tool,https://github.com/PAIR-code/what-if-tool,Apache-2.0,2018-09-07 20:26:10.000,2022-12-10 12:18:17.000000,2022-01-05 20:19:46,328.0,,143,28.0,104.0,63.0,56.0,774,Source code/webpage/demos for the What-If Tool.,20.0,21,True,2021-10-12 17:42:50.869,1.8.1,40.0,witwidget,conda-forge/tensorboard-plugin-wit,,,,3.0,,https://pypi.org/project/witwidget,2021-10-12 17:42:30.000,3.0,8620.0,59366.0,https://anaconda.org/conda-forge/tensorboard-plugin-wit,2022-01-06 08:51:02.032,1544391.0,,,,,3.0,,,,wit-widget,https://www.npmjs.com/package/wit-widget,2021-10-12 17:42:50.869,,927.0,,,,,,,,,,,,,
675,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2022-11-21 21:49:41.000000,2019-11-15 21:43:53,221.0,,158,77.0,97.0,51.0,43.0,757,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,21,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,2018-05-16 14:20:28.000,1.0,35591.0,35591.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
676,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2023-01-13 14:43:43.000000,2022-08-30 21:25:19,439.0,,69,27.0,153.0,47.0,60.0,734,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,24.0,21,True,2022-02-01 00:17:20.000,1.6.0,9.0,objax,,,,['jax'],34.0,31.0,https://pypi.org/project/objax,2022-01-31 23:28:27.000,3.0,740.0,740.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
677,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-01-18 15:14:38.000000,2023-01-17 17:16:51,831.0,39.0,112,30.0,724.0,29.0,49.0,706,Machine learning framework for both deep learning and traditional algorithms.,33.0,21,True,2022-09-07 14:55:47.749,2.0.92,8.0,neoml,,,,,,,https://pypi.org/project/neoml,2022-05-31 17:55:38.000,,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
678,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,151,38.0,46.0,38.0,49.0,701,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,69.0,65.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,4.0,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
679,vecstack,vecxoz/vecstack,others,,https://github.com/vecxoz/vecstack,https://github.com/vecxoz/vecstack,MIT,2016-11-08 13:23:21.000,2021-05-23 07:15:46.567000,2019-10-30 09:27:48,189.0,,79,21.0,12.0,,38.0,671,Python package for stacking (machine learning technique).,1.0,21,False,2019-08-12 16:09:01.000,0.4.0,6.0,vecstack,conda-forge/vecstack,,,,273.0,266.0,https://pypi.org/project/vecstack,2019-08-12 16:01:22.000,7.0,6867.0,6924.0,https://anaconda.org/conda-forge/vecstack,2021-05-23 07:15:46.567,1150.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
680,Torchbearer,pytorchbearer/torchbearer,ml-frameworks,,https://github.com/pytorchbearer/torchbearer,https://github.com/pytorchbearer/torchbearer,MIT,2018-03-12 16:30:42.000,2021-03-26 19:56:57.000000,2021-03-26 19:56:57,430.0,,67,28.0,422.0,10.0,237.0,631,torchbearer: A model fitting library for PyTorch.,13.0,21,False,2020-01-31 14:07:22.000,0.5.3,24.0,torchbearer,,,,['pytorch'],72.0,68.0,https://pypi.org/project/torchbearer,2020-01-31 14:05:56.000,4.0,252.0,252.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
681,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,51,29.0,12.0,11.0,15.0,623,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,27104.0,27104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
682,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,2.0,100,29.0,1.0,11.0,3.0,608,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,True,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",521.0,517.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,4.0,32077.0,32077.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
683,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2022-11-17 10:18:14.000000,2022-03-16 14:38:31,280.0,,101,19.0,68.0,18.0,44.0,593,An intuitive library to extract features from time series.,14.0,21,True,2021-02-14 17:48:46.000,0.1.4,9.0,tsfel,,,,,50.0,50.0,https://pypi.org/project/tsfel,2021-02-14 17:40:32.000,,8088.0,8088.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
684,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-12-10 18:58:38.000000,2022-02-09 16:35:40,142.0,,101,23.0,24.0,40.0,61.0,577,Build fully-functioning computer vision models with PyTorch.,12.0,21,True,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],120.0,118.0,https://pypi.org/project/detecto,2022-02-02 00:12:06.000,2.0,2506.0,2614.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,2059.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
685,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2022-08-16 18:12:08.000000,2022-08-16 17:43:49,1877.0,,55,18.0,215.0,62.0,265.0,554,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,True,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,41.0,40.0,https://pypi.org/project/neuraxle,2022-04-15 21:08:21.000,1.0,265.0,265.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
686,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,62,30.0,31.0,6.0,23.0,536,Python module for machine learning time series:.,14.0,21,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,18.0,17.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,1.0,3755.0,3755.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
687,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2022-12-28 17:45:22.000000,2022-12-02 22:39:51,750.0,13.0,61,18.0,107.0,8.0,45.0,535,A simplified framework and utilities for PyTorch.,19.0,21,False,2022-12-02 22:43:43.000,1.14,33.0,poutyne,,,,['pytorch'],108.0,103.0,https://pypi.org/project/poutyne,2022-04-28 20:18:33.000,5.0,3513.0,3513.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
688,tick,X-DataInitiative/tick,time-series-data,,https://github.com/X-DataInitiative/tick,https://github.com/X-DataInitiative/tick,BSD-3-Clause,2016-12-01 10:59:08.000,2023-01-18 10:29:35.000000,2023-01-18 10:29:35,416.0,3.0,87,34.0,274.0,63.0,170.0,412,"Module for statistical learning, with a particular emphasis on time-dependent modelling.",17.0,21,True,2019-09-11 11:25:15.000,0.6,23.0,tick,,,,,68.0,67.0,https://pypi.org/project/tick,2020-05-24 22:01:17.000,1.0,968.0,971.0,,,,,,,,3.0,235.0,,,,,,,,,,,,,,,,,,,,
689,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-01-19 11:14:26.000000,2023-01-19 11:14:21,4190.0,152.0,36,11.0,1.0,,80.0,385,Deep Learning PyTorch.,1.0,21,True,2022-10-11 01:10:44.774,0.3.3,63.0,carefree-learn,,,,['pytorch'],3.0,3.0,https://pypi.org/project/carefree-learn,2022-06-20 12:19:50.000,,828.0,828.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
690,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-01-09 20:08:52.000000,2023-01-09 20:06:01,2410.0,1.0,52,25.0,230.0,57.0,195.0,377,Studio: Simplify and expedite model building process.,22.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,577.0,577.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
691,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-10-29 15:10:50.926000,2022-04-14 09:41:50,86.0,,33,13.0,9.0,3.0,12.0,213,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,644.0,604.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,40.0,83841.0,84932.0,https://anaconda.org/conda-forge/py3nvml,2022-10-29 15:10:50.926,39280.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
692,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,143,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1874.0,1728.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,139618.0,139618.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
693,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2022-12-12 11:28:07.000000,2022-12-12 11:28:07,48.0,1.0,779,220.0,25.0,5.0,121.0,5204,Build Graph Nets in Tensorflow.,11.0,20,True,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],8.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,8.0,904.0,904.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
694,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,465,83.0,179.0,100.0,161.0,3338,A high performance and generic framework for distributed DNN training.,21.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,36.0,66.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1291.0,3.0,,,,,,,,,,,,,,,,,,,,,
695,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,76.0,1.0,18.0,7.0,2899,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],163.0,156.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1473.0,1473.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
696,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,1.0,454,169.0,120.0,22.0,112.0,2884,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,20,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,2020-04-12 11:34:38.000,,131.0,131.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
697,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,1.0,398,100.0,54.0,64.0,48.0,2832,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,4.0,631.0,631.0,,,,,,,,3.0,,,,,,,,,,,,rhsimplex/image-match,,,,,,,,,
698,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2023-01-06 02:32:36.000000,2021-05-06 12:10:38,127.0,,131,48.0,33.0,2.0,29.0,2771,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,42.0,42.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,184.0,255.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,853.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
699,Kashgari,BrikerMan/Kashgari,nlp,,https://github.com/BrikerMan/Kashgari,https://github.com/BrikerMan/Kashgari,Apache-2.0,2019-01-19 01:53:28.000,2021-07-09 03:57:16.000000,2021-07-09 03:57:16,955.0,,437,65.0,122.0,32.0,349.0,2344,Kashgari is a production-level NLP Transfer learning framework built on top of tf.keras for text-labeling and text-..,21.0,20,False,2021-07-04 10:44:36.000,2.0.2,24.0,kashgari-tf,,,,['tensorflow'],2.0,,https://pypi.org/project/kashgari-tf,2019-10-18 07:57:55.000,2.0,80.0,80.0,,,,,,,,3.0,,-3.0,,,,,,,,,,,,,,,,,,,
700,ffcv,libffcv/ffcv,image,,https://github.com/libffcv/ffcv,https://github.com/libffcv/ffcv,Apache-2.0,2021-10-13 17:03:39.000,2023-01-19 02:05:53.000000,2023-01-12 06:11:48,856.0,3.0,138,17.0,52.0,59.0,146.0,2340,FFCV: Fast Forward Computer Vision (and other ML workloads!).,18.0,20,True,2022-02-17 07:44:04.000,0.0.3,4.0,ffcv,,,,,12.0,12.0,https://pypi.org/project/ffcv,2022-01-28 20:40:22.000,,643.0,643.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
701,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,244,53.0,33.0,13.0,104.0,1832,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,1241.0,1241.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
702,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904.0,,200,53.0,51.0,61.0,148.0,1449,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,256.0,290.0,,,,,,,,3.0,2558.0,,,,,,,,,,,,,,,,,,,,
703,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,101,39.0,13.0,14.0,9.0,1256,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,20,False,2016-09-06 21:59:21.000,0.2.4,5.0,doc2text,,,,,67.0,67.0,https://pypi.org/project/doc2text,2016-09-06 21:59:21.000,,1600.0,1600.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
704,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-01-05 09:08:42.000000,2023-01-05 09:08:42,338.0,3.0,95,14.0,39.0,8.0,23.0,1157,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,7.0,20,True,2022-10-19 12:00:33.174,0.0.9,9.0,pythae,,,,['pytorch'],3.0,3.0,https://pypi.org/project/pythae,2022-07-05 08:11:05.000,,203.0,203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
705,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184,52.0,12.0,16.0,42.0,1009,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],60.0,56.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,120.0,120.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
706,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-01-11 19:49:01.000000,2022-12-12 10:34:15,590.0,4.0,143,17.0,205.0,52.0,89.0,995,Generate Diverse Counterfactual Explanations for any machine learning model.,16.0,20,True,2022-10-19 11:30:46.000,0.9,10.0,dice-ml,,,,"['tensorflow', 'pytorch']",4.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,4.0,48052.0,48052.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,PFRL,pfnet/pfrl,reinforcement-learning,,https://github.com/pfnet/pfrl,https://github.com/pfnet/pfrl,MIT,2020-06-24 09:31:50.000,2022-09-21 12:53:05.000000,2022-09-21 12:53:05,410.0,,135,101.0,112.0,32.0,40.0,976,PFRL: a PyTorch-based deep reinforcement learning library.,18.0,20,True,2021-07-07 02:43:23.000,0.3.0,5.0,pfrl,,,,,72.0,71.0,https://pypi.org/project/pfrl,2021-07-07 02:48:20.000,1.0,605.0,605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
708,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-01-03 12:07:57.000000,2022-11-22 10:31:22,441.0,2.0,198,56.0,79.0,51.0,203.0,951,Line based ATR Engine based on OCRopy.,20.0,20,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,,2.0,,https://pypi.org/project/calamari_ocr,2018-11-13 11:24:45.000,2.0,1104.0,1104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
