,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
705,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2023-05-02 04:19:32.000000,2023-04-20 08:01:16,1433.0,26.0,39,14.0,121.0,15.0,61.0,190,Python Implementation and Extension of RDF2Vec.,6.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,32.0,30.0,https://pypi.org/project/pyrdf2vec,346.0,346.0,,,,,,,,3.0,,2021-06-09 10:56:14.000,2.0,,,,,,,,,,,,,,,,,,
706,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90.0,,26,6.0,18.0,3.0,9.0,147,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,7.0,stop-words,,,,,1858.0,1858.0,https://pypi.org/project/stop-words,92291.0,92291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
707,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,794,172.0,1588.0,61.0,74.0,6360,A natural language modeling framework based on PyTorch.,234.0,20,False,2020-06-08 23:30:58.000,0.3.3,9.0,pytext-nlp,,,,['pytorch'],,,https://pypi.org/project/pytext-nlp,115.0,121.0,,,,,,,,3.0,325.0,,,,,,,,,,,,,,,,,,,,
708,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-05-11 05:02:22.000000,2023-04-24 20:19:33,186.0,2.0,1125,96.0,45.0,342.0,273.0,5639,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,30.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],10.0,10.0,https://pypi.org/project/pyslowfast,16.0,16.0,,,,,,,,3.0,,2020-01-15 23:51:07.000,,,,,,,,,,,,,,,,,,,
709,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-08-19 00:53:25.000000,2022-02-10 07:36:23,432.0,,475,85.0,179.0,108.0,161.0,3412,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,44.0,71.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1304.0,3.0,,2021-08-02 17:37:42.000,,,,,,,,,,,,,,,,,,,
710,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,2.0,162,65.0,54.0,6.0,44.0,3047,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,158.0,159.0,,,,,,,,3.0,34.0,2021-11-19 16:44:23.000,,,,,,,,,,,,,,,,,,,
711,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27.0,,327,76.0,1.0,18.0,7.0,2896,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],176.0,168.0,https://pypi.org/project/adabound,1420.0,1420.0,,,,,,,,3.0,,2019-02-26 04:23:45.000,8.0,,,,,,,,,,,,,,,,,,
712,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398,100.0,54.0,64.0,48.0,2858,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,744.0,744.0,,,,,,,,3.0,,2017-02-13 14:54:48.000,4.0,,,,,,,,,,,rhsimplex/image-match,,,,,,,
713,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,440,130.0,225.0,87.0,183.0,2244,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,36.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,112.0,112.0,,,,,,,,3.0,,2019-10-10 14:17:10.000,2.0,,,,,,,,,,,,,,,,,,
714,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2022-06-24 01:30:44.000000,2022-06-24 01:30:35,247.0,,254,53.0,33.0,13.0,104.0,1895,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,1879.0,1879.0,,,,,,,,3.0,,2021-11-06 23:09:00.000,,,,,,,,,,,,,,,,,,,
715,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2022-03-27 16:48:51.000000,2022-01-18 08:05:49,304.0,,124,21.0,25.0,16.0,28.0,1692,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",10.0,20,False,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],24.0,23.0,https://pypi.org/project/ecco,490.0,681.0,https://anaconda.org/conda-forge/ecco,2022-01-10 22:03:30.223,3236.0,,,,,3.0,45.0,2022-01-09 21:14:50.000,1.0,,,,,,,,,,,,,,,,,,
716,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2022-09-27 19:41:48.000000,2022-09-27 19:41:48,274.0,,128,103.0,149.0,26.0,19.0,1552,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,True,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,,21.0,20.0,https://pypi.org/project/lore,723.0,723.0,,,,,,,,3.0,,2022-02-02 23:30:10.000,1.0,,,,,,,,,,,,,,,,,,
717,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2023-04-14 14:53:34.000000,2023-04-14 14:53:34,352.0,8.0,113,17.0,50.0,7.0,28.0,1344,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,11.0,20,True,2023-02-23 16:10:05.727,0.1.1,11.0,pythae,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pythae,552.0,552.0,,,,,,,,3.0,,2022-10-19 12:00:33.174,,,,,,,,,,,,,,,,,,,
718,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2022-11-22 02:20:39.000000,2020-02-04 21:10:25,334.0,,223,65.0,47.0,36.0,90.0,1231,A TensorFlow recommendation algorithm and framework in Python.,9.0,20,False,,,,tensorrec,,,,['tensorflow'],29.0,29.0,https://pypi.org/project/tensorrec,1386.0,1386.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
719,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2023-01-03 12:07:57.000000,2022-11-22 10:31:22,441.0,,201,55.0,79.0,56.0,204.0,971,Line based ATR Engine based on OCRopy.,20.0,20,True,2022-03-21 11:52:48.000,2.2.2,34.0,calamari_ocr,,,,,,,https://pypi.org/project/calamari_ocr,1269.0,1269.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
720,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,138,16.0,11.0,40.0,43.0,946,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,20,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],89.0,84.0,https://pypi.org/project/performer-pytorch,15204.0,15204.0,,,,,,,,3.0,,2022-02-02 20:34:04.000,5.0,,,,,,,,,,,,,,,,,,
721,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2023-05-09 14:41:47.000000,2022-12-12 08:52:31,580.0,,278,94.0,120.0,56.0,94.0,902,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,20,True,,,6.0,astroML,conda-forge/astroml,,,['sklearn'],,,https://pypi.org/project/astroML,1202.0,1742.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,37271.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
722,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2023-05-11 00:57:17.000000,2023-05-11 00:57:16,421.0,16.0,103,17.0,89.0,13.0,90.0,902,A standard framework for modelling Deep Learning Models for tabular data.,15.0,20,True,2023-01-20 12:52:22.000,1.0.1,10.0,pytorch_tabular,,,,['pytorch'],2.0,,https://pypi.org/project/pytorch_tabular,1674.0,1674.0,,,,,,,,3.0,4.0,2023-01-20 12:10:00.661,2.0,,,,,,,,,,,,,,,,,,
723,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188,34.0,15.0,18.0,22.0,785,TensorFlow implementation of an arbitrary order Factorization Machine.,11.0,20,False,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],14.0,13.0,https://pypi.org/project/tffm,1432.0,1432.0,,,,,,,,3.0,,2022-01-17 20:35:57.000,1.0,,,,,,,,,,,,,,,,,,
724,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,152,38.0,46.0,38.0,49.0,726,Public facing deeplift repo.,11.0,20,False,,,21.0,deeplift,,,,,73.0,73.0,https://pypi.org/project/deeplift,326.0,326.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
725,NeoML,neoml-lib/neoml,ml-frameworks,,https://github.com/neoml-lib/neoml,https://github.com/neoml-lib/neoml,Apache-2.0,2020-06-14 17:37:36.000,2023-05-10 20:24:56.000000,2023-05-05 14:16:35,911.0,68.0,115,30.0,784.0,34.0,50.0,725,Machine learning framework for both deep learning and traditional algorithms.,33.0,20,True,2022-09-07 14:55:47.749,2.0.92,8.0,neoml,,,,,,,https://pypi.org/project/neoml,32.0,32.0,,,,,,,,3.0,,2022-09-07 14:55:47.749,,,,,,,,,,,,,,,,,,,
726,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2023-04-23 10:08:18.000000,2020-04-25 18:37:42,198.0,,98,25.0,48.0,19.0,35.0,710,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,22.0,20.0,https://pypi.org/project/matrixprofile-ts,660.0,660.0,,,,,,,,3.0,,2019-08-08 01:24:38.000,2.0,,,,,,,,,,,,,,,,,,
727,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2023-05-10 19:46:24.000000,2023-04-07 13:30:31,1495.0,5.0,75,36.0,625.0,23.0,117.0,679,Scikit-learn style model finetuning for NLP.,20.0,20,True,2021-12-20 14:14:00.000,0.9.0,38.0,finetune,,,,"['tensorflow', 'sklearn']",11.0,9.0,https://pypi.org/project/finetune,102.0,102.0,,,,,,,,3.0,,2021-12-20 14:14:00.000,2.0,,,,,,,,,,,,,,,,,,
728,evojax,google/evojax,jax-utils,,https://github.com/google/evojax,https://github.com/google/evojax,Apache-2.0,2021-12-07 00:30:07.000,2023-04-10 02:14:41.000000,2023-02-20 06:04:49,289.0,12.0,54,23.0,44.0,10.0,16.0,660,EvoJAX: Hardware-accelerated Neuroevolution.,13.0,20,True,2022-10-05 05:02:01.602,0.2.15,21.0,evojax,conda-forge/evojax,,,['jax'],4.0,3.0,https://pypi.org/project/evojax,614.0,1688.0,https://anaconda.org/conda-forge/evojax,2022-10-05 08:26:30.971,16120.0,,,,,3.0,,2022-10-05 05:02:01.602,1.0,,,,,,,,,,,,,,,,,,
729,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,51,30.0,12.0,11.0,15.0,625,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,52.0,,https://pypi.org/project/tensorboard_logger,14468.0,14468.0,,,,,,,,3.0,,2018-02-08 07:28:51.000,52.0,,,,,,,,,,,,,,,,,,
730,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2022-12-10 18:58:38.000000,2022-02-09 16:35:40,142.0,,101,23.0,24.0,42.0,61.0,589,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],135.0,133.0,https://pypi.org/project/detecto,3211.0,3320.0,https://anaconda.org/conda-forge/detecto,2022-02-02 08:20:04.359,2522.0,,,,,3.0,,2022-02-02 00:12:06.000,2.0,,,,,,,,,,,,,,,,,,
731,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-05-08 12:30:48.000000,2023-05-08 12:30:17,272.0,11.0,99,18.0,19.0,,80.0,576,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",9.0,20,True,2023-05-08 12:33:00.677,0.0.70,33.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,3033.0,3033.0,,,,,,,,3.0,,2022-08-16 12:44:30.642,,,,,,,,,,,,,,,,,,,
732,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:04:02.113000,2022-08-27 09:00:35,283.0,,64,30.0,31.0,6.0,24.0,551,Python module for machine learning time series:.,14.0,20,True,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,40.0,38.0,https://pypi.org/project/seglearn,1854.0,1854.0,,,,,,,,3.0,,2022-08-27 09:04:02.113,2.0,,,,,,,,,,,,,,,,,,
733,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-05-06 13:22:45.000000,2023-04-29 18:43:46,761.0,8.0,62,18.0,110.0,8.0,45.0,545,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-04-29 18:57:02.000,1.16,35.0,poutyne,,,,['pytorch'],115.0,110.0,https://pypi.org/project/poutyne,4536.0,4536.0,,,,,,,,3.0,,2022-12-02 22:44:33.020,5.0,,,,,,,,,,,,,,,,,,
734,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,162,56.0,20.0,39.0,60.0,530,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,30.0,25.0,https://pypi.org/project/pyhsmm,123.0,123.0,,,,,,,,3.0,,2017-05-10 17:14:37.000,5.0,,,,,,,,,,,,,,,,,,
735,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2023-03-17 20:11:57.000000,2023-03-17 20:11:57,287.0,23.0,94,15.0,34.0,8.0,14.0,501,A library of metrics for evaluating recommender systems.,19.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,39.0,39.0,https://pypi.org/project/recmetrics,2185.0,2185.0,,,,,,,,3.0,1.0,2022-04-26 17:57:01.000,,,,,,,,,,,,,,,,,,,
736,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-04-12 06:15:20.000000,2023-04-06 01:56:24,986.0,2.0,54,7.0,202.0,27.0,95.0,420,A package built on top of Hugging Faces transformers library that makes it easy to utilize state-of-the-art NLP models.,14.0,20,True,2022-02-06 06:58:53.000,2.4.1,39.0,happytransformer,,,,['huggingface'],156.0,151.0,https://pypi.org/project/happytransformer,4721.0,4721.0,,,,,,,,3.0,,2022-02-06 06:54:52.000,5.0,,,,,,,,,,,,,,,,,,
737,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-02-10 06:20:14.000000,2021-02-15 17:10:59,283.0,,67,24.0,48.0,14.0,19.0,381,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],44.0,,https://pypi.org/project/skrebate,3442.0,3902.0,https://anaconda.org/conda-forge/skrebate,2021-02-16 02:08:21.926,29495.0,,,,,3.0,,2021-03-20 17:11:52.000,44.0,,,,,,,,,,,,,,,,,,
738,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2023-01-15 21:18:52.000,2023-03-07 19:42:00.442000,2023-01-13 21:57:34,832.0,,41,,,,,357,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",19.0,20,True,2023-03-23 17:16:00.413,0.12.0,48.0,sklearn-evaluation,,,,['sklearn'],5.0,,https://pypi.org/project/sklearn-evaluation,119482.0,119482.0,,,,,,,,3.0,,2023-03-07 19:42:00.442,5.0,9.0,,,,,,,,,,,,,,,,,
739,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2023-04-07 01:12:52.000000,2022-07-07 13:45:02,146.0,,43,16.0,2.0,7.0,3.0,346,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,2.0,20,True,2021-10-01 18:05:35.000,0.0.8,9.0,suod,,,,,481.0,479.0,https://pypi.org/project/suod,20616.0,20616.0,,,,,,,,3.0,,2021-10-01 18:05:35.000,2.0,,,,,,,,,,,,,,,,,,
740,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,21,9.0,9.0,1.0,9.0,337,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,True,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],332.0,326.0,https://pypi.org/project/julius,118499.0,118499.0,,,,,,,,3.0,,2022-09-20 06:43:57.063,6.0,,,,,,,,,,,,,,,,,,
741,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,47,10.0,37.0,28.0,37.0,337,Data imputations library to preprocess datasets with missing data.,11.0,20,False,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,181.0,177.0,https://pypi.org/project/impyute,6734.0,6734.0,,,,,,,,3.0,,2019-04-29 02:31:32.000,4.0,,,,,,,,,,,,,,,,,,
742,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46,26.0,19.0,16.0,15.0,328,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],200.0,193.0,https://pypi.org/project/mxboard,5540.0,5540.0,,,,,,,,3.0,,2018-05-22 20:25:51.000,7.0,,,,,,,,,,,,,,,,,,
743,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-03-06 19:18:14.000000,2021-05-28 01:21:58,393.0,,127,34.0,319.0,77.0,125.0,296,Brain Imaging Analysis Kit.,34.0,20,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,19.0,18.0,https://pypi.org/project/brainiak,138.0,147.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,835.0,3.0,,2020-10-15 20:45:08.000,1.0,,,,,,,,,,,,,,,,,,
744,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-02-20 03:00:42.368000,2022-09-26 07:14:12,621.0,,64,28.0,29.0,28.0,112.0,249,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,20,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,9.0,,https://pypi.org/project/somoclu,2395.0,3497.0,https://anaconda.org/conda-forge/somoclu,2023-02-20 03:00:42.368,74903.0,,,,,3.0,1704.0,2023-02-18 02:51:08.166,9.0,,,,,,,,,,,,,,,,,,
745,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:02:54.000000,2018-12-08 15:02:12,153.0,,30,9.0,4.0,20.0,29.0,230,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:02:54.000,0.4.6,12.0,pyfasttext,,,,,316.0,316.0,https://pypi.org/project/pyfasttext,4336.0,4341.0,,,,,,,,3.0,361.0,,,,,,,,,,,,,,,,,,,,
746,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2023-04-25 06:51:46.000000,2023-04-25 06:51:44,562.0,3.0,34,23.0,615.0,21.0,125.0,224,Highly optimized inference engine for Binarized Neural Networks.,18.0,20,False,2023-01-20 22:15:03.430,0.11.0,18.0,larq-compute-engine,,,,,7.0,7.0,https://pypi.org/project/larq-compute-engine,290.0,313.0,,,,,,,,3.0,899.0,2023-01-20 22:15:03.430,,,,,,,,,,,,,,,,,,,
747,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2023-02-16 21:22:03.000000,2023-02-06 22:03:09,575.0,,19,18.0,463.0,89.0,75.0,219,Functional tensors for probabilistic programming.,11.0,20,False,2023-01-23 08:32:39.757,0.4.5,11.0,funsor,,,,['pytorch'],53.0,49.0,https://pypi.org/project/funsor,1558.0,1558.0,,,,,,,,3.0,,2023-01-23 08:32:39.757,4.0,,,,,,,,,,,,,,,,,,
748,DE⫶TR,facebookresearch/detr,image,,https://github.com/facebookresearch/detr,https://github.com/facebookresearch/detr,Apache-2.0,2020-05-26 23:54:52.000,2023-04-15 07:33:54.000000,2023-02-07 10:12:31,47.0,,1933,147.0,83.0,204.0,282.0,10967,End-to-End Object Detection with Transformers.,26.0,19,True,2020-06-29 16:41:01.000,0.2,1.0,,,,,['pytorch'],,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
749,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2023-05-08 03:33:49.000000,2020-04-18 19:15:25,24.0,,585,105.0,25.0,20.0,7.0,4860,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,19,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],24.0,22.0,https://pypi.org/project/micrograd,3550.0,3550.0,,,,,,,,3.0,,2020-04-18 19:06:59.000,2.0,,,,,,,,,,,,,,,,,,
750,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2021-07-15 01:54:59.000000,2021-06-15 18:41:51,22.0,,249,32.0,18.0,24.0,36.0,2646,A small package to create visualizations of PyTorch execution graphs.,6.0,19,False,,,,,,,,,1085.0,1085.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
