,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
685,Auto ViML,AutoViML/Auto_ViML,hyperopt,,https://github.com/AutoViML/Auto_ViML,https://github.com/AutoViML/Auto_ViML,Apache-2.0,2019-06-10 13:09:15.000,2022-06-01 23:08:15.000000,2022-06-01 23:07:14,299,6.0,77,24.0,5.0,4.0,15.0,345,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome...,6.0,21,True,2022-06-01 23:08:15.000,0.1.710,137.0,autoviml,,,,,18.0,16.0,https://pypi.org/project/autoviml,2022-06-01 23:08:15.000,2.0,1634.0,1634.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2022-04-24 17:37:43.000000,2021-02-09 04:48:07,110,,45,22.0,19.0,17.0,9.0,332,pyspark methods to enhance developer productivity.,6.0,21,False,2021-02-06 15:21:04.000,0.9.0,12.0,quinn,,,,['spark'],4.0,,https://pypi.org/project/quinn,2021-02-06 15:21:04.000,4.0,574755.0,574755.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,sklearn-evaluation,edublancas/sklearn-evaluation,interpretability,,https://github.com/edublancas/sklearn-evaluation,https://github.com/edublancas/sklearn-evaluation,MIT,2015-09-04 16:33:42.000,2022-04-22 17:43:54.000000,2022-04-16 14:38:16,540,5.0,31,13.0,6.0,9.0,30.0,323,"Machine learning model evaluation made easy: plots, tables, HTML reports, experiment tracking and Jupyter notebook..",8.0,21,True,2021-10-17 18:15:40.000,0.5.7,20.0,sklearn-evaluation,,,,['sklearn'],48.0,46.0,https://pypi.org/project/sklearn-evaluation,2022-04-16 14:38:40.000,2.0,1175.0,1175.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
688,TimeSide,Parisson/TimeSide,audio,,https://github.com/Parisson/TimeSide,https://github.com/Parisson/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2022-05-26 20:55:39.000000,2022-03-10 13:10:21,3593,1.0,56,25.0,78.0,64.0,150.0,321,Scalable audio processing framework written in Python with a RESTful API.,22.0,21,False,2020-11-27 09:33:19.000,0.9.6,27.0,TimeSide,,,,,30.0,16.0,https://pypi.org/project/TimeSide,2021-12-15 14:33:37.113,14.0,172.0,172.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2022-04-04 15:48:18.000000,2021-05-28 01:21:58,393,,123,35.0,317.0,72.0,124.0,274,Brain Imaging Analysis Kit.,34.0,21,False,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,17.0,16.0,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,218.0,227.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,747.0,3.0,,,,,,,,,,,,,,,,,,,,
690,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/deepmind/launchpad,https://github.com/deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2022-05-30 07:38:53.000000,2022-05-30 07:38:07,285,41.0,21,17.0,2.0,4.0,19.0,267,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,17.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],12.0,12.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,,4451.0,4451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2022-03-31 05:39:36.588000,2022-03-30 17:38:25,671,7.0,67,13.0,17.0,4.0,32.0,248,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,11.0,21,False,2022-03-30 17:47:11.000,2.8.0,52.0,pymap3d,conda-forge/pymap3d,,,,15.0,,https://pypi.org/project/pymap3d,2022-03-30 17:47:11.000,15.0,35288.0,36094.0,https://anaconda.org/conda-forge/pymap3d,2022-03-31 05:39:36.588,21786.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2022-05-02 15:04:03.000000,2022-05-02 15:03:59,2413,20.0,55,8.0,215.0,24.0,69.0,206,Python recommendation toolkit.,13.0,21,False,2022-03-11 17:33:42.000,0.14.1,22.0,lenskit,conda-forge/lenskit,,,,1.0,,https://pypi.org/project/lenskit,2022-03-11 17:34:02.000,1.0,2972.0,3464.0,https://anaconda.org/conda-forge/lenskit,2022-03-11 23:10:26.423,9348.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,py3nvml,fbcotter/py3nvml,gpu-utilities,,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000,2022-04-14 09:41:50.000000,2022-04-14 09:41:50,86,1.0,31,12.0,9.0,3.0,12.0,204,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,9.0,21,False,2021-11-22 14:30:25.000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,,484.0,446.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000,38.0,106535.0,107442.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962,26328.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
694,Larq Compute Engine,larq/compute-engine,model-serialisation,,https://github.com/larq/compute-engine,https://github.com/larq/compute-engine,Apache-2.0,2019-08-29 15:02:43.000,2022-05-30 12:36:44.000000,2022-05-30 12:36:43,538,21.0,30,21.0,588.0,21.0,123.0,190,Highly optimized inference engine for Binarized Neural Networks.,18.0,21,False,2022-04-25 13:14:34.000,0.7.0,16.0,larq-compute-engine,,,,,6.0,6.0,https://pypi.org/project/larq-compute-engine,2022-04-25 13:14:34.000,,812.0,835.0,,,,,,,,3.0,654.0,,,,,,,,,,,,,,,,,,,
695,stop-words,Alir3z4/python-stop-words,nlp,,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000,2021-12-28 13:59:30.000000,2018-07-23 21:04:09,90,,26,6.0,18.0,3.0,9.0,137,Get list of common stop words in various languages in Python.,8.0,21,False,2018-07-23 20:58:34.000,2018.7.23,8.0,stop-words,,,,,1678.0,1532.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000,146.0,115001.0,115001.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,graph-nets,deepmind/graph_nets,graph,,https://github.com/deepmind/graph_nets,https://github.com/deepmind/graph_nets,Apache-2.0,2018-08-31 08:19:28.000,2020-12-04 17:43:48.000000,2020-12-04 17:43:47,47,,770,222.0,24.0,7.0,120.0,5131,Build Graph Nets in Tensorflow.,10.0,20,False,2020-01-29 16:00:25.000,1.1.0,7.0,graph-nets,,,,['tensorflow'],7.0,,https://pypi.org/project/graph-nets,2020-01-29 16:00:25.000,7.0,763.0,763.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2022-04-28 01:55:08.000000,2022-02-10 07:36:23,432,,448,83.0,179.0,100.0,160.0,3187,A high performance and generic framework for distributed DNN training.,19.0,20,True,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,69.0,104.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1262.0,3.0,,,,,,,,,,,,,,,,,,,,
698,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2019-03-06 17:01:52.000000,2019-03-06 17:01:45,27,,327,78.0,1.0,17.0,7.0,2887,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],145.0,138.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,7.0,1214.0,1214.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,opyrator,ml-tooling/opyrator,others,,https://github.com/ml-tooling/opyrator,https://github.com/ml-tooling/opyrator,MIT,2021-04-06 08:09:06.000,2022-05-17 03:56:20.000000,2021-05-06 12:10:38,127,,122,45.0,25.0,2.0,24.0,2627,"Turns your machine learning code into microservices with web API, interactive GUI, and more.",4.0,20,False,2021-05-04 18:48:03.000,0.0.12,11.0,opyrator,conda-forge/opyrator,,,,36.0,36.0,https://pypi.org/project/opyrator,2021-05-04 18:48:03.000,,427.0,452.0,https://anaconda.org/conda-forge/opyrator,2022-01-08 18:03:03.967,127.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,pycls,facebookresearch/pycls,image,,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000,2022-05-15 20:01:05.000000,2022-05-15 19:53:03,102,10.0,223,60.0,104.0,25.0,56.0,1947,"Codebase for Image Classification Research, written in PyTorch.",16.0,20,True,2021-05-21 00:29:47.000,0.2,3.0,pycls,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pycls,2020-09-05 00:21:00.000,,1030.0,1030.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
701,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2021-11-06 23:09:00.000000,2021-11-06 23:08:22,245,,235,53.0,32.0,13.0,104.0,1747,"Reformer, the efficient Transformer, in Pytorch.",10.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,3938.0,3938.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
702,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2021-09-29 18:48:52.000000,2021-09-29 18:48:52,239,,194,37.0,6.0,11.0,31.0,1526,pip install antialiased-cnns to improve stability and accuracy.,6.0,20,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,,['pytorch'],27.0,25.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,2.0,1401.0,1401.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,jiant,nyu-mll/jiant,nlp,,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000,2022-03-31 22:22:08.000000,2022-03-31 22:22:07,1924,1.0,266,45.0,792.0,64.0,485.0,1407,jiant is an nlp toolkit.,57.0,20,True,2021-05-10 18:56:39.000,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000,,61.0,61.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2022-04-09 02:38:13.000000,2022-04-09 02:38:13,904,2.0,190,52.0,51.0,62.0,146.0,1391,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,34.0,20,True,2020-03-13 12:36:30.000,0.3.12,9.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,2020-03-13 12:36:30.000,,886.0,922.0,,,,,,,,3.0,2425.0,,,,,,,,,,,,,,,,,,,
705,Skater,oracle/Skater,interpretability,,https://github.com/oracle/Skater,https://github.com/oracle/Skater,UPL-1.0,2017-01-26 05:45:42.000,2022-02-11 18:01:55.000000,2022-02-11 18:01:55,1106,,166,55.0,149.0,69.0,97.0,1031,Python Library for Model Interpretation/Explanations.,36.0,20,False,2018-09-21 07:03:32.000,1.1.2,23.0,skater,conda-forge/skater,,,,,,https://pypi.org/project/skater,2018-09-21 07:03:32.000,,950.0,1745.0,https://anaconda.org/conda-forge/skater,2021-11-15 19:51:51.883,47749.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284,,184,51.0,12.0,16.0,42.0,1007,High level network definitions with pre-trained weights in TensorFlow.,6.0,20,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,,['tensorflow'],52.0,48.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,148.0,148.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-05-02 15:48:07.000000,2021-08-03 15:45:16,943,,217,42.0,49.0,71.0,166.0,981,A toolbox to iNNvestigate neural networks predictions!.,19.0,20,True,2020-11-14 11:35:59.000,1.0.9,2.0,innvestigate,,,,['tensorflow'],1.0,,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,1.0,317.0,317.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
708,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157,,104,30.0,66.0,7.0,41.0,979,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,20,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],15.0,15.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,,747.0,1303.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,9452.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
709,jraph,deepmind/jraph,graph,,https://github.com/deepmind/jraph,https://github.com/deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2022-06-01 10:15:06.000000,2022-06-01 10:12:18,84,12.0,58,34.0,11.0,10.0,12.0,909,A Graph Neural Network Library in Jax.,16.0,20,True,2022-06-01 10:15:06.000,0.0.5.de0,4.0,jraph,conda-forge/jraph,,,['jax'],21.0,19.0,https://pypi.org/project/jraph,2021-11-19 19:05:01.000,2.0,1422.0,1472.0,https://anaconda.org/conda-forge/jraph,2021-10-31 19:30:27.109,407.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
710,NGT,yahoojapan/NGT,nn-search,,https://github.com/yahoojapan/NGT,https://github.com/yahoojapan/NGT,Apache-2.0,2016-09-01 07:36:57.000,2022-05-16 04:54:23.000000,2022-05-16 01:59:52,141,2.0,91,35.0,20.0,15.0,86.0,903,Nearest Neighbor Search with Neighborhood Graph and Tree for High-dimensional Data.,13.0,20,True,2022-04-06 01:55:37.000,1.14.4,55.0,ngt,,,,,8.0,,https://pypi.org/project/ngt,2022-05-16 04:54:23.000,8.0,16809.0,16809.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2022-05-29 07:46:30.000000,2022-05-27 16:17:37,1028,29.0,61,25.0,115.0,56.0,119.0,871,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",19.0,20,True,2022-04-13 10:24:33.000,0.8.1,13.0,kp,,,,,3.0,3.0,https://pypi.org/project/kp,2022-04-13 10:22:18.000,,115.0,122.0,,,,,,,,3.0,156.0,,,,,,,,,,,,,,,,,,,
712,Saliency,PAIR-code/saliency,tensorflow-utils,,https://github.com/PAIR-code/saliency,https://github.com/PAIR-code/saliency,Apache-2.0,2017-06-09 22:07:35.000,2022-05-13 18:48:13.000000,2022-05-13 18:48:12,83,4.0,165,28.0,56.0,14.0,26.0,789,"Framework-agnostic implementation for state-of-the-art saliency methods (XRAI, BlurIG, SmoothGrad, and more).",15.0,20,True,2021-05-03 16:33:29.000,0.1.3,10.0,saliency,,,,['tensorflow'],32.0,29.0,https://pypi.org/project/saliency,2021-05-03 16:33:29.000,3.0,496.0,496.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
713,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2021-10-14 18:44:27.000000,2020-03-17 22:44:47,642,,66,23.0,36.0,25.0,21.0,716,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,20,False,2019-12-01 01:19:36.000,0.7.5,53.0,test_tube,,,,,5.0,,https://pypi.org/project/test_tube,2018-12-12 22:45:59.000,5.0,16897.0,16897.0,,,,,,,,3.0,11.0,,,,,,,,,,,,,,,,,,,
714,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2021-07-30 15:13:54.000000,2021-07-30 15:06:27,104,,114,30.0,25.0,21.0,34.0,695,Use evolutionary algorithms instead of gridsearch in scikit-learn.,22.0,20,True,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],35.0,33.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,2.0,1179.0,1179.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
715,matrixprofile-ts,target/matrixprofile-ts,time-series-data,,https://github.com/target/matrixprofile-ts,https://github.com/target/matrixprofile-ts,Apache-2.0,2018-09-10 19:03:34.000,2020-04-25 18:38:20.000000,2020-04-25 18:37:42,198,,96,24.0,46.0,19.0,34.0,681,A Python library for detecting patterns and anomalies in massive datasets using the Matrix Profile.,15.0,20,False,2019-08-08 01:24:38.000,0.0.9,9.0,matrixprofile-ts,,,,,18.0,18.0,https://pypi.org/project/matrixprofile-ts,2019-08-08 01:24:38.000,,1165.0,1165.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
716,Dragonfly,dragonfly/dragonfly,hyperopt,,https://github.com/dragonfly/dragonfly,https://github.com/dragonfly/dragonfly,MIT,2018-04-20 22:19:50.000,2022-05-12 05:04:25.000000,2020-07-03 18:01:17,397,,205,29.0,36.0,36.0,19.0,644,An open source python library for scalable Bayesian optimisation.,12.0,20,False,2020-07-03 18:05:12.000,0.1.6,9.0,dragonfly-opt,,,,,2.0,,https://pypi.org/project/dragonfly-opt,2020-07-03 18:05:12.000,2.0,31815.0,31815.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2021-11-15 17:46:29.000000,2019-10-21 07:52:07,46,,51,29.0,11.0,11.0,15.0,620,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,51.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,51.0,57758.0,57758.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
718,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,GPL-3.0,2021-04-26 00:15:19.000,2022-06-01 19:01:47.000000,2022-05-13 00:04:32,729,77.0,55,14.0,165.0,35.0,45.0,613,Scalable and user friendly neural forecasting algorithms for time series data .,22.0,20,False,2022-04-21 20:27:55.000,0.0.9,7.0,neuralforecast,conda-forge/neuralforecast,,,,,,https://pypi.org/project/neuralforecast,2022-04-21 20:27:55.000,,282.0,379.0,https://anaconda.org/conda-forge/neuralforecast,2022-04-21 23:35:21.921,292.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2022-06-01 21:40:14.000000,2021-12-21 16:13:08,262,,90,9.0,11.0,4.0,12.0,492,Make Waffle Charts in Python.,6.0,20,True,2021-12-21 16:10:13.000,0.6.4,25.0,pywaffle,conda-forge/pywaffle,,,,135.0,134.0,https://pypi.org/project/pywaffle,2021-12-21 16:10:13.000,1.0,3137.0,3246.0,https://anaconda.org/conda-forge/pywaffle,2021-12-22 15:04:00.863,4605.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
720,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2021-12-21 20:58:11.000000,2021-12-19 09:41:43,133,,47,11.0,19.0,11.0,37.0,418,Joyplots in Python with matplotlib & pandas.,6.0,20,True,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,169.0,164.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,5.0,25625.0,25972.0,https://anaconda.org/conda-forge/joypy,2020-12-28 14:07:53.760,13554.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,pydlm,wwrechard/pydlm,time-series-data,,https://github.com/wwrechard/pydlm,https://github.com/wwrechard/pydlm,BSD-3-Clause,2016-06-29 07:58:53.000,2021-02-24 14:21:28.000000,2019-10-22 07:18:40,362,,89,28.0,11.0,35.0,8.0,418,A python library for Bayesian time series modeling.,6.0,20,False,2016-11-06 01:43:35.000,0.1.1,13.0,pydlm,,,,,27.0,25.0,https://pypi.org/project/pydlm,2018-12-19 10:27:54.000,2.0,32766.0,32766.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
722,recmetrics,statisticianinstilettos/recmetrics,recommender-systems,,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000,2022-04-26 18:03:18.000000,2022-04-17 14:49:12,264,23.0,85,13.0,28.0,9.0,12.0,401,A library of metrics for evaluating recommender systems.,16.0,20,True,2022-04-26 18:03:18.000,0.1.5,20.0,recmetrics,,,,,25.0,25.0,https://pypi.org/project/recmetrics,2022-04-26 17:57:01.000,,857.0,857.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
723,chefboost,serengil/chefboost,ml-frameworks,,https://github.com/serengil/chefboost,https://github.com/serengil/chefboost,MIT,2019-03-06 12:26:27.000,2022-05-21 23:15:46.000000,2022-05-21 23:15:32,354,4.0,87,14.0,3.0,5.0,24.0,332,"A Lightweight Decision Tree Framework supporting regular algorithms: ID3, C4,5, CART, CHAID and Regression Trees; some..",6.0,20,True,2022-02-16 06:14:54.000,0.0.17,17.0,chefboost,,,,,23.0,23.0,https://pypi.org/project/chefboost,2022-02-16 06:14:54.000,,701.0,701.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
724,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292,,44,9.0,37.0,27.0,37.0,316,Data imputations library to preprocess datasets with missing data.,11.0,20,True,2019-04-29 02:31:32.000,0.0.8,8.0,impyute,,,,,141.0,138.0,https://pypi.org/project/impyute,2019-04-29 02:31:32.000,3.0,4018.0,4018.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
725,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2022-04-05 03:23:12.000000,2022-04-05 03:21:24,38,6.0,34,8.0,9.0,12.0,37.0,298,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,20,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,16.0,16.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,2558.0,2558.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
726,pyfasttext,vrasneur/pyfasttext,nlp,,https://github.com/vrasneur/pyfasttext,https://github.com/vrasneur/pyfasttext,GPL-3.0,2017-06-30 18:44:42.000,2018-12-08 15:32:09.000000,2018-12-08 15:02:12,153,,30,9.0,4.0,21.0,28.0,229,Yet another Python binding for fastText.,4.0,20,False,2018-12-08 15:32:09.000,0.4.6,13.0,pyfasttext,,,,,238.0,225.0,https://pypi.org/project/pyfasttext,2018-12-08 15:32:09.000,13.0,3969.0,3975.0,,,,,,,,3.0,348.0,,,,,,,,,,,,,,,,,,,
727,Funsor,pyro-ppl/funsor,probabilistics,,https://github.com/pyro-ppl/funsor,https://github.com/pyro-ppl/funsor,Apache-2.0,2019-01-30 23:13:39.000,2022-05-05 21:21:02.000000,2022-04-08 17:51:44,568,5.0,17,16.0,454.0,84.0,74.0,193,Functional tensors for probabilistic programming.,10.0,20,False,2022-03-21 15:23:15.000,0.4.3,9.0,funsor,,,,['pytorch'],33.0,30.0,https://pypi.org/project/funsor,2022-03-21 15:16:11.000,3.0,1490.0,1490.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
728,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2022-06-01 19:41:07.000000,2022-05-29 06:50:41,244,16.0,25,9.0,175.0,21.0,66.0,139,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,20,False,2021-10-28 09:58:28.000,0.6.1,11.0,celer,,,,['sklearn'],11.0,11.0,https://pypi.org/project/celer,2021-10-28 09:58:28.000,,1299.0,1299.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
