,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
681,ecco,jalammar/ecco,interpretability,,https://github.com/jalammar/ecco,https://github.com/jalammar/ecco,BSD-3-Clause,2020-11-07 10:06:34.000,2024-01-30 02:43:49.000000,2023-08-10 17:09:47,309.0,,159.0,23.0,33.0,32.0,31.0,1922.0,"Explain, analyze, and visualize NLP language models. Ecco creates interactive visualizations directly in Jupyter..",11.0,21,True,2022-01-09 21:17:53.000,0.1.2,18.0,ecco,conda-forge/ecco,,,['pytorch'],29.0,28.0,https://pypi.org/project/ecco,2022-01-09 21:14:50.000,1.0,304.0,467.0,https://anaconda.org/conda-forge/ecco,2023-06-16 19:28:19.211,4670.0,,,,,3.0,94.0,,,,,,,,,,,,,,,,,,,
682,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2024-01-30 11:59:18.000000,2024-01-30 11:58:43,345.0,,341.0,42.0,68.0,163.0,95.0,1848.0,Super easy library for BERT based NLP models.,36.0,21,True,2024-01-30 11:59:18.000,2.0.25,71.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,2024-01-30 11:59:18.000,,838.0,838.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
683,DIG,divelab/DIG,graph,,https://github.com/divelab/DIG,https://github.com/divelab/DIG,GPL-3.0,2020-10-30 03:51:15.000,2024-04-22 13:05:03.000000,2024-02-04 20:37:53,1083.0,,271.0,30.0,40.0,27.0,176.0,1798.0,A library for graph deep learning research.,50.0,21,False,2023-04-07 20:33:15.000,1.1.0,10.0,dig,,,,,,,https://pypi.org/project/dig,2015-08-23 10:30:20.000,,457.0,457.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
684,benchmark_VAE,clementchadebec/benchmark_VAE,others,,https://github.com/clementchadebec/benchmark_VAE,https://github.com/clementchadebec/benchmark_VAE,Apache-2.0,2021-10-02 16:26:24.000,2024-04-09 15:16:39.000000,2024-04-09 15:16:39,371.0,1.0,150.0,18.0,71.0,19.0,39.0,1705.0,Unifying Variational Autoencoder (VAE) implementations in Pytorch (NeurIPS 2022).,17.0,21,True,2023-09-06 15:46:59.000,0.1.2,12.0,pythae,,,,['pytorch'],23.0,23.0,https://pypi.org/project/pythae,2023-09-06 15:46:59.000,,1186.0,1186.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
685,graph4nlp,graph4ai/graph4nlp,graph,,https://github.com/graph4ai/graph4nlp,https://github.com/graph4ai/graph4nlp,Apache-2.0,2020-07-16 03:28:48.000,2023-02-11 12:08:00.000000,2022-11-13 04:54:45,1941.0,,197.0,30.0,423.0,11.0,163.0,1652.0,Graph4nlp is the library for the easy use of Graph Neural Networks for NLP. Welcome to visit our DLG4NLP website..,29.0,21,False,2022-01-20 18:07:32.000,0.5.5,12.0,graph4nlp,,,,['pytorch'],,,https://pypi.org/project/graph4nlp,2022-01-20 15:18:44.000,,54.0,54.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
686,Classy Vision,facebookresearch/ClassyVision,image,,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000,2023-06-16 19:17:34.578000,2023-03-23 14:35:34,422.0,,278.0,71.0,728.0,51.0,64.0,1585.0,An end-to-end PyTorch framework for image and video classification.,77.0,21,False,2023-03-21 05:24:19.000,0.7.0,18.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],4.0,,https://pypi.org/project/classy_vision,2023-03-21 05:15:00.935,4.0,589.0,978.0,https://anaconda.org/conda-forge/classy_vision,2023-06-16 19:17:34.578,20278.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
687,DELTA,Delta-ML/delta,nlp,,https://github.com/Delta-ML/delta,https://github.com/Delta-ML/delta,Apache-2.0,2019-05-29 08:33:57.000,2024-04-19 09:46:18.000000,2020-12-17 06:57:15,932.0,,292.0,66.0,202.0,5.0,74.0,1584.0,DELTA is a deep learning based natural language and speech processing platform.,41.0,21,False,2020-07-16 09:31:45.000,0.3.3,4.0,delta-nlp,,zh794390558/delta,,['tensorflow'],,,https://pypi.org/project/delta-nlp,2020-03-27 04:46:19.000,,6.0,224.0,,,,https://hub.docker.com/r/zh794390558/delta,2021-08-03 14:50:00.516864,,13117.0,3.0,,,,,,,,,,,,,,,,,,,,
688,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,140.0,102.0,150.0,21.0,20.0,1551.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,21.0,21.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,1155.0,1155.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
689,Vulkan Kompute,KomputeProject/kompute,gpu-utilities,,https://github.com/KomputeProject/kompute,https://github.com/KomputeProject/kompute,Apache-2.0,2020-07-29 05:23:33.000,2024-05-29 14:46:26.000000,2024-05-29 14:38:23,1260.0,5.0,124.0,31.0,164.0,71.0,142.0,1518.0,"General purpose GPU compute framework built on Vulkan to support 1000s of cross vendor graphics cards (AMD, Qualcomm,..",26.0,21,True,2024-01-20 15:39:17.000,0.9.0,14.0,kp,,,,,,,https://pypi.org/project/kp,2024-01-20 15:33:09.000,,121.0,132.0,,,,,,,,3.0,499.0,,,,,,,,,,,,,,,,,,,
690,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,65.0,51.0,23.0,75.0,1481.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,35.0,35.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,275.0,275.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
691,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2024-04-17 19:59:55.000000,2024-04-17 19:59:46,779.0,6.0,182.0,18.0,262.0,77.0,94.0,1290.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,21,True,2023-10-26 11:36:48.000,0.11,12.0,dice-ml,,,,"['tensorflow', 'pytorch']",6.0,,https://pypi.org/project/dice-ml,2023-10-27 03:54:06.000,6.0,56245.0,56245.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
692,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,220.0,64.0,48.0,36.0,90.0,1265.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,,['tensorflow'],34.0,34.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,310.0,310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
693,fastFM,ibayer/fastFM,recommender-systems,,https://github.com/ibayer/fastFM,https://github.com/ibayer/fastFM,BSD-3-Clause,2014-10-27 12:25:51.000,2022-07-17 13:12:39.000000,2021-03-24 12:22:31,297.0,,204.0,28.0,61.0,52.0,61.0,1069.0,fastFM: A Library for Factorization Machines.,20.0,21,False,2017-11-23 06:59:56.000,0.2.11,10.0,fastfm,,,,,123.0,121.0,https://pypi.org/project/fastfm,2017-11-23 06:59:56.000,2.0,500.0,505.0,,,,,,,,3.0,608.0,,,,,,,,,,,,,,,,,,,
694,calamari,Calamari-OCR/calamari,ocr,,https://github.com/Calamari-OCR/calamari,https://github.com/Calamari-OCR/calamari,Apache-2.0,2018-03-20 15:22:29.000,2024-01-21 21:15:50.000000,2023-08-18 11:01:23,442.0,,210.0,53.0,86.0,64.0,207.0,1022.0,Line based ATR Engine based on OCRopy.,20.0,21,True,2023-08-18 11:50:18.000,1.0.6,41.0,calamari_ocr,,,,,5.0,,https://pypi.org/project/calamari_ocr,2023-08-18 11:50:18.000,5.0,2524.0,2524.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
695,geoplotlib,andrea-cuttone/geoplotlib,geospatial-data,,https://github.com/andrea-cuttone/geoplotlib,https://github.com/andrea-cuttone/geoplotlib,MIT,2015-02-24 13:13:07.000,2023-06-16 19:26:09.140000,2019-05-06 07:06:50,159.0,,169.0,56.0,14.0,30.0,19.0,1021.0,python toolbox for visualizing geographical data and making maps.,8.0,21,False,2016-07-27 14:55:01.000,0.3.2,4.0,geoplotlib,conda-forge/geoplotlib,,,,176.0,174.0,https://pypi.org/project/geoplotlib,2016-07-27 14:55:01.000,2.0,1035.0,1274.0,https://anaconda.org/conda-forge/geoplotlib,2023-06-16 19:26:09.140,8628.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
696,iterative-stratification,trent-b/iterative-stratification,sklearn-utils,,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000,2022-06-06 22:38:33.000000,2022-06-06 22:38:33,57.0,,76.0,6.0,5.0,4.0,23.0,830.0,scikit-learn cross validators for iterative stratification of multilabel data.,7.0,21,False,2021-10-03 18:49:49.000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],451.0,439.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000,12.0,33362.0,33362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
697,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,38.0,46.0,43.0,49.0,802.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,100.0,91.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,525.0,525.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
698,Objax,google/objax,ml-frameworks,,https://github.com/google/objax,https://github.com/google/objax,Apache-2.0,2020-08-20 06:20:40.000,2024-01-27 00:16:56.000000,2024-01-27 00:08:50,463.0,,78.0,26.0,162.0,51.0,62.0,761.0,Objax is a machine learning framework that provides an Object Oriented layer for JAX.,26.0,21,True,2023-11-06 22:17:30.000,1.8.0,11.0,objax,,,,['jax'],57.0,53.0,https://pypi.org/project/objax,2023-11-06 22:03:10.000,4.0,637.0,637.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
699,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,144.0,25.0,19.0,26.0,5.0,738.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,,['sklearn'],639.0,631.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,8.0,47985.0,48164.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,7712.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
700,finetune,IndicoDataSolutions/finetune,nlp,,https://github.com/IndicoDataSolutions/finetune,https://github.com/IndicoDataSolutions/finetune,MPL-2.0,2018-06-12 17:02:16.000,2024-05-29 08:35:11.000000,2024-03-27 18:40:09,1505.0,2.0,80.0,34.0,662.0,22.0,118.0,698.0,Scikit-learn style model finetuning for NLP.,23.0,21,True,2023-09-29 10:19:51.000,0.10.0,39.0,finetune,,,,"['tensorflow', 'sklearn']",13.0,11.0,https://pypi.org/project/finetune,2023-09-29 10:19:51.000,2.0,162.0,162.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
701,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,14.0,3.0,637.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,,"['sklearn', 'xgboost']",643.0,626.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,17.0,18439.0,18439.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
702,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,54.0,29.0,12.0,13.0,15.0,631.0,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,205.0,197.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,8.0,23126.0,23126.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
703,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,313.0,600.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,61.0,60.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,245.0,245.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
704,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,95.0,26.0,32.0,35.0,6.0,595.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,,['sklearn'],393.0,385.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,22896.0,22896.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
705,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,28.0,31.0,5.0,24.0,565.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,49.0,47.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1479.0,1479.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
706,small-text,webis-de/small-text,nlp,,https://github.com/webis-de/small-text,https://github.com/webis-de/small-text,MIT,2021-05-24 08:06:41.000,2024-05-22 11:57:09.000000,2023-12-29 21:08:41,477.0,,57.0,26.0,9.0,17.0,37.0,524.0,Active Learning for Text Classification in Python.,6.0,21,True,2023-12-29 21:23:01.000,1.3.3,20.0,small-text,conda-forge/small-text,,,"['sklearn', 'pytorch']",28.0,28.0,https://pypi.org/project/small-text,2023-12-29 21:17:11.000,,637.0,917.0,https://anaconda.org/conda-forge/small-text,2023-12-29 21:40:00.838,6180.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
707,DESlib,scikit-learn-contrib/DESlib,sklearn-utils,,https://github.com/scikit-learn-contrib/DESlib,https://github.com/scikit-learn-contrib/DESlib,BSD-3-Clause,2017-12-08 22:49:49.000,2024-04-15 06:19:14.000000,2024-04-15 06:19:14,282.0,5.0,105.0,13.0,130.0,18.0,138.0,474.0,A Python library for dynamic classifier and ensemble selection.,17.0,21,True,2024-04-12 03:07:31.000,0.3.7,6.0,deslib,,,,['sklearn'],50.0,47.0,https://pypi.org/project/deslib,2024-04-12 03:07:31.000,3.0,954.0,954.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
708,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,413.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,,121.0,118.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,4067.0,4067.0,,,,,,,,3.0,93.0,,,,,,,,2.0,,,,,,,,,,,
709,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,27.0,9.0,9.0,2.0,9.0,407.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],1418.0,1412.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,197295.0,197295.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
710,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,,52.0,24.0,231.0,57.0,195.0,380.0,Studio: Simplify and expedite model building process.,24.0,21,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,2021-09-14 22:55:51.000,,776.0,776.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
711,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2024-05-18 03:50:45.535000,2024-05-01 02:14:09,660.0,2.0,65.0,30.0,457.0,22.0,91.0,371.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,15.0,21,True,2023-07-18 13:09:18.000,4.0.0,40.0,vega,conda-forge/vega,,,['jupyter'],18.0,4.0,https://pypi.org/project/vega,2023-04-12 02:09:01.110,14.0,19533.0,31919.0,https://anaconda.org/conda-forge/vega,2024-05-18 03:50:45.535,594533.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
712,TimeSide,Parisson/TimeSide,audio,,https://github.com/yomguy/TimeSide,https://github.com/yomguy/TimeSide,AGPL-3.0,2011-11-21 21:48:08.000,2023-10-24 10:20:08.000000,2023-02-01 10:38:52,3728.0,,60.0,28.0,110.0,33.0,184.0,367.0,scalable audio processing framework and server written in Python.,22.0,21,False,2023-01-03 17:34:09.000,1.1.3,28.0,TimeSide,,,,,17.0,17.0,https://pypi.org/project/TimeSide,2020-11-27 09:33:19.000,,197.0,197.0,,,,,,,,3.0,,,yomguy/TimeSide,,,,,,,,,,,,,,,,,
713,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,349.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,249.0,233.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,3060.0,3060.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
714,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,34.0,18.0,6.0,19.0,21.0,307.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,True,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,,['tensorflow'],98.0,97.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,1.0,1461.0,1461.0,,,,,,,,3.0,,,google-deepmind/launchpad,,,,,,,,,,,,,,,,,
715,vegafusion,vegafusion/vegafusion,data-viz,,https://github.com/vega/vegafusion,https://github.com/vega/vegafusion,BSD-3-Clause,2021-10-01 09:19:27.000,2024-05-23 13:09:08.000000,2024-05-23 13:09:08,661.0,15.0,14.0,24.0,350.0,44.0,84.0,297.0,Serverside scaling for Vega and Altair visualizations.,4.0,21,False,2024-05-09 19:19:11.000,1.6.9,75.0,vegafusion-jupyter,conda-forge/vegafusion-python-embed,,,,5.0,,https://pypi.org/project/vegafusion-jupyter,2024-05-09 19:01:07.000,2.0,2498.0,7916.0,https://anaconda.org/conda-forge/vegafusion-python-embed,2024-05-10 13:02:13.580,130332.0,,,,,3.0,5115.0,,vega/vegafusion,vegafusion-jupyter,https://www.npmjs.com/package/vegafusion-jupyter,2024-05-09 19:11:31.675,3.0,224.0,,,,,,,,,,,,
716,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2024-05-30 14:11:27.000000,2024-05-30 08:02:28,740.0,39.0,25.0,5.0,284.0,7.0,,295.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML & AI pipeline..,12.0,21,False,2024-05-30 08:02:42.000,1.1.289,722.0,upgini,,,,,6.0,6.0,https://pypi.org/project/upgini,2024-05-30 14:11:27.000,,8580.0,8580.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
717,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2024-05-21 04:33:27.096000,2024-01-18 11:58:51,626.0,,68.0,28.0,31.0,30.0,113.0,263.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",20.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,18.0,,https://pypi.org/project/somoclu,2023-02-18 02:51:08.166,18.0,1443.0,3589.0,https://anaconda.org/conda-forge/somoclu,2024-05-21 04:33:27.096,91567.0,,,,,3.0,1915.0,,,,,,,,,,,,,,,,,,,
718,pyRDF2Vec,IBCNServices/pyRDF2Vec,graph,,https://github.com/IBCNServices/pyRDF2Vec,https://github.com/IBCNServices/pyRDF2Vec,MIT,2019-06-13 11:36:12.000,2024-05-02 05:10:26.000000,2023-07-02 18:02:16,1462.0,,45.0,15.0,182.0,21.0,64.0,240.0,Python Implementation and Extension of RDF2Vec.,7.0,21,False,2021-06-09 10:56:14.000,0.2.3,11.0,pyrdf2vec,,,,,43.0,41.0,https://pypi.org/project/pyrdf2vec,2021-06-09 10:56:14.000,2.0,388.0,388.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
719,BytePS,bytedance/byteps,distributed-ml,,https://github.com/bytedance/byteps,https://github.com/bytedance/byteps,Apache-2.0,2019-06-25 07:00:13.000,2023-10-03 18:02:27.000000,2022-02-10 07:36:23,432.0,,475.0,85.0,180.0,108.0,161.0,3578.0,A high performance and generic framework for distributed DNN training.,21.0,20,False,2020-08-27 15:42:13.000,0.2.4,8.0,byteps,,bytepsimage/tensorflow,,,,,https://pypi.org/project/byteps,2021-08-02 17:37:42.000,,49.0,71.0,,,,https://hub.docker.com/r/bytepsimage/tensorflow,2020-03-03 02:33:23.358610,,1334.0,3.0,,,,,,,,,,,,,,,,,,,,
720,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,357.0,99.0,16.0,53.0,17.0,3394.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,152.0,145.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000,7.0,801.0,801.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
721,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,318.0,59.0,242.0,175.0,111.0,3113.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,20.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,2022-11-03 06:46:55.989,2.0,3255.0,3267.0,,,,,,,,3.0,677.0,,,,,,,,,,,,,,,,,,,
722,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,170.0,65.0,54.0,6.0,44.0,3078.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,False,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,2021-11-19 16:45:29.543,,156.0,156.0,,,,,,,,3.0,41.0,,,,,,,,,,,,,,,,,,,
723,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2024-04-02 17:52:52.000000,2021-06-15 18:41:51,22.0,,268.0,31.0,22.0,27.0,37.0,3054.0,A small package to create visualizations of PyTorch execution graphs.,6.0,20,False,,,,,,,,,1862.0,1862.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
724,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2920.0,Quickly search over billions of images.,19.0,20,False,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,2.0,,https://pypi.org/project/image_match,2017-02-13 14:54:48.000,2.0,1128.0,1128.0,,,,,,,,3.0,,,rhsimplex/image-match,,,,,,,,,,,,,,,,,
