,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
772,micrograd,karpathy/micrograd,pytorch-utils,,https://github.com/karpathy/micrograd,https://github.com/karpathy/micrograd,MIT,2020-04-13 04:31:18.000,2024-01-02 19:42:45.000000,2020-04-18 19:15:25,24.0,,909.0,131.0,39.0,31.0,10.0,7083.0,A tiny scalar-valued autograd engine and a neural net library on top of it with PyTorch-like API.,2.0,18,False,2020-04-18 19:06:59.000,0.1.0,1.0,micrograd,,,,['pytorch'],36.0,34.0,https://pypi.org/project/micrograd,2020-04-18 19:06:59.000,2.0,605.0,605.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
773,SerpentAI,SerpentAI/SerpentAI,reinforcement-learning,,https://github.com/SerpentAI/SerpentAI,https://github.com/SerpentAI/SerpentAI,MIT,2017-04-16 21:48:39.000,2022-11-07 01:59:31.000000,2020-05-22 22:34:09,250.0,,765.0,339.0,58.0,2.0,,6640.0,Game Agent Framework. Helping you create AIs / Bots that learn to play any game you own!.,7.0,18,False,2018-02-17 00:12:46.000,2018.1.2,18.0,SerpentAI,,,,,,,https://pypi.org/project/SerpentAI,2018-02-17 00:12:46.000,,72.0,79.0,,,,,,,,3.0,324.0,,,,,,,,,,,,,,,,,,,
774,mesh-transformer-jax,kingoflolz/mesh-transformer-jax,distributed-ml,,https://github.com/kingoflolz/mesh-transformer-jax,https://github.com/kingoflolz/mesh-transformer-jax,Apache-2.0,2021-03-13 23:31:13.000,2023-01-21 00:09:29.000000,2023-01-12 19:54:10,143.0,,872.0,109.0,51.0,45.0,159.0,6171.0,Model parallel transformers in JAX and Haiku.,23.0,18,True,,,,,,,,['jax'],20.0,20.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
775,OpenNRE,thunlp/OpenNRE,nlp,,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000,2024-01-10 11:52:49.000000,2024-01-10 11:52:48,177.0,11.0,1028.0,120.0,24.0,11.0,352.0,4163.0,An Open-Source Package for Neural Relation Extraction (NRE).,13.0,18,True,,,,,,,,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
776,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,,348.0,97.0,16.0,52.0,17.0,3351.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,18,True,,,,tensorwatch,,,,,135.0,135.0,https://pypi.org/project/tensorwatch,,,547.0,547.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
777,Spotlight,maciejkula/spotlight,recommender-systems,,https://github.com/maciejkula/spotlight,https://github.com/maciejkula/spotlight,MIT,2017-06-25 18:52:19.000,2023-06-16 13:22:46.522000,2020-02-09 21:03:48,299.0,,414.0,108.0,83.0,67.0,48.0,2925.0,Deep recommender models using PyTorch.,11.0,18,False,2019-09-08 10:19:53.000,0.1.6,7.0,,maciejkula/spotlight,,,['pytorch'],,,,,,,108.0,https://anaconda.org/maciejkula/spotlight,2023-06-16 13:22:46.522,8540.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
778,scenic,google-research/scenic,image,,https://github.com/google-research/scenic,https://github.com/google-research/scenic,Apache-2.0,2021-07-12 14:27:08.000,2024-01-11 11:59:37.000000,2024-01-06 03:57:53,644.0,19.0,361.0,37.0,766.0,149.0,106.0,2699.0,Scenic: A Jax Library for Computer Vision Research and Beyond.,74.0,18,True,,,,,,,,['jax'],,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
779,NeuroNER,Franck-Dernoncourt/NeuroNER,nlp,,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000,2023-03-24 22:29:09.000000,2019-10-02 23:26:11,132.0,,462.0,81.0,36.0,83.0,68.0,1674.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,18,False,2019-10-02 23:30:15.000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000,,184.0,184.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
780,AdvBox,advboxes/AdvBox,adversarial,,https://github.com/advboxes/AdvBox,https://github.com/advboxes/AdvBox,Apache-2.0,2018-08-08 08:55:41.000,2023-02-15 19:57:27.000000,2022-08-08 02:56:23,378.0,,250.0,57.0,65.0,8.0,31.0,1356.0,Advbox is a toolbox to generate adversarial examples that fool neural networks in..,19.0,18,False,2018-12-05 02:48:50.000,0.4.1,2.0,advbox,,,,,2.0,2.0,https://pypi.org/project/advbox,2018-12-05 02:48:50.000,,22.0,22.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
781,doc2text,jlsutherland/doc2text,ocr,,https://github.com/jlsutherland/doc2text,https://github.com/jlsutherland/doc2text,MIT,2016-08-28 19:30:02.000,2020-12-01 22:56:27.000000,2020-12-01 22:56:26,62.0,,96.0,41.0,13.0,13.0,9.0,1265.0,Detect text blocks and OCR poorly scanned PDFs in bulk. Python module available via pip.,5.0,18,False,,,,doc2text,,,,,113.0,113.0,https://pypi.org/project/doc2text,,,1361.0,1361.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
782,Performer Pytorch,lucidrains/performer-pytorch,pytorch-utils,,https://github.com/lucidrains/performer-pytorch,https://github.com/lucidrains/performer-pytorch,MIT,2020-10-03 03:41:36.000,2022-02-02 20:34:04.000000,2022-02-02 20:33:18,124.0,,139.0,17.0,11.0,41.0,43.0,1025.0,"An implementation of Performer, a linear attention-based transformer, in Pytorch.",6.0,18,False,2022-02-02 20:34:04.000,1.1.4,80.0,performer-pytorch,,,,['pytorch'],115.0,110.0,https://pypi.org/project/performer-pytorch,2022-02-02 20:34:04.000,5.0,1034.0,1034.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
783,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2023-06-10 14:57:37.569000,2023-06-05 01:35:02,228.0,,127.0,17.0,24.0,27.0,39.0,800.0,python partial dependence plot toolbox.,7.0,18,True,2023-06-05 02:44:20.000,0.3.0,3.0,pdpbox,conda-forge/pdpbox,,,,,,https://pypi.org/project/pdpbox,,,22192.0,22556.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,19696.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
784,LOFO,aerdem4/lofo-importance,interpretability,,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000,2023-12-18 11:16:55.000000,2023-04-14 10:59:37,29.0,,80.0,15.0,33.0,6.0,22.0,787.0,Leave One Feature Out Importance.,5.0,18,True,2023-04-15 05:47:00.405,0.3.3,13.0,lofo-importance,,,,,29.0,27.0,https://pypi.org/project/lofo-importance,2022-04-27 12:56:30.000,2.0,440.0,440.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
785,tffm,geffy/tffm,tensorflow-utils,,https://github.com/geffy/tffm,https://github.com/geffy/tffm,MIT,2016-05-02 17:06:07.000,2022-01-17 20:39:04.000000,2022-01-17 20:38:58,107.0,,188.0,33.0,15.0,18.0,22.0,786.0,TensorFlow implementation of an arbitrary order Factorization Machine.,11.0,18,False,2022-01-17 20:35:57.000,1.0.2,3.0,tffm,,,,['tensorflow'],14.0,13.0,https://pypi.org/project/tffm,2022-01-17 20:35:57.000,1.0,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
786,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-10-03 22:41:56.000000,2021-09-16 17:56:31,171.0,,143.0,35.0,80.0,14.0,55.0,602.0,Code for the TCAV ML interpretability project.,19.0,18,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],22.0,19.0,https://pypi.org/project/tcav,2021-02-23 16:17:42.000,3.0,104.0,104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
787,baikal,alegonz/baikal,others,,https://github.com/alegonz/baikal,https://github.com/alegonz/baikal,BSD-3-Clause,2019-01-21 12:59:02.000,2023-10-01 08:59:57.840000,2021-04-11 07:50:00,405.0,,29.0,19.0,42.0,6.0,18.0,594.0,A graph-based functional API for building complex scikit-learn pipelines.,2.0,18,False,2020-11-15 13:40:18.000,0.4.2,15.0,baikal,conda-forge/cython-blis,,,,11.0,10.0,https://pypi.org/project/baikal,2020-11-15 13:40:18.000,1.0,383.0,51253.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2034821.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
788,Auto Tune Models,HDI-Project/ATM,hyperopt,,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58,775.0,,137.0,58.0,72.0,18.0,71.0,523.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,18,False,2019-07-30 09:28:26.000,0.2.2,6.0,atm,,,,,18.0,18.0,https://pypi.org/project/atm,,,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
789,fastT5,Ki6an/fastT5,nlp,,https://github.com/Ki6an/fastT5,https://github.com/Ki6an/fastT5,Apache-2.0,2021-03-11 08:46:42.000,2023-04-24 18:46:40.000000,2022-04-05 03:21:24,38.0,,67.0,12.0,10.0,22.0,41.0,517.0,boost inference speed of T5 models by 5x & reduce the model size by 3x.,5.0,18,False,2022-04-05 03:23:12.000,0.1.4,14.0,fastt5,,,,,45.0,45.0,https://pypi.org/project/fastt5,2022-04-05 03:23:12.000,,1078.0,1078.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
790,scikit-tda,scikit-tda/scikit-tda,sklearn-utils,,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000,2022-03-13 16:33:15.000000,2022-03-13 16:33:15,64.0,,49.0,18.0,7.0,16.0,4.0,467.0,Topological Data Analysis for Python.,4.0,18,False,2021-08-03 00:23:20.000,1.0.0,4.0,scikit-tda,,,,['sklearn'],49.0,49.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000,,2015.0,2015.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
791,elegy,poets-ai/elegy,ml-frameworks,,https://github.com/poets-ai/elegy,https://github.com/poets-ai/elegy,MIT,2020-06-30 14:00:37.000,2022-12-15 19:23:10.000000,2022-05-23 17:26:29,339.0,,30.0,16.0,148.0,39.0,66.0,461.0,A High Level API for Deep Learning in JAX.,18.0,18,False,2022-03-23 21:51:07.000,0.8.6,33.0,elegy,,,,"['tensorflow', 'jax']",43.0,43.0,https://pypi.org/project/elegy,2022-04-22 15:42:03.000,,137.0,137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
792,Case Recommender,caserec/CaseRecommender,recommender-systems,,https://github.com/caserec/CaseRecommender,https://github.com/caserec/CaseRecommender,MIT,2015-11-12 18:25:39.000,2024-01-10 20:36:33.000000,2021-11-25 23:08:43,204.0,,89.0,24.0,19.0,7.0,20.0,452.0,Case Recommender: A Flexible and Extensible Python Framework for Recommender Systems.,11.0,18,False,2021-11-25 23:19:05.000,1.1.1,42.0,caserecommender,,,,['sklearn'],12.0,12.0,https://pypi.org/project/caserecommender,2021-11-25 23:19:05.000,,125.0,125.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
793,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2023-06-16 16:14:07.121000,2020-10-05 06:14:18,178.0,,39.0,11.0,29.0,17.0,17.0,405.0,A python package for animating plots build on matplotlib.,7.0,18,False,2020-10-05 06:20:52.000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,59.0,56.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000,3.0,401.0,618.0,https://anaconda.org/conda-forge/animatplot,2023-06-16 16:14:07.121,12803.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
794,pymdp,infer-actively/pymdp,others,,https://github.com/infer-actively/pymdp,https://github.com/infer-actively/pymdp,MIT,2019-11-27 19:03:35.000,2024-01-11 14:48:46.000000,2023-08-19 12:43:22,678.0,,54.0,30.0,77.0,12.0,25.0,347.0,A Python implementation of active inference for Markov Decision Processes.,14.0,18,True,2023-03-25 17:58:52.000,0.0.7.1,8.0,inferactively-pymdp,,,,,9.0,9.0,https://pypi.org/project/inferactively-pymdp,2022-12-08 15:25:01.498,,157.0,157.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
795,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-01-05 19:57:49.000000,2023-10-04 14:18:48,810.0,,23.0,7.0,68.0,27.0,19.0,341.0,Flexible time series feature extraction & processing.,6.0,18,True,2023-02-23 13:56:43.000,0.3.0,36.0,tsflex,conda-forge/tsflex,,,,11.0,11.0,https://pypi.org/project/tsflex,2022-10-11 21:38:11.312,,229.0,894.0,https://anaconda.org/conda-forge/tsflex,2023-06-16 19:26:46.251,19976.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
796,Camphr,PKSHATechnology-Research/camphr,nlp,,https://github.com/PKSHATechnology-Research/camphr,https://github.com/PKSHATechnology-Research/camphr,Apache-2.0,2020-02-10 03:39:58.000,2023-03-07 22:10:10.175000,2021-08-18 06:06:51,1404.0,,17.0,6.0,217.0,4.0,26.0,340.0,Camphr - NLP libary for creating pipeline components.,8.0,18,False,2023-03-07 22:10:10.175,0.8.9,49.0,camphr,,,,['spacy'],15.0,13.0,https://pypi.org/project/camphr,2023-03-07 22:10:10.175,2.0,263.0,263.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
797,fairness-indicators,tensorflow/fairness-indicators,interpretability,,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000,2024-01-10 18:21:45.000000,2024-01-10 18:21:40,317.0,1.0,78.0,26.0,327.0,21.0,9.0,327.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,34.0,18,True,2023-05-03 23:01:17.460,0.44.0,30.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2022-12-13 19:06:03.653,,1490.0,1490.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
798,Sherpa,sherpa-ai/sherpa,hyperopt,,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48,823.0,,51.0,11.0,60.0,17.0,41.0,325.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000,1.0.7,8.0,parameter-sherpa,,,,,37.0,33.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000,4.0,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
799,pandas-ml,pandas-ml/pandas-ml,others,,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55,153.0,,72.0,19.0,93.0,25.0,18.0,308.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000,11.0,1804.0,1804.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,
800,solt,Oulu-IMEDS/solt,image,,https://github.com/Oulu-IMEDS/solt,https://github.com/Oulu-IMEDS/solt,MIT,2018-08-02 15:09:05.000,2023-07-17 13:39:53.000000,2022-07-12 07:44:31,366.0,,19.0,6.0,31.0,20.0,39.0,260.0,Streaming over lightweight data transformations.,5.0,18,False,2020-03-10 14:09:31.000,0.1.9,18.0,solt,,,,,54.0,51.0,https://pypi.org/project/solt,2020-03-10 14:09:31.000,3.0,673.0,673.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
801,celer,mathurinm/celer,sklearn-utils,,https://github.com/mathurinm/celer,https://github.com/mathurinm/celer,BSD-3-Clause,2018-02-20 19:37:31.000,2023-07-26 15:59:24.000000,2023-07-21 09:03:49,260.0,,30.0,12.0,197.0,21.0,73.0,186.0,"Fast solver for L1-type problems: Lasso, sparse Logisitic regression, Group Lasso, weighted Lasso, Multitask Lasso, etc.",11.0,18,False,2023-07-26 15:36:39.000,0.7.3,15.0,celer,,,,['sklearn'],33.0,32.0,https://pypi.org/project/celer,2023-07-26 15:36:39.000,1.0,587.0,587.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
802,ipyexperiments,stas00/ipyexperiments,gpu-utilities,,https://github.com/stas00/ipyexperiments,https://github.com/stas00/ipyexperiments,Apache-2.0,2018-11-15 01:19:40.000,2023-12-15 03:22:24.000000,2023-12-15 03:22:22,207.0,4.0,11.0,8.0,2.0,,5.0,177.0,"Automatic GPU+CPU memory profiling, re-use and memory leaks detection using jupyter/ipython experiment containers.",3.0,18,False,2023-12-15 03:21:06.000,0.1.29,25.0,ipyexperiments,,,,['jupyter'],10.0,8.0,https://pypi.org/project/ipyexperiments,2023-12-15 03:21:06.000,2.0,582.0,582.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
803,modelkit,Cornerstone-OnDemand/modelkit,model-serialisation,,https://github.com/Cornerstone-OnDemand/modelkit,https://github.com/Cornerstone-OnDemand/modelkit,MIT,2021-05-14 12:10:51.000,2024-01-10 08:26:14.000000,2024-01-10 08:19:28,844.0,15.0,17.0,8.0,176.0,13.0,20.0,149.0,Toolkit for developing and maintaining ML models.,14.0,18,False,2024-01-08 09:06:42.000,0.0.31,32.0,modelkit,,,,,,,https://pypi.org/project/modelkit,2023-12-04 09:52:06.000,,2668.0,2668.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
804,nvidia-ml-py3,nicolargo/nvidia-ml-py3,gpu-utilities,,https://github.com/nicolargo/nvidia-ml-py3,https://github.com/nicolargo/nvidia-ml-py3,BSD-3-Clause,2017-06-03 07:47:03.000,2023-07-28 07:11:13.000000,2019-03-06 20:41:09,5.0,,57.0,5.0,2.0,2.0,1.0,126.0,Python 3 Bindings for the NVIDIA Management Library.,2.0,18,False,2017-06-03 07:43:46.000,7.352.0,1.0,nvidia-ml-py3,anaconda/nvidia-ml,,,,8709.0,8523.0,https://pypi.org/project/nvidia-ml-py3,2017-06-03 07:43:46.000,186.0,291808.0,291843.0,https://anaconda.org/anaconda/nvidia-ml,2023-06-16 19:26:58.970,1054.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
805,DeepMind Lab,deepmind/lab,reinforcement-learning,,https://github.com/google-deepmind/lab,https://github.com/google-deepmind/lab,,2016-11-30 13:41:26.000,2023-01-04 15:38:37.000000,2023-01-04 15:19:06,509.0,,1339.0,471.0,21.0,56.0,166.0,6960.0,A customisable 3D platform for agent-based AI research.,9.0,17,False,2020-12-07 11:26:33.000,release-2020-12-07,8.0,,,,,,,,,,,,,,,,,,,,3.0,,,,google-deepmind/lab,,,,,,,,,,,,,,,,
806,OpenKE,thunlp/OpenKE,graph,,https://github.com/thunlp/OpenKE,https://github.com/thunlp/OpenKE,MIT,2017-10-08 11:20:23.000,2024-01-10 11:51:05.000000,2024-01-10 11:51:05,143.0,29.0,957.0,103.0,28.0,21.0,355.0,3633.0,An Open-Source Package for Knowledge Embedding (KE).,14.0,17,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
807,Torch-Struct,harvardnlp/pytorch-struct,pytorch-utils,,https://github.com/harvardnlp/pytorch-struct,https://github.com/harvardnlp/pytorch-struct,MIT,2019-08-26 19:34:30.000,2022-04-20 08:21:20.000000,2022-01-30 19:49:08,271.0,,87.0,35.0,72.0,25.0,30.0,1095.0,"Fast, general, and tested differentiable structured prediction in PyTorch.",16.0,17,False,2021-02-15 20:20:59.000,0.5,2.0,torch-struct,,,,['pytorch'],,,https://pypi.org/project/torch-struct,2021-02-14 02:43:46.000,,2259.0,2259.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
808,Fiber,uber/fiber,distributed-ml,,https://github.com/uber/fiber,https://github.com/uber/fiber,Apache-2.0,2020-01-07 18:16:24.000,2023-03-19 22:55:22.000000,2021-03-15 07:00:08,66.0,,111.0,21.0,37.0,20.0,8.0,1041.0,Distributed Computing for AI Made Simple.,5.0,17,False,2020-07-09 03:28:28.000,0.2.1,6.0,fiber,,,,,70.0,69.0,https://pypi.org/project/fiber,2020-07-09 03:28:28.000,1.0,44.0,44.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
809,Tensor Sensor,parrt/tensor-sensor,pytorch-utils,,https://github.com/parrt/tensor-sensor,https://github.com/parrt/tensor-sensor,MIT,2020-08-28 22:54:04.000,2023-06-16 19:27:38.210000,2022-04-07 20:49:56,235.0,,36.0,13.0,13.0,8.0,16.0,745.0,"The goal of this library is to generate more helpful exception messages for matrix algebra expressions for numpy,..",4.0,17,False,2021-12-11 21:24:11.000,1.0,15.0,tensor-sensor,conda-forge/tensor-sensor,,,['pytorch'],29.0,29.0,https://pypi.org/project/tensor-sensor,,,2454.0,2557.0,https://anaconda.org/conda-forge/tensor-sensor,2023-06-16 19:27:38.210,2804.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
810,Caer,jasmcaus/caer,image,,https://github.com/jasmcaus/caer,https://github.com/jasmcaus/caer,MIT,2020-08-06 18:36:14.000,2023-10-13 12:16:35.000000,2023-04-01 08:26:45,5080.0,,111.0,19.0,58.0,2.0,13.0,727.0,"A lightweight Computer Vision library. Scale your models, not boilerplate.",8.0,17,True,2021-10-13 21:04:12.000,2.0.8,119.0,caer,,,https://caer.rtfd.io,,2.0,,https://pypi.org/project/caer,2021-10-13 21:04:12.000,2.0,2727.0,2727.0,,,,,,,,3.0,28.0,,,,,,,,,,,,,,,,,,,
811,cuSignal,rapidsai/cusignal,gpu-utilities,,https://github.com/rapidsai/cusignal,https://github.com/rapidsai/cusignal,Apache-2.0,2019-08-22 14:27:27.000,2023-09-21 18:53:21.000000,2023-09-21 18:53:18,1296.0,,121.0,43.0,435.0,25.0,130.0,701.0,GPU accelerated signal processing.,46.0,17,True,2023-08-09 16:45:21.000,23.08.00,21.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
812,nboost,koursaros-ai/nboost,nlp,,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25,1336.0,,65.0,18.0,21.0,29.0,50.0,673.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000,,27.0,27.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
813,Auto TS,AutoViML/Auto_TS,time-series-data,,https://github.com/AutoViML/Auto_TS,https://github.com/AutoViML/Auto_TS,Apache-2.0,2020-02-15 15:23:32.000,2023-12-03 18:37:20.000000,2023-12-03 18:37:11,285.0,9.0,106.0,17.0,21.0,,85.0,651.0,"Automatically build ARIMA, SARIMAX, VAR, FB Prophet and XGBoost Models on Time Series data sets with a Single Line of..",11.0,17,True,,,2.0,auto-ts,,,,,,,https://pypi.org/project/auto-ts,,,3705.0,3705.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
814,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52.0,30.0,12.0,9.0,15.0,628.0,Log TensorBoard events without touching TensorFlow.,5.0,17,False,,,,tensorboard_logger,,,,,165.0,165.0,https://pypi.org/project/tensorboard_logger,,,5284.0,5284.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
815,shap-hypetune,cerlymarco/shap-hypetune,hyperopt,,https://github.com/cerlymarco/shap-hypetune,https://github.com/cerlymarco/shap-hypetune,MIT,2021-05-16 09:30:03.000,2023-10-25 00:20:13.000000,2022-08-24 08:31:37,29.0,,65.0,6.0,5.0,2.0,26.0,510.0,A python package for simultaneous Hyperparameters Tuning and Features Selection for Gradient Boosting Models.,2.0,17,False,2022-08-24 08:33:07.000,0.2.6,9.0,shap-hypetune,,,,,16.0,15.0,https://pypi.org/project/shap-hypetune,2022-08-24 08:33:00.976,1.0,2536.0,2536.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
816,datmo,datmo/datmo,ml-experiments,,https://github.com/datmo/datmo,https://github.com/datmo/datmo,MIT,2017-11-03 05:46:43.000,2022-06-21 21:41:58.000000,2019-11-29 00:48:44,1051.0,,30.0,11.0,121.0,31.0,150.0,346.0,Open source production model management tool for data scientists.,6.0,17,False,2018-12-07 06:16:42.000,0.0.40,41.0,datmo,,,,,5.0,5.0,https://pypi.org/project/datmo,2018-12-07 06:16:42.000,,84.0,84.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
817,Brainiak,brainiak/brainiak,medical-data,,https://github.com/brainiak/brainiak,https://github.com/brainiak/brainiak,Apache-2.0,2016-02-08 23:19:27.000,2023-12-12 01:10:32.000000,2023-11-27 22:11:53,398.0,2.0,128.0,34.0,323.0,81.0,129.0,319.0,Brain Imaging Analysis Kit.,35.0,17,True,2019-08-27 23:52:29.000,0.9.1,15.0,brainiak,,brainiak/brainiak,,,1.0,,https://pypi.org/project/brainiak,2020-10-15 20:45:08.000,1.0,77.0,95.0,,,,https://hub.docker.com/r/brainiak/brainiak,2020-10-15 21:11:03.379549,1.0,1800.0,3.0,,,,,,,,,,,,,,,,,,,,
