,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
686,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,330.0,72.0,2.0,20.0,7.0,2904.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,21,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,['pytorch'],,3833.0,212.0,209.0,https://pypi.org/project/adabound,2019-02-26 04:23:45.000,3.0,3833.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
687,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,462.0,126.0,225.0,90.0,183.0,2325.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,21,False,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,204.0,2.0,,https://pypi.org/project/rl_coach,2019-10-10 14:17:10.000,2.0,204.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
688,pdftabextract,WZBSocialScienceCenter/pdftabextract,ocr,,https://github.com/WZBSocialScienceCenter/pdftabextract,https://github.com/WZBSocialScienceCenter/pdftabextract,Apache-2.0,2016-07-08 11:44:46.000,2022-06-24 09:51:22.000000,2022-06-24 09:51:22,171.0,,370.0,84.0,4.0,5.0,18.0,2211.0,A set of tools for extracting tables from PDF files helping to do data mining on (OCR-processed) scanned documents.,3.0,21,False,2018-01-09 08:00:24.000,0.3.0,5.0,pdftabextract,,,,,398.0,51.0,51.0,https://pypi.org/project/pdftabextract,2018-01-09 08:00:24.000,,398.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
689,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,250.0,54.0,35.0,16.0,105.0,2105.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,21,False,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,['pytorch'],,11208.0,,,https://pypi.org/project/reformer-pytorch,2021-11-06 23:09:00.000,,11208.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
690,Antialiased CNNs,adobe/antialiased-cnns,pytorch-utils,,https://github.com/adobe/antialiased-cnns,https://github.com/adobe/antialiased-cnns,CC BY-NC-SA 4.0,2019-05-14 20:51:25.000,2024-04-08 12:49:27.000000,2021-09-29 18:48:52,239.0,,200.0,38.0,7.0,15.0,33.0,1655.0,pip install antialiased-cnns to improve stability and accuracy.,6.0,21,False,2020-10-23 22:45:52.000,0.3,6.0,antialiased-cnns,,,['pytorch'],,7597.0,69.0,63.0,https://pypi.org/project/antialiased-cnns,2020-10-23 22:42:49.000,6.0,7597.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
691,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,135.0,101.0,150.0,21.0,20.0,1550.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,21,False,2022-02-18 18:01:38.000,0.8.6,233.0,lore,,,,,7742.0,24.0,24.0,https://pypi.org/project/lore,2022-02-18 18:01:38.000,,7742.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
692,MLBox,AxeldeRomblay/MLBox,hyperopt,,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000,2023-08-06 18:20:04.000000,2020-08-25 09:26:27,1121.0,,271.0,65.0,51.0,23.0,75.0,1494.0,MLBox is a powerful Automated Machine Learning python library.,9.0,21,False,2020-08-25 09:32:37.000,0.8.5,21.0,mlbox,,,,,1032.0,37.0,37.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000,,1032.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
693,anaGo,Hironsan/anago,nlp,,https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36.000,2022-12-07 23:44:31.000000,2021-04-01 12:34:50,298.0,,352.0,61.0,47.0,37.0,71.0,1481.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",11.0,21,False,2018-07-17 01:59:21.000,1.0.8,14.0,anago,,,['tensorflow'],,1086.0,40.0,34.0,https://pypi.org/project/anago,2018-07-17 01:59:21.000,6.0,1086.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
694,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,405.0,101.0,36.0,13.0,24.0,1427.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,21,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,['tensorflow'],,242.0,33.0,33.0,https://pypi.org/project/dltk,2018-02-26 17:43:57.000,,242.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
695,tensorrec,jfkirk/tensorrec,recommender-systems,,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000,2023-05-22 21:34:54.000000,2020-02-04 21:10:25,334.0,,222.0,64.0,48.0,40.0,90.0,1275.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,21,False,2019-04-02 00:53:47.000,0.26.2,30.0,tensorrec,,,['tensorflow'],,615.0,37.0,37.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000,,615.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
696,luminol,linkedin/luminol,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000,2023-05-09 00:52:44.000000,2023-05-09 00:52:44,72.0,,213.0,65.0,29.0,31.0,12.0,1184.0,Anomaly Detection and Correlation library.,9.0,21,False,2016-01-20 01:01:44.000,0.3.1,5.0,luminol,,,,,7931.0,82.0,80.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000,2.0,7931.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
697,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2024-02-10 16:41:21.000000,2024-02-10 16:41:20,438.0,,202.0,62.0,7.0,13.0,29.0,1142.0,Python AutoML for Trading Systems and Sports Betting.,5.0,21,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,2359.0,6.0,6.0,https://pypi.org/project/alphapy,2020-08-29 18:44:15.000,,2359.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
698,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2024-08-01 11:53:43.000000,2020-04-17 02:27:44,79.0,,144.0,25.0,77.0,51.0,37.0,1085.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,21,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,254943.0,5.0,,https://pypi.org/project/adtk,2020-04-17 02:18:00.000,5.0,254782.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,8880.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
699,TensorNets,taehoonlee/tensornets,tensorflow-utils,,https://github.com/taehoonlee/tensornets,https://github.com/taehoonlee/tensornets,MIT,2017-09-19 05:19:01.000,2021-01-02 06:28:10.000000,2021-01-02 06:26:24,284.0,,184.0,52.0,12.0,16.0,42.0,1003.0,High level network definitions with pre-trained weights in TensorFlow.,6.0,21,False,2020-03-31 04:38:27.000,0.4.6,12.0,tensornets,,,['tensorflow'],,408.0,88.0,84.0,https://pypi.org/project/tensornets,2020-03-31 04:35:15.000,4.0,408.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
700,PDPbox,SauceCat/PDPbox,data-viz,,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000,2024-09-03 22:24:30.000000,2023-06-05 01:35:02,228.0,,129.0,18.0,25.0,28.0,39.0,841.0,python partial dependence plot toolbox.,7.0,21,False,2023-06-05 02:53:01.145,0.3.0,4.0,pdpbox,conda-forge/pdpbox,,,,16472.0,26.0,,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000,26.0,16128.0,https://anaconda.org/conda-forge/pdpbox,2023-06-10 14:57:37.569,21704.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
701,deeplift,kundajelab/deeplift,interpretability,,https://github.com/kundajelab/deeplift,https://github.com/kundajelab/deeplift,MIT,2016-06-01 02:18:06.000,2022-04-28 10:04:52.000000,2021-11-11 17:50:26,553.0,,160.0,37.0,46.0,43.0,49.0,819.0,Public facing deeplift repo.,11.0,21,False,2018-07-13 21:11:52.000,0.6.6,21.0,deeplift,,,,,1022.0,108.0,99.0,https://pypi.org/project/deeplift,2020-11-11 09:32:57.000,9.0,1022.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
702,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2024-02-10 07:16:54.000000,2021-07-30 15:06:27,104.0,,126.0,30.0,29.0,21.0,34.0,772.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,21,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,['sklearn'],,1161.0,47.0,47.0,https://pypi.org/project/sklearn-deap,2021-07-30 15:13:54.000,,1161.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
703,TreeInterpreter,andosa/treeinterpreter,interpretability,,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000,2023-07-18 10:50:27.000000,2021-02-28 18:33:06,37.0,,141.0,24.0,19.0,26.0,5.0,744.0,Package for interpreting scikit-learns decision tree and random forest predictions.,11.0,21,False,2021-01-10 20:12:39.000,0.2.3,5.0,treeinterpreter,conda-forge/treeinterpreter,,['sklearn'],,40246.0,669.0,661.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000,8.0,40070.0,https://anaconda.org/conda-forge/treeinterpreter,2023-06-16 19:22:55.011,8489.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
704,Test Tube,williamFalcon/test-tube,hyperopt,,https://github.com/williamFalcon/test-tube,https://github.com/williamFalcon/test-tube,MIT,2017-09-06 02:14:57.000,2022-07-22 06:10:37.000000,2020-03-17 22:44:47,642.0,,74.0,25.0,37.0,27.0,21.0,736.0,Python library to easily log experiments and parallelize hyperparameter search for neural networks.,16.0,21,False,2019-12-01 01:19:50.000,0.7.5,64.0,test_tube,,,,26.0,42083.0,35.0,,https://pypi.org/project/test_tube,2019-12-01 01:19:50.000,35.0,42083.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
705,combo,yzhao062/combo,sklearn-utils,,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000,2023-01-14 04:46:24.000000,2023-01-14 04:46:24,210.0,,107.0,30.0,1.0,15.0,3.0,642.0,(AAAI 20) A Python Toolbox for Machine Learning Model Combination.,2.0,21,False,2022-04-02 16:20:07.000,0.1.3,13.0,combo,,,"['sklearn', 'xgboost']",,20170.0,678.0,661.0,https://pypi.org/project/combo,2022-04-02 16:20:07.000,17.0,20170.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
706,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,54.0,29.0,12.0,13.0,15.0,631.0,Log TensorBoard events without touching TensorFlow.,5.0,21,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,22896.0,227.0,219.0,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000,8.0,22896.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
707,skope-rules,scikit-learn-contrib/skope-rules,sklearn-utils,,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000,2024-01-31 14:01:51.000000,2023-02-14 11:18:28,249.0,,95.0,26.0,32.0,35.0,6.0,618.0,machine learning with logical rules in Python.,19.0,21,False,2020-12-11 09:37:02.000,1.0.1,4.0,skope-rules,,,['sklearn'],,19045.0,408.0,400.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000,8.0,19045.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
708,HpBandSter,automl/HpBandSter,hyperopt,,https://github.com/automl/HpBandSter,https://github.com/automl/HpBandSter,BSD-3-Clause,2017-12-17 20:28:20.000,2023-06-16 19:24:00.330000,2022-04-22 06:33:31,188.0,,111.0,26.0,23.0,66.0,35.0,609.0,a distributed Hyperband implementation on Steroids.,11.0,21,False,2019-07-30 12:47:43.000,1.0,8.0,hpbandster,conda-forge/hpbandster,,,,7607.0,494.0,469.0,https://pypi.org/project/hpbandster,2018-11-06 12:56:55.000,25.0,7182.0,https://anaconda.org/conda-forge/hpbandster,2023-06-16 19:24:00.330,19554.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
709,Neuraxle,Neuraxio/Neuraxle,hyperopt,,https://github.com/Neuraxio/Neuraxle,https://github.com/Neuraxio/Neuraxle,Apache-2.0,2019-03-26 21:01:54.000,2023-05-01 22:43:43.000000,2022-08-16 17:43:49,1877.0,,57.0,19.0,216.0,49.0,315.0,606.0,The worlds cleanest AutoML library - Do hyperparameter tuning with the right pipeline abstractions to write clean deep..,9.0,21,False,2022-08-16 19:54:29.000,0.8.1,27.0,neuraxle,,,,,879.0,64.0,63.0,https://pypi.org/project/neuraxle,2022-08-16 19:50:37.507,1.0,879.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
710,featurewiz,AutoViML/featurewiz,hyperopt,,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000,2024-05-02 14:24:25.000000,2024-05-02 14:23:46,346.0,,86.0,7.0,20.0,4.0,92.0,586.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code...,18.0,21,True,2024-02-10 13:12:00.000,0.5.7,162.0,featurewiz,,,,,39514.0,76.0,74.0,https://pypi.org/project/featurewiz,2024-02-10 13:12:00.000,2.0,39514.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
711,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2024-06-16 04:23:17.000000,2024-06-16 04:23:17,307.0,,105.0,9.0,15.0,6.0,16.0,581.0,Make Waffle Charts in Python.,6.0,21,True,2024-06-16 04:18:08.000,1.1.1,28.0,pywaffle,conda-forge/pywaffle,,,,8039.0,414.0,408.0,https://pypi.org/project/pywaffle,2024-06-16 04:18:08.000,6.0,7848.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,13413.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
712,seglearn,dmbee/seglearn,time-series-data,,https://github.com/dmbee/seglearn,https://github.com/dmbee/seglearn,BSD-3-Clause,2018-03-05 20:53:59.000,2022-08-27 09:01:18.000000,2022-08-27 09:00:35,283.0,,64.0,26.0,31.0,5.0,24.0,571.0,Python module for machine learning time series:.,14.0,21,False,2022-08-27 09:04:02.113,1.2.5,24.0,seglearn,,,,,1984.0,53.0,51.0,https://pypi.org/project/seglearn,2021-03-13 16:18:30.000,2.0,1984.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
713,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2024-07-08 19:15:42.000000,2024-07-08 19:11:02,771.0,,63.0,17.0,114.0,8.0,48.0,571.0,A simplified framework and utilities for PyTorch.,23.0,21,False,2024-07-08 19:12:54.000,1.17.2,38.0,poutyne,,,['pytorch'],,4527.0,148.0,143.0,https://pypi.org/project/poutyne,2024-07-08 19:15:42.000,5.0,4527.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
714,joypy,leotac/joypy,data-viz,,https://github.com/leotac/joypy,https://github.com/leotac/joypy,MIT,2017-07-30 17:18:50.000,2024-03-21 11:25:40.000000,2021-12-19 09:41:43,133.0,,58.0,10.0,21.0,15.0,37.0,558.0,Joyplots in Python with matplotlib & pandas.,8.0,21,False,2021-12-19 09:42:50.000,0.2.6,17.0,joypy,conda-forge/joypy,,,,13578.0,457.0,448.0,https://pypi.org/project/joypy,2021-12-19 09:42:50.000,9.0,13161.0,https://anaconda.org/conda-forge/joypy,2023-06-16 16:14:43.440,27958.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
715,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,167.0,56.0,20.0,39.0,60.0,548.0,Bayesian inference in HSMMs and HMMs.,13.0,21,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,286.0,33.0,32.0,https://pypi.org/project/pyhsmm,2017-05-10 17:14:37.000,1.0,286.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
716,Quantus,understandable-machine-intelligence-lab/quantus,interpretability,,https://github.com/understandable-machine-intelligence-lab/Quantus,https://github.com/understandable-machine-intelligence-lab/Quantus,GPL-3.0,2021-03-18 15:04:58.000,2024-10-08 08:24:02.000000,2024-10-08 08:24:02,1774.0,3.0,75.0,10.0,218.0,49.0,82.0,541.0,Quantus is an eXplainable AI toolkit for responsible evaluation of neural network explanations.,21.0,21,False,2023-12-05 11:42:47.000,0.5.3,27.0,quantus,,,,238.0,1431.0,36.0,35.0,https://pypi.org/project/quantus,2023-12-05 11:42:47.000,1.0,1424.0,,,,3.0,,,,,,,3.0,,,,,,,,,,,,,,,,,
717,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2024-08-20 18:39:53.000000,2021-11-18 21:06:54,172.0,,48.0,9.0,10.0,13.0,21.0,497.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,21,False,2023-11-17 16:33:58.000,0.6.1,14.0,apricot-select,,,,29.0,6850.0,152.0,144.0,https://pypi.org/project/apricot-select,2021-02-18 06:55:02.000,8.0,6850.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
718,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2024-09-23 04:22:16.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,225.0,15.0,40.0,496.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,21,False,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,"['pandas', 'spark']",238.0,19560.0,24.0,22.0,https://pypi.org/project/popmon,2023-07-18 10:32:00.587,2.0,19556.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
719,pykale,pykale/pykale,others,,https://github.com/pykale/pykale,https://github.com/pykale/pykale,MIT,2020-06-30 08:06:10.000,2024-10-04 17:41:19.000000,2024-09-24 15:52:47,3054.0,20.0,64.0,11.0,268.0,11.0,112.0,437.0,Knowledge-Aware machine LEarning (KALE): accessible machine learning from multiple sources for interdisciplinary..,25.0,21,True,2023-07-13 11:41:03.541,0.1.2,12.0,pykale,,,['pytorch'],,533.0,4.0,4.0,https://pypi.org/project/pykale,2022-04-12 08:56:50.000,,533.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
720,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,25.0,9.0,9.0,2.0,9.0,423.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,21,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,['pytorch'],,378457.0,1878.0,1872.0,https://pypi.org/project/julius,2022-09-20 06:43:57.063,6.0,378457.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
721,optunity,claesenm/optunity,hyperopt,,https://github.com/claesenm/optunity,https://github.com/claesenm/optunity,BSD-3-Clause,2014-05-28 17:29:11.000,2023-11-25 01:31:29.000000,2020-05-11 14:32:38,782.0,,79.0,24.0,12.0,48.0,49.0,415.0,optimization routines for hyperparameter tuning.,9.0,21,False,2015-09-30 05:02:00.000,1.1.1,6.0,optunity,,,,104.0,4739.0,135.0,132.0,https://pypi.org/project/optunity,2015-09-30 05:02:00.000,3.0,4739.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
722,animatplot,t-makaro/animatplot,data-viz,,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000,2024-09-01 04:12:59.669000,2024-08-29 18:18:33,183.0,5.0,38.0,9.0,32.0,17.0,20.0,410.0,A python package for animating plots build on matplotlib.,7.0,21,True,2024-08-29 18:26:55.000,0.4.3,11.0,animatplot,conda-forge/animatplot,,,,1289.0,64.0,60.0,https://pypi.org/project/animatplot,2024-08-29 17:08:23.000,4.0,986.0,https://anaconda.org/conda-forge/animatplot,2024-09-01 04:12:59.669,14591.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
723,tsflex,predict-idlab/tsflex,time-series-data,,https://github.com/predict-idlab/tsflex,https://github.com/predict-idlab/tsflex,MIT,2021-07-06 15:16:45.577,2024-09-06 09:28:23.000000,2024-09-06 09:27:10,824.0,3.0,26.0,8.0,78.0,33.0,23.0,397.0,Flexible time series feature extraction & processing.,6.0,21,True,2024-09-06 09:28:53.000,0.4.1,38.0,tsflex,conda-forge/tsflex,,,,2117.0,19.0,17.0,https://pypi.org/project/tsflex,2024-09-06 09:26:32.000,2.0,1451.0,https://anaconda.org/conda-forge/tsflex,2024-04-08 09:54:58.786,26008.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
724,SUOD,yzhao062/SUOD,others,,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000,2024-02-08 01:53:44.000000,2024-02-08 01:48:49,168.0,,49.0,17.0,2.0,12.0,3.0,377.0,(MLSys 21) An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,3.0,21,True,2024-02-08 01:53:44.000,0.1.3,14.0,suod,,,,,9356.0,540.0,532.0,https://pypi.org/project/suod,2024-02-08 01:53:44.000,8.0,9356.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
725,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2024-02-25 19:17:18.000000,2024-02-25 19:17:13,576.0,,85.0,29.0,318.0,75.0,27.0,373.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,21,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,['tensorflow'],,32495.0,7.0,,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,32495.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
726,impyute,eltonlaw/impyute,others,,https://github.com/eltonlaw/impyute,https://github.com/eltonlaw/impyute,MIT,2017-01-21 09:16:27.000,2021-11-06 21:15:04.000000,2021-11-06 21:15:04,292.0,,49.0,11.0,37.0,29.0,37.0,352.0,Data imputations library to preprocess datasets with missing data.,11.0,21,False,2019-04-29 02:33:05.659,0.0.8,8.0,impyute,,,,,5071.0,257.0,241.0,https://pypi.org/project/impyute,2017-05-31 08:31:47.000,16.0,5071.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
727,launchpad,deepmind/launchpad,distributed-ml,,https://github.com/google-deepmind/launchpad,https://github.com/google-deepmind/launchpad,Apache-2.0,2021-02-18 15:16:49.000,2023-08-22 08:22:46.000000,2023-08-22 08:22:26,367.0,,36.0,18.0,6.0,19.0,21.0,310.0,Launchpad is a library that simplifies writing distributed programs and seamlessly launching them on a range of..,28.0,21,False,2022-04-28 06:23:38.000,0.5.2,9.0,dm-launchpad,,,['tensorflow'],,1928.0,118.0,115.0,https://pypi.org/project/dm-launchpad,2022-04-28 06:23:38.000,3.0,1928.0,,,,3.0,,,,,,google-deepmind/launchpad,,,,,,,,,,,,,,,,,,
728,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2024-04-18 12:38:22.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,42.0,8.0,10.0,285.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,21,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,"['sklearn', 'spark']",,493643.0,20.0,18.0,https://pypi.org/project/sk-dist,2020-05-14 22:20:14.000,2.0,493643.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
729,OMLT,cog-imperial/omlt,model-serialisation,,https://github.com/cog-imperial/OMLT,https://github.com/cog-imperial/OMLT,,2021-06-03 12:39:38.000,2024-08-26 15:06:41.000000,2024-08-24 17:15:47,524.0,4.0,57.0,14.0,90.0,26.0,39.0,272.0,Represent trained machine learning models as Pyomo optimization formulations.,21.0,21,False,2024-08-26 15:06:41.000,1.2.0,8.0,omlt,,,,,12266.0,24.0,21.0,https://pypi.org/project/omlt,2024-08-26 15:06:41.000,3.0,12266.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
