,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,bitbucket_id
774,recmetrics,statisticianinstilettos/recmetrics,,recommender-systems,https://github.com/statisticianinstilettos/recmetrics,https://github.com/statisticianinstilettos/recmetrics,MIT,2018-10-15 15:29:49.000000,2021-10-27 14:22:31.000000,2021-10-27 14:16:34.000000,237.0,3.0,76,10.0,20.0,7.0,10.0,337.0,A library of metrics for evaluating recommender systems.,13.0,18,True,2021-09-24 21:30:26.000000,0.1.0,15.0,recmetrics,,,,,22.0,22.0,https://pypi.org/project/recmetrics,2021-09-24 21:30:26.000000,,597.0,597.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
775,scikit-tda,scikit-tda/scikit-tda,,sklearn-utils,https://github.com/scikit-tda/scikit-tda,https://github.com/scikit-tda/scikit-tda,MIT,2018-04-13 21:00:31.000000,2021-10-01 15:05:45.000000,2021-08-03 00:21:54.000000,60.0,,39,14.0,5.0,12.0,4.0,325.0,Topological Data Analysis for Python.,3.0,18,True,2021-08-03 00:23:20.000000,1.0.0,4.0,scikit-tda,,,,['sklearn'],24.0,24.0,https://pypi.org/project/scikit-tda,2021-08-03 00:23:20.000000,,3657.0,3657.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
776,TextBox,RUCAIBox/TextBox,,nlp,https://github.com/RUCAIBox/TextBox,https://github.com/RUCAIBox/TextBox,MIT,2020-11-08 07:35:46.000000,2021-12-30 06:07:50.000000,2021-12-26 03:05:14.000000,694.0,48.0,57,10.0,152.0,3.0,15.0,325.0,TextBox is an open-source library for building text generation system.,12.0,18,True,2021-04-15 13:39:28.000000,0.2.1,10.0,textbox,,,,,5.0,5.0,https://pypi.org/project/textbox,2021-04-15 09:35:06.000000,,51.0,51.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
777,bodywork-core,bodywork-ml/bodywork-core,,data-pipelines,https://github.com/bodywork-ml/bodywork-core,https://github.com/bodywork-ml/bodywork-core,AGPL-3.0,2020-11-17 11:38:17.000000,2021-12-24 13:01:44.000000,2021-12-24 12:45:51.000000,778.0,50.0,16,9.0,99.0,7.0,48.0,316.0,"ML pipeline orchestration and model deployments on Kubernetes, made really easy.",4.0,18,False,2021-07-05 08:15:59.000000,2.1.7,46.0,bodywork,,,,,9.0,9.0,https://pypi.org/project/bodywork,2021-12-24 12:53:14.000000,,190.0,190.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
778,Sherpa,sherpa-ai/sherpa,,hyperopt,https://github.com/sherpa-ai/sherpa,https://github.com/sherpa-ai/sherpa,GPL-3.0,2018-05-16 21:41:54.000000,2020-10-18 07:57:50.000000,2020-10-18 07:57:48.000000,823.0,,49,11.0,60.0,15.0,41.0,308.0,"Hyperparameter optimization that enables researchers to experiment, visualize, and scale quickly.",43.0,18,False,2020-07-31 05:29:09.000000,1.0.7,8.0,parameter-sherpa,,,,,19.0,17.0,https://pypi.org/project/parameter-sherpa,2019-11-23 21:32:27.000000,2.0,249.0,249.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
779,pandas-ml,pandas-ml/pandas-ml,,others,https://github.com/pandas-ml/pandas-ml,https://github.com/pandas-ml/pandas-ml,BSD-3-Clause,2015-02-21 03:14:04.000000,2020-08-14 12:29:33.000000,2019-03-05 01:36:55.000000,153.0,,60,20.0,93.0,24.0,17.0,281.0,"pandas, scikit-learn, xgboost and seaborn integration.",4.0,18,False,2019-03-05 01:36:12.000000,0.6.1,9.0,pandas-ml,,,,"['sklearn', 'pandas']",11.0,,https://pypi.org/project/pandas-ml,2019-03-05 01:35:23.000000,11.0,3570.0,3570.0,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,
780,model-card-toolkit,tensorflow/model-card-toolkit,,interpretability,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000000,2022-01-11 01:01:48.000000,2022-01-11 01:01:44.000000,186.0,39.0,42,11.0,174.0,13.0,2.0,246.0,a tool that leverages rich metadata and lineage information in MLMD to build a model card.,11.0,18,False,2022-01-06 17:29:20.000000,1.2.0,7.0,model-card-toolkit,,,,,6.0,6.0,https://pypi.org/project/model-card-toolkit,2022-01-04 18:19:01.000000,,223.0,223.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
781,fairness-indicators,tensorflow/fairness-indicators,,interpretability,https://github.com/tensorflow/fairness-indicators,https://github.com/tensorflow/fairness-indicators,Apache-2.0,2019-09-30 22:56:45.000000,2021-12-03 20:30:47.000000,2021-12-03 19:26:37.000000,279.0,4.0,68,19.0,269.0,12.0,8.0,239.0,Tensorflows Fairness Evaluation and Visualization Toolkit.,25.0,18,False,2021-12-03 20:30:47.000000,0.36.0,22.0,fairness-indicators,,,,"['tensorflow', 'jupyter']",,,https://pypi.org/project/fairness-indicators,2021-12-03 20:30:47.000000,,710.0,710.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
782,skift,shaypal5/skift,,nlp,https://github.com/shaypal5/skift,https://github.com/shaypal5/skift,MIT,2018-02-03 11:37:21.000000,2022-01-13 13:06:09.000000,2022-01-13 13:06:06.000000,133.0,4.0,22,11.0,7.0,2.0,9.0,224.0,scikit-learn wrappers for Python fastText.,8.0,18,False,2021-12-13 07:35:28.000000,0.0.21,16.0,skift,,,,['sklearn'],11.0,11.0,https://pypi.org/project/skift,2021-12-13 07:34:53.000000,,652.0,652.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
783,OpenNRE,thunlp/OpenNRE,,nlp,https://github.com/thunlp/OpenNRE,https://github.com/thunlp/OpenNRE,MIT,2017-02-26 07:37:12.000000,2021-12-09 19:53:22.000000,2021-12-09 19:53:22.000000,161.0,3.0,912,120.0,20.0,21.0,320.0,3464.0,An Open-Source Package for Neural Relation Extraction (NRE).,10.0,17,True,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
784,NeuroNER,Franck-Dernoncourt/NeuroNER,,nlp,https://github.com/Franck-Dernoncourt/NeuroNER,https://github.com/Franck-Dernoncourt/NeuroNER,MIT,2017-03-07 01:24:15.000000,2021-10-16 02:17:23.000000,2019-10-02 23:26:11.000000,132.0,,449,84.0,30.0,82.0,67.0,1582.0,Named-entity recognition using neural networks. Easy-to-use and state-of-the-art results.,7.0,17,False,2019-10-02 23:30:15.000000,1.0.8,7.0,pyneuroner,,,,,,,https://pypi.org/project/pyneuroner,2019-10-02 23:30:15.000000,,115.0,115.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
785,Lambda Networks,lucidrains/lambda-networks,,pytorch-utils,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30.000000,31.0,,152,46.0,3.0,12.0,15.0,1497.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,17,False,2020-11-18 08:19:23.000000,0.4.0,11.0,lambda-networks,,,,['pytorch'],4.0,4.0,https://pypi.org/project/lambda-networks,2020-11-18 08:19:23.000000,,64.0,64.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
786,Advisor,tobegit3hub/advisor,,hyperopt,https://github.com/tobegit3hub/advisor,https://github.com/tobegit3hub/advisor,Apache-2.0,2017-09-14 03:50:33.000000,2019-11-11 07:09:57.869705,2019-11-11 06:59:31.000000,165.0,,255,51.0,13.0,20.0,13.0,1430.0,Open-source implementation of Google Vizier for hyper parameters tuning.,11.0,17,False,2018-10-18 02:54:09.000000,0.1.6,4.0,advisor,,tobegit3hub/advisor,,,,,https://pypi.org/project/advisor,2018-10-18 02:54:09.000000,,71.0,102.0,,,,https://hub.docker.com/r/tobegit3hub/advisor,2019-11-11 07:09:57.869705,,1642.0,3.0,,,,,,,,,,,,,,,,,,,,,
787,robustness,MadryLab/robustness,,adversarial,https://github.com/MadryLab/robustness,https://github.com/MadryLab/robustness,MIT,2019-08-21 09:26:33.000000,2022-01-09 12:27:01.000000,2021-11-30 00:11:07.000000,141.0,2.0,123,16.0,39.0,14.0,54.0,651.0,"A library for experimenting with, training and evaluating neural networks, with a focus on adversarial robustness.",13.0,17,True,2020-12-01 06:11:12.000000,1.2.1.post2,10.0,robustness,,,,,71.0,69.0,https://pypi.org/project/robustness,2020-12-01 06:21:33.000000,2.0,796.0,796.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
788,ThunderGBM,Xtra-Computing/thundergbm,,ml-frameworks,https://github.com/Xtra-Computing/thundergbm,https://github.com/Xtra-Computing/thundergbm,Apache-2.0,2016-11-11 09:58:08.000000,2021-11-23 01:55:15.000000,2021-01-05 04:22:15.000000,606.0,,81,25.0,4.0,32.0,36.0,617.0,ThunderGBM: Fast GBDTs and Random Forests on GPUs.,10.0,17,True,2020-05-01 23:16:25.000000,0.3.16,24.0,thundergbm,,,,,,,https://pypi.org/project/thundergbm,2020-05-01 23:16:25.000000,,109.0,109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
789,nboost,koursaros-ai/nboost,,nlp,https://github.com/koursaros-ai/nboost,https://github.com/koursaros-ai/nboost,Apache-2.0,2019-10-29 20:56:24.000000,2020-09-30 14:51:16.000000,2020-07-16 19:48:25.000000,1336.0,,65,19.0,21.0,29.0,50.0,604.0,"NBoost is a scalable, search-api-boosting platform for deploying transformer models to improve the relevance of search..",10.0,17,False,2020-06-12 20:05:15.000000,0.3.9,26.0,nboost,,,,,3.0,3.0,https://pypi.org/project/nboost,2020-06-12 20:05:15.000000,,91.0,91.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
790,TF Compression,tensorflow/compression,,tensorflow-utils,https://github.com/tensorflow/compression,https://github.com/tensorflow/compression,Apache-2.0,2018-05-15 23:32:19.000000,2022-01-09 09:24:14.000000,2022-01-09 09:19:02.000000,176.0,2.0,202,42.0,15.0,3.0,73.0,566.0,Data compression in TensorFlow.,10.0,17,True,2021-05-14 00:38:32.000000,2.2,11.0,tensorflow-compression,,,,['tensorflow'],1.0,,https://pypi.org/project/tensorflow-compression,2021-05-14 00:25:53.000000,1.0,425.0,425.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
791,Auto Tune Models,HDI-Project/ATM,,hyperopt,https://github.com/HDI-Project/ATM,https://github.com/HDI-Project/ATM,MIT,2016-10-14 18:03:00.000000,2020-02-21 17:44:07.000000,2020-02-21 17:40:58.000000,775.0,,129,60.0,72.0,17.0,71.0,513.0,"Auto Tune Models - A multi-tenant, multi-data system for automated machine learning (model selection and tuning).",16.0,17,False,2019-07-30 09:28:26.000000,0.2.2,14.0,atm,,,,,9.0,9.0,https://pypi.org/project/atm,2019-07-30 09:25:11.000000,,103.0,103.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
792,animatplot,t-makaro/animatplot,,data-viz,https://github.com/t-makaro/animatplot,https://github.com/t-makaro/animatplot,MIT,2017-04-03 00:54:04.000000,2021-04-07 10:46:25.000000,2020-10-05 06:14:18.000000,178.0,,34,10.0,29.0,17.0,17.0,386.0,A python package for animating plots build on matplotlib.,7.0,17,False,2020-10-05 06:20:52.000000,0.4.2,10.0,animatplot,conda-forge/animatplot,,,,32.0,30.0,https://pypi.org/project/animatplot,2020-10-05 06:20:52.000000,2.0,370.0,578.0,https://anaconda.org/conda-forge/animatplot,2020-10-06 02:02:00.460000,7312.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
793,Sematch,gsi-upm/sematch,,graph,https://github.com/gsi-upm/sematch,https://github.com/gsi-upm/sematch,Apache-2.0,2012-11-30 11:11:53.000000,2020-11-05 21:20:52.000000,2019-03-27 03:17:24.000000,122.0,,101,71.0,5.0,14.0,19.0,373.0,semantic similarity framework for knowledge graph.,5.0,17,False,2017-04-17 10:56:52.000000,1.0.4,5.0,sematch,,,,,34.0,31.0,https://pypi.org/project/sematch,2017-04-17 10:56:52.000000,3.0,194.0,194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
794,Pywick,achaiah/pywick,,pytorch-utils,https://github.com/achaiah/pywick,https://github.com/achaiah/pywick,MIT,2019-03-25 15:42:47.000000,2021-12-14 22:07:33.000000,2021-10-22 03:09:17.000000,149.0,8.0,38,14.0,39.0,2.0,12.0,365.0,High-level batteries-included neural network training library for Pytorch.,4.0,17,True,2021-10-22 03:19:11.000000,0.6.5,8.0,pywick,,,,['pytorch'],5.0,5.0,https://pypi.org/project/pywick,2021-10-22 03:19:11.000000,,50.0,50.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
795,DeepGraph,deepgraph/deepgraph,,graph,https://github.com/deepgraph/deepgraph,https://github.com/deepgraph/deepgraph,BSD-3-Clause,2015-10-27 12:28:45.000000,2021-11-08 16:53:47.290000,2021-06-14 10:58:10.000000,162.0,,36,17.0,1.0,9.0,5.0,248.0,Analyze Data with Pandas-based Networks. Documentation:.,2.0,17,False,2020-10-01 13:20:38.000000,0.2.3,13.0,deepgraph,conda-forge/deepgraph,,,['pandas'],3.0,3.0,https://pypi.org/project/deepgraph,2020-10-01 13:18:38.000000,,210.0,2396.0,https://anaconda.org/conda-forge/deepgraph,2021-11-08 16:53:47.290000,115891.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
796,textaugment,dsfsi/textaugment,,nlp,https://github.com/dsfsi/textaugment,https://github.com/dsfsi/textaugment,MIT,2019-05-06 12:28:19.000000,2021-09-15 07:35:53.000000,2021-09-15 07:35:53.000000,60.0,,35,5.0,4.0,10.0,13.0,200.0,TextAugment: Text Augmentation Library.,5.0,17,False,2020-11-05 15:04:26.000000,1.3.4,8.0,textaugment,,,,,12.0,12.0,https://pypi.org/project/textaugment,2020-11-05 15:02:11.000000,,2884.0,2885.0,,,,,,,,3.0,53.0,,,,,,,,,,,,,,,,,,,,
797,skggm,skggm/skggm,,sklearn-utils,https://github.com/skggm/skggm,https://github.com/skggm/skggm,MIT,2016-06-11 18:35:56.000000,2021-10-01 04:11:05.000000,2020-12-24 05:43:15.000000,701.0,,34,9.0,58.0,28.0,47.0,191.0,Scikit-learn compatible estimation of general graphical models.,5.0,17,False,2018-09-12 01:12:49.000000,0.2.8,6.0,skggm,,,,['sklearn'],10.0,8.0,https://pypi.org/project/skggm,2018-09-12 01:12:49.000000,2.0,39.0,39.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
798,nx-altair,Zsailer/nx_altair,,data-viz,https://github.com/Zsailer/nx_altair,https://github.com/Zsailer/nx_altair,MIT,2018-05-13 00:10:12.000000,2022-01-08 12:10:11.000000,2020-06-02 21:10:26.000000,51.0,,23,10.0,14.0,6.0,4.0,187.0,Draw interactive NetworkX graphs with Altair.,3.0,17,False,2020-06-02 21:11:12.000000,0.1.6,8.0,nx-altair,,,,['jupyter'],3.0,,https://pypi.org/project/nx-altair,2020-06-02 21:11:12.000000,3.0,4229.0,4229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
799,flupy,olirice/flupy,,data-pipelines,https://github.com/olirice/flupy,https://github.com/olirice/flupy,MIT,2018-01-06 16:46:04.000000,2021-11-05 17:01:59.000000,2021-11-05 17:01:56.000000,195.0,1.0,12,8.0,13.0,3.0,9.0,169.0,Fluent data pipelines for python and your shell.,6.0,17,False,2021-10-15 12:35:59.000000,1.1.9,37.0,flupy,,,,,1.0,,https://pypi.org/project/flupy,2021-10-15 12:35:59.000000,1.0,27836.0,27836.0,,,,,,,,3.0,,,-2.0,,,,,,,,,,,,,,,,,,
800,featurewiz,AutoViML/featurewiz,,hyperopt,https://github.com/AutoViML/featurewiz,https://github.com/AutoViML/featurewiz,Apache-2.0,2020-11-29 16:46:16.000000,2022-01-12 15:09:59.000000,2022-01-12 15:09:16.000000,146.0,31.0,32,1.0,1.0,2.0,9.0,121.0,Use advanced feature engineering strategies and select best features from your data set with a single line of code.,3.0,17,False,2022-01-12 15:09:59.000000,0.0.82,63.0,featurewiz,,,,,4.0,3.0,https://pypi.org/project/featurewiz,2022-01-12 15:09:59.000000,1.0,4074.0,4074.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
801,Feature Engine,solegalli/feature_engine,,others,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639000,2022-01-04 17:54:20.182000,2021-08-06 12:03:40.000000,126.0,,5,1.0,1.0,,,11.0,Feature engineering package with sklearn like functionality.,24.0,17,False,2022-01-04 14:15:17.000000,1.2.0,29.0,feature_engine,conda-forge/feature_engine,,,,34.0,,https://pypi.org/project/feature_engine,2022-01-04 14:15:17.000000,34.0,57733.0,58147.0,https://anaconda.org/conda-forge/feature_engine,2022-01-04 17:54:20.182000,7047.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
802,StarSpace,facebookresearch/StarSpace,,ml-frameworks,https://github.com/facebookresearch/StarSpace,https://github.com/facebookresearch/StarSpace,MIT,2017-06-28 17:50:18.000000,2021-11-03 16:23:46.000000,2019-12-13 19:03:25.000000,138.0,,500,182.0,109.0,50.0,148.0,3713.0,"Learning embeddings for classification, retrieval and ranking.",17.0,16,False,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
803,Euler,alibaba/euler,,graph,https://github.com/alibaba/euler,https://github.com/alibaba/euler,Apache-2.0,2019-01-10 06:32:32.000000,2021-12-30 02:31:11.000000,2020-07-29 05:53:01.000000,8.0,,545,138.0,25.0,214.0,102.0,2710.0,A distributed graph deep learning framework.,5.0,16,False,2020-07-07 02:24:18.000000,2.0.0,2.0,euler-gl,,,,['tensorflow'],,,https://pypi.org/project/euler-gl,2019-04-10 01:53:45.000000,,16.0,16.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
804,GraphEmbedding,shenweichen/GraphEmbedding,,graph,https://github.com/shenweichen/GraphEmbedding,https://github.com/shenweichen/GraphEmbedding,MIT,2019-02-11 16:27:20.000000,2022-01-06 09:34:21.000000,2020-10-18 09:32:47.000000,28.0,,757,51.0,10.0,39.0,14.0,2509.0,Implementation and experiments of graph embedding algorithms.,8.0,16,False,,,,,,,,['sklearn'],13.0,13.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
805,Mara Pipelines,mara/mara-pipelines,,data-pipelines,https://github.com/mara/mara-pipelines,https://github.com/mara/mara-pipelines,MIT,2018-03-31 20:37:22.000000,2021-10-27 08:01:17.000000,2021-09-18 06:45:18.000000,141.0,,86,58.0,46.0,11.0,13.0,1850.0,"A lightweight opinionated ETL framework, halfway between plain scripts and Apache Airflow.",16.0,16,True,2021-01-23 22:34:03.000000,3.1.2,7.0,mara-pipelines,,,,,8.0,8.0,https://pypi.org/project/mara-pipelines,2021-01-23 22:34:03.000000,,79.0,79.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
806,pycls,facebookresearch/pycls,,image,https://github.com/facebookresearch/pycls,https://github.com/facebookresearch/pycls,MIT,2019-06-10 22:47:17.000000,2021-10-14 20:53:57.000000,2021-08-19 02:33:54.000000,91.0,,207,58.0,95.0,21.0,56.0,1827.0,"Codebase for Image Classification Research, written in PyTorch.",13.0,16,True,2021-05-21 00:29:47.000000,0.2,2.0,,,,,['pytorch'],4.0,4.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
807,automl-gs,minimaxir/automl-gs,,hyperopt,https://github.com/minimaxir/automl-gs,https://github.com/minimaxir/automl-gs,MIT,2019-01-13 18:57:44.000000,2019-10-22 11:20:40.000000,2019-04-05 06:48:14.000000,102.0,,164,58.0,10.0,26.0,6.0,1766.0,"Provide an input CSV and a target field to predict, generate a model + code to run it.",7.0,16,False,2019-04-05 06:51:04.000000,0.2.1,2.0,automl_gs,,,,,,,https://pypi.org/project/automl_gs,2019-04-05 06:47:54.000000,,28.0,28.0,,,,,,,,3.0,27.0,,,,,,,,,,,,,,,,,,,,
808,Xcessiv,reiinakano/xcessiv,,hyperopt,https://github.com/reiinakano/xcessiv,https://github.com/reiinakano/xcessiv,Apache-2.0,2017-03-07 18:18:25.000000,2018-06-06 22:23:37.000000,2017-08-21 00:51:15.000000,316.0,,109,54.0,34.0,22.0,13.0,1263.0,"A web-based application for quick, scalable, and automated hyperparameter tuning and stacked ensembling in Python.",6.0,16,False,2017-08-21 00:53:25.000000,0.5.1,34.0,xcessiv,,,,,2.0,1.0,https://pypi.org/project/xcessiv,2017-08-21 00:49:41.000000,1.0,50.0,50.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
809,torchsde,google-research/torchsde,,pytorch-utils,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38.000000,157.0,,99,31.0,66.0,7.0,36.0,894.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,16,True,2021-01-05 18:31:38.000000,0.2.4,4.0,,,,,['pytorch'],9.0,9.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
810,MedicalTorch,perone/medicaltorch,,medical-data,https://github.com/perone/medicaltorch,https://github.com/perone/medicaltorch,Apache-2.0,2018-02-27 02:50:07.000000,2021-12-04 23:52:48.000000,2021-04-16 18:50:54.000000,57.0,,112,49.0,19.0,14.0,9.0,759.0,A medical imaging framework for Pytorch.,8.0,16,True,2018-11-24 00:33:11.000000,0.2,2.0,medicaltorch,,,,['pytorch'],11.0,11.0,https://pypi.org/project/medicaltorch,2018-11-24 00:29:36.000000,,129.0,129.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
811,Tez,abhishekkrthakur/tez,,pytorch-utils,https://github.com/abhishekkrthakur/tez,https://github.com/abhishekkrthakur/tez,Apache-2.0,2020-11-13 10:19:22.000000,2022-01-12 16:54:01.000000,2021-12-28 11:56:11.000000,85.0,1.0,106,11.0,5.0,18.0,10.0,742.0,Tez is a super-simple and lightweight Trainer for PyTorch. It also comes with many utils that you can use to tackle..,1.0,16,True,2021-12-28 11:56:53.000000,0.2.0,14.0,tez,,,,['pytorch'],20.0,18.0,https://pypi.org/project/tez,2021-12-28 11:56:53.000000,2.0,980.0,980.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
812,HyperparameterHunter,HunterMcGushion/hyperparameter_hunter,,hyperopt,https://github.com/HunterMcGushion/hyperparameter_hunter,https://github.com/HunterMcGushion/hyperparameter_hunter,MIT,2018-06-01 23:17:00.000000,2021-01-20 03:52:41.000000,2021-01-20 03:52:40.000000,1096.0,,87,25.0,101.0,37.0,84.0,681.0,Easy hyperparameter optimization and automatic result saving across machine learning algorithms and libraries.,4.0,16,True,2019-08-06 09:09:45.000000,3.0.0,16.0,hyperparameter-hunter,,,,,2.0,,https://pypi.org/project/hyperparameter-hunter,2019-08-06 08:52:20.000000,2.0,91.0,99.0,,,,,,,,3.0,329.0,,,,,,,,,,,,,,,,,,,,
813,Anchor,marcotcr/anchor,,interpretability,https://github.com/marcotcr/anchor,https://github.com/marcotcr/anchor,BSD-2-Clause,2018-02-02 23:38:50.000000,2021-11-17 21:38:50.000000,2021-11-17 21:38:50.000000,45.0,1.0,93,24.0,10.0,18.0,51.0,679.0,Code for High-Precision Model-Agnostic Explanations paper.,10.0,16,True,,,8.0,anchor_exp,,,,,,,https://pypi.org/project/anchor_exp,2020-06-26 20:56:50.000000,,3192.0,3192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
814,textflint,textflint/textflint,,adversarial,https://github.com/textflint/textflint,https://github.com/textflint/textflint,GPL-3.0,2021-03-06 11:15:52.000000,2022-01-12 11:01:21.000000,2021-10-08 13:25:47.000000,169.0,,84,18.0,13.0,1.0,25.0,535.0,Unified Multilingual Robustness Evaluation Toolkit for Natural Language Processing.,12.0,16,False,2021-08-30 06:41:29.000000,0.0.5,5.0,textflint,,,,,2.0,2.0,https://pypi.org/project/textflint,2021-08-30 06:41:29.000000,,89.0,89.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
815,kale,kubeflow-kale/kale,,data-pipelines,https://github.com/kubeflow-kale/kale,https://github.com/kubeflow-kale/kale,Apache-2.0,2019-01-24 17:58:44.000000,2022-01-13 16:50:48.000000,2021-10-20 12:44:09.000000,644.0,1.0,89,16.0,252.0,83.0,72.0,474.0,Kubeflows superfood for Data Scientists.,10.0,16,True,2021-05-19 12:56:53.000000,0.7.0,15.0,kubeflow-kale,,,,['jupyter'],,,https://pypi.org/project/kubeflow-kale,2021-05-19 12:56:53.000000,,982.0,982.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
816,LOFO,aerdem4/lofo-importance,,interpretability,https://github.com/aerdem4/lofo-importance,https://github.com/aerdem4/lofo-importance,MIT,2019-01-14 10:46:46.000000,2021-10-04 13:21:59.000000,2021-10-04 13:20:39.000000,26.0,,52,13.0,26.0,4.0,13.0,424.0,Leave One Feature Out Importance.,3.0,16,True,2021-10-04 13:21:59.000000,0.3.1,11.0,lofo-importance,,,,,6.0,6.0,https://pypi.org/project/lofo-importance,2021-10-04 13:21:59.000000,,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
817,OpenRec,ylongqi/openrec,,recommender-systems,https://github.com/ylongqi/openrec,https://github.com/ylongqi/openrec,Apache-2.0,2017-11-29 16:04:40.000000,2021-11-10 19:40:54.000000,2020-02-19 07:57:17.000000,213.0,,84,36.0,42.0,5.0,12.0,390.0,OpenRec is an open-source and modular library for neural network-inspired recommendation algorithms.,11.0,16,False,2020-02-18 06:52:11.000000,0.3.0,12.0,openrec,,,,,2.0,1.0,https://pypi.org/project/openrec,2020-02-18 06:52:11.000000,1.0,28.0,28.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
818,tfdeploy,riga/tfdeploy,,model-serialisation,https://github.com/riga/tfdeploy,https://github.com/riga/tfdeploy,BSD-3-Clause,2016-03-07 13:08:21.000000,2021-01-08 09:52:54.000000,2021-01-08 09:52:49.000000,170.0,,38,23.0,5.0,11.0,23.0,345.0,Deploy tensorflow graphs for fast evaluation and export to tensorflow-less environments running numpy.,4.0,16,True,2017-03-30 10:51:26.000000,0.4.2,22.0,tfdeploy,,,,['tensorflow'],2.0,,https://pypi.org/project/tfdeploy,2017-03-30 10:51:26.000000,2.0,66.0,66.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
