,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
706,somoclu,peterwittek/somoclu,distributed-ml,,https://github.com/peterwittek/somoclu,https://github.com/peterwittek/somoclu,MIT,2013-01-16 06:33:16.000,2023-10-13 23:30:32.439000,2022-09-26 07:14:12,621.0,,66.0,27.0,29.0,30.0,113.0,253.0,"Massively parallel self-organizing maps: accelerate training on multicore CPUs, GPUs, and clusters.",19.0,21,False,2023-02-18 02:51:08.166,1.7.6,18.0,somoclu,conda-forge/somoclu,,,,12.0,,https://pypi.org/project/somoclu,2195.0,4435.0,https://anaconda.org/conda-forge/somoclu,2023-10-13 23:30:32.439,82277.0,,,,,3.0,1812.0,2023-02-18 02:51:08.166,12.0,,,,,,,,,,,,,,,,,,,
707,upgini,upgini/upgini,tabular,,https://github.com/upgini/upgini,https://github.com/upgini/upgini,BSD-3-Clause,2021-12-08 21:53:58.000,2023-11-09 12:56:46.000000,2023-11-09 12:52:32,642.0,47.0,21.0,4.0,248.0,4.0,,252.0,Data search & enrichment library for Machine Learning Easily find and add relevant features to your ML pipeline from..,10.0,21,False,2023-11-09 12:52:50.000,1.1.220,510.0,upgini,,,,,4.0,4.0,https://pypi.org/project/upgini,3244.0,3244.0,,,,,,,,1.0,,2023-11-09 12:52:50.000,,,,,,,,,,,,,,,,,,,,
708,PySlowFast,facebookresearch/SlowFast,image,,https://github.com/facebookresearch/SlowFast,https://github.com/facebookresearch/SlowFast,Apache-2.0,2019-08-20 22:47:26.000,2023-10-19 02:22:22.000000,2023-10-19 02:11:57,190.0,2.0,1142.0,99.0,47.0,363.0,276.0,5978.0,PySlowFast: video understanding codebase from FAIR for reproducing state-of-the-art video models.,31.0,20,True,,,1.0,pyslowfast,,,,['pytorch'],14.0,14.0,https://pypi.org/project/pyslowfast,15.0,15.0,,,,,,,,3.0,,2020-01-15 23:51:07.000,,,,,,,,,,,,,,,,,,,,
709,tf-quant-finance,google/tf-quant-finance,financial-data,,https://github.com/google/tf-quant-finance,https://github.com/google/tf-quant-finance,Apache-2.0,2019-07-24 16:09:50.000,2023-10-06 13:06:28.000000,2023-08-15 07:38:22,956.0,2.0,532.0,168.0,45.0,36.0,28.0,4096.0,High-performance TensorFlow library for quantitative finance.,47.0,20,True,,,30.0,tf-quant-finance,,,,['tensorflow'],2.0,,https://pypi.org/project/tf-quant-finance,456.0,456.0,,,,,,,,3.0,,2022-08-19 12:40:54.257,2.0,,,,,,,,,,,,,,,,,,,
710,TensorWatch,microsoft/tensorwatch,ml-experiments,,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000,2023-08-30 07:47:40.000000,2023-08-30 07:47:36,119.0,3.0,357.0,98.0,16.0,53.0,17.0,3338.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",15.0,20,True,2020-03-04 07:26:22.000,0.9.1,14.0,tensorwatch,,,,,138.0,131.0,https://pypi.org/project/tensorwatch,596.0,596.0,,,,,,,,3.0,,2020-03-04 07:26:22.000,7.0,,,,,,,,,,,,,,,,,,,
711,finmarketpy,cuemacro/finmarketpy,financial-data,,https://github.com/cuemacro/finmarketpy,https://github.com/cuemacro/finmarketpy,Apache-2.0,2015-02-19 23:32:03.000,2023-04-26 19:35:05.000000,2023-04-26 19:32:49,683.0,,482.0,216.0,16.0,24.0,4.0,3218.0,Python library for backtesting trading strategies & analyzing financial markets (formerly pythalesians).,14.0,20,True,2023-04-26 19:36:36.846,0.11.12,13.0,finmarketpy,,,,,11.0,11.0,https://pypi.org/project/finmarketpy,136.0,136.0,,,,,,,,3.0,47.0,2021-10-07 14:58:03.000,,,,,,,,,,,,,,,,,,,,
712,igel,nidhaloff/igel,hyperopt,,https://github.com/nidhaloff/igel,https://github.com/nidhaloff/igel,MIT,2020-08-27 20:54:59.000,2023-04-08 21:24:52.000000,2023-04-08 21:24:51,429.0,,168.0,66.0,54.0,6.0,44.0,3072.0,"a delightful machine learning tool that allows you to train, test, and use models without writing code.",20.0,20,True,2021-11-19 16:51:47.000,1.0.0,34.0,igel,,,,,4.0,4.0,https://pypi.org/project/igel,176.0,177.0,,,,,,,,3.0,40.0,2021-11-19 16:45:29.543,,,,,,,,,,,,,,,,,,,,
713,lightseq,bytedance/lightseq,nlp,,https://github.com/bytedance/lightseq,https://github.com/bytedance/lightseq,Apache-2.0,2019-12-06 08:25:24.000,2023-05-16 10:47:48.000000,2023-05-10 04:35:39,269.0,,309.0,60.0,242.0,173.0,109.0,2967.0,LightSeq: A High Performance Library for Sequence Processing and Generation.,17.0,20,True,2022-11-03 06:46:55.989,3.0.1,22.0,lightseq,,,,,2.0,,https://pypi.org/project/lightseq,1754.0,1768.0,,,,,,,,3.0,671.0,2022-11-03 06:46:55.989,2.0,,,,,,,,,,,,,,,,,,,
714,NLP Architect,IntelLabs/nlp-architect,nlp,,https://github.com/IntelLabs/nlp-architect,https://github.com/IntelLabs/nlp-architect,Apache-2.0,2018-05-17 21:00:13.000,2022-11-07 16:21:47.000000,2022-11-07 16:21:47,957.0,,454.0,168.0,120.0,22.0,112.0,2919.0,A model library for exploring state-of-the-art deep learning topologies and techniques for optimizing Natural Language..,38.0,20,True,2020-11-17 12:32:37.000,0.5.5.1,13.0,nlp-architect,,,,,9.0,9.0,https://pypi.org/project/nlp-architect,72.0,72.0,,,,,,,,3.0,,2020-04-12 11:34:38.000,,,,,,,,,,,,,,,,,,,,
715,AdaBound,Luolc/AdaBound,pytorch-utils,,https://github.com/Luolc/AdaBound,https://github.com/Luolc/AdaBound,Apache-2.0,2019-02-15 18:05:20.000,2023-07-23 10:44:20.000000,2019-03-06 17:01:45,27.0,,327.0,75.0,2.0,18.0,7.0,2900.0,An optimizer that trains as fast as Adam and as good as SGD.,2.0,20,False,2019-03-06 16:44:42.000,0.0.5,4.0,adabound,,,,['pytorch'],189.0,181.0,https://pypi.org/project/adabound,1338.0,1338.0,,,,,,,,3.0,,2019-02-26 04:23:45.000,8.0,,,,,,,,,,,,,,,,,,,
716,image-match,ProvenanceLabs/image-match,image,,https://github.com/rhsimplex/image-match,https://github.com/rhsimplex/image-match,Apache-2.0,2016-03-08 18:16:45.000,2022-12-06 11:29:04.000000,2022-12-06 11:29:04,406.0,,398.0,101.0,54.0,64.0,48.0,2895.0,Quickly search over billions of images.,19.0,20,True,2017-02-13 14:54:48.000,1.1.2,10.0,image_match,,,,,4.0,,https://pypi.org/project/image_match,587.0,587.0,,,,,,,,3.0,,2017-02-13 14:54:48.000,4.0,,,,,,,,rhsimplex/image-match,,,,,,,,,,,
717,pytorchviz,szagoruyko/pytorchviz,pytorch-utils,,https://github.com/szagoruyko/pytorchviz,https://github.com/szagoruyko/pytorchviz,MIT,2018-01-30 15:37:55.000,2023-10-11 16:38:54.000000,2021-06-15 18:41:51,22.0,,259.0,33.0,19.0,27.0,37.0,2825.0,A small package to create visualizations of PyTorch execution graphs.,6.0,20,False,,,,,,,,,1404.0,1404.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
718,DeepWalk,phanein/deepwalk,graph,,https://github.com/phanein/deepwalk,https://github.com/phanein/deepwalk,GPL-3.0,2014-08-23 03:38:20.000,2023-06-14 23:22:41.000000,2020-04-02 01:05:35,46.0,,827.0,87.0,30.0,45.0,80.0,2598.0,DeepWalk - Deep Learning for Graphs.,10.0,20,False,2018-04-29 21:05:18.000,1.0.3,4.0,deepwalk,,,,,75.0,68.0,https://pypi.org/project/deepwalk,837.0,837.0,,,,,,,,3.0,,2018-04-29 21:05:18.000,7.0,,,,,,,,,,,,,,,,,,,
719,Coach,IntelLabs/coach,reinforcement-learning,,https://github.com/IntelLabs/coach,https://github.com/IntelLabs/coach,Apache-2.0,2017-10-01 19:27:43.000,2022-12-11 17:54:07.000000,2022-12-11 17:54:06,524.0,,448.0,128.0,225.0,87.0,183.0,2271.0,Reinforcement Learning Coach by Intel AI Lab enables easy experimentation with state of the art Reinforcement Learning..,38.0,20,True,2019-10-10 14:17:10.000,1.0.1,13.0,rl_coach,,,,,2.0,,https://pypi.org/project/rl_coach,117.0,117.0,,,,,,,,3.0,,2019-10-10 14:17:10.000,2.0,,,,,,,,,,,,,,,,,,,
720,reformer-pytorch,lucidrains/reformer-pytorch,pytorch-utils,,https://github.com/lucidrains/reformer-pytorch,https://github.com/lucidrains/reformer-pytorch,MIT,2020-01-09 20:42:37.000,2023-06-21 14:17:49.000000,2023-06-21 14:07:30,249.0,,252.0,54.0,35.0,14.0,105.0,1981.0,"Reformer, the efficient Transformer, in Pytorch.",11.0,20,True,2021-11-06 23:09:00.000,1.4.4,139.0,reformer-pytorch,,,,['pytorch'],,,https://pypi.org/project/reformer-pytorch,3197.0,3197.0,,,,,,,,3.0,,2021-11-06 23:09:00.000,,,,,,,,,,,,,,,,,,,,
721,BlazingSQL,BlazingDB/blazingsql,gpu-utilities,,https://github.com/BlazingDB/blazingsql,https://github.com/BlazingDB/blazingsql,Apache-2.0,2018-09-24 18:25:45.000,2023-06-16 16:17:31.557000,2021-09-30 21:51:09,8208.0,,174.0,55.0,895.0,129.0,586.0,1863.0,"BlazingSQL is a lightweight, GPU accelerated, SQL engine for Python. Built on RAPIDS cuDF.",49.0,20,False,2021-08-16 15:40:43.000,21.08.00,19.0,,blazingsql/blazingsql-protocol,,,,,,,,20.0,https://anaconda.org/blazingsql/blazingsql-protocol,2023-06-16 16:17:31.557,1019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
722,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2023-07-27 13:04:15.000000,2023-07-27 13:04:12,336.0,,333.0,42.0,68.0,153.0,95.0,1822.0,Super easy library for BERT based NLP models.,36.0,20,True,2020-07-09 12:05:40.000,1.8.0,5.0,fast-bert,,,,,,,https://pypi.org/project/fast-bert,1057.0,1057.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
723,lore,instacart/lore,ml-experiments,,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000,2023-05-13 02:26:19.000000,2022-09-27 19:41:48,274.0,,128.0,102.0,150.0,26.0,20.0,1548.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,29.0,20,False,2022-02-02 23:30:10.000,0.8.5,232.0,lore,,,,,21.0,20.0,https://pypi.org/project/lore,1026.0,1026.0,,,,,,,,3.0,,2022-02-02 23:30:10.000,1.0,,,,,,,,,,,,,,,,,,,
724,Lambda Networks,lucidrains/lambda-networks,pytorch-utils,,https://github.com/lucidrains/lambda-networks,https://github.com/lucidrains/lambda-networks,MIT,2020-10-08 19:01:15.000,2020-11-18 19:54:34.000000,2020-11-18 19:54:30,31.0,,157.0,46.0,3.0,13.0,15.0,1530.0,"Implementation of LambdaNetworks, a new approach to image recognition that reaches SOTA with less compute.",3.0,20,False,2020-11-18 08:19:23.000,0.4.0,11.0,lambda-networks,,,,['pytorch'],17.0,17.0,https://pypi.org/project/lambda-networks,3156.0,3156.0,,,,,,,,3.0,,2020-11-18 08:19:23.000,,,,,,,,,,,,,,,,,,,,
725,ThunderSVM,Xtra-Computing/thundersvm,ml-frameworks,,https://github.com/Xtra-Computing/thundersvm,https://github.com/Xtra-Computing/thundersvm,Apache-2.0,2014-12-11 04:24:04.000,2023-09-15 04:35:29.000000,2023-09-15 04:35:29,906.0,1.0,206.0,57.0,52.0,71.0,148.0,1507.0,ThunderSVM: A Fast SVM Library on GPUs and CPUs.,35.0,20,True,2019-11-17 09:36:51.000,0.3.4,5.0,thundersvm,,,,,,,https://pypi.org/project/thundersvm,348.0,380.0,,,,,,,,3.0,2707.0,,,,,,,,,,,,,,,,,,,,,
726,DLTK,DLTK/DLTK,medical-data,,https://github.com/DLTK/DLTK,https://github.com/DLTK/DLTK,Apache-2.0,2017-05-02 15:40:36.000,2023-03-24 22:27:46.000000,2019-01-21 14:01:28,379.0,,401.0,102.0,36.0,11.0,24.0,1402.0,Deep Learning Toolkit for Medical Image Analysis.,9.0,20,False,2018-02-26 17:43:57.000,0.2.1,5.0,dltk,,,,['tensorflow'],31.0,31.0,https://pypi.org/project/dltk,85.0,85.0,,,,,,,,3.0,,2018-02-26 17:43:57.000,,,,,,,,,,,,,,,,,,,,
727,jraph,deepmind/jraph,graph,,https://github.com/google-deepmind/jraph,https://github.com/google-deepmind/jraph,Apache-2.0,2020-11-23 10:27:12.000,2023-06-16 19:27:46.249000,2022-08-31 13:13:15,103.0,,77.0,39.0,14.0,12.0,26.0,1234.0,A Graph Neural Network Library in Jax.,17.0,20,False,2022-08-12 15:24:20.000,0.0.6.de0,5.0,jraph,conda-forge/jraph,,,['jax'],113.0,107.0,https://pypi.org/project/jraph,6092.0,6247.0,https://anaconda.org/conda-forge/jraph,2023-06-16 19:27:46.249,3885.0,,,,,3.0,,2022-08-12 15:25:29.659,6.0,,,,,,,,google-deepmind/jraph,,,,,,,,,,,
728,ADTK,arundo/adtk,time-series-data,,https://github.com/arundo/adtk,https://github.com/arundo/adtk,MPL-2.0,2019-09-27 00:34:22.000,2023-09-12 16:10:40.000000,2020-04-17 02:27:44,79.0,,130.0,27.0,74.0,41.0,36.0,978.0,A Python toolkit for rule-based/unsupervised anomaly detection in time series.,11.0,20,False,2020-04-17 02:18:00.000,0.6.2,13.0,adtk,conda-forge/adtk,,,,2.0,,https://pypi.org/project/adtk,267287.0,267460.0,https://anaconda.org/conda-forge/adtk,2023-06-16 19:18:16.533,7637.0,,,,,3.0,,2020-04-17 02:18:00.000,2.0,,,,,,,,,,,,,,,,,,,
729,AlphaPy,ScottfreeLLC/AlphaPy,hyperopt,,https://github.com/ScottfreeLLC/AlphaPy,https://github.com/ScottfreeLLC/AlphaPy,Apache-2.0,2016-02-14 00:47:32.000,2023-11-05 18:48:57.000000,2023-11-05 18:48:57,429.0,6.0,180.0,62.0,7.0,13.0,29.0,976.0,"Automated Machine Learning [AutoML] with Python, scikit-learn, Keras, XGBoost, LightGBM, and CatBoost.",5.0,20,True,2020-08-29 18:48:20.000,2.5.0,25.0,alphapy,,,,,4.0,4.0,https://pypi.org/project/alphapy,224.0,224.0,,,,,,,,3.0,,2020-08-29 18:44:15.000,,,,,,,,,,,,,,,,,,,,
730,nnAudio,KinWaiCheuk/nnAudio,audio,,https://github.com/KinWaiCheuk/nnAudio,https://github.com/KinWaiCheuk/nnAudio,MIT,2019-09-02 04:31:14.000,2023-09-04 22:14:55.000000,2023-09-04 22:14:55,303.0,2.0,87.0,18.0,72.0,18.0,42.0,908.0,Audio processing by using pytorch 1D convolution network.,15.0,20,True,2022-10-09 13:50:13.300,0.3.2,39.0,nnAudio,,,,,138.0,135.0,https://pypi.org/project/nnAudio,5775.0,5775.0,,,,,,,,3.0,,2021-12-24 09:38:22.000,3.0,,,,,,,,,,,,,,,,,,,
731,TensorFrames,databricks/tensorframes,distributed-ml,,https://github.com/databricks/tensorframes,https://github.com/databricks/tensorframes,Apache-2.0,2016-03-04 19:25:19.000,2023-03-30 20:05:58.000000,2019-11-15 21:43:53,221.0,,159.0,76.0,98.0,51.0,43.0,753.0,[DEPRECATED] Tensorflow wrapper for DataFrames on Apache Spark.,16.0,20,False,2018-11-16 20:50:02.000,0.6.0,6.0,tensorframes,,,,"['tensorflow', 'spark']",1.0,,https://pypi.org/project/tensorframes,25484.0,25484.0,,,,,,,,3.0,,2018-05-16 14:20:28.000,1.0,,,,,,,,,,,,,,,,,,,
732,NearPy,pixelogik/NearPy,nn-search,,https://github.com/pixelogik/NearPy,https://github.com/pixelogik/NearPy,MIT,2013-04-25 09:10:26.000,2023-02-23 15:20:18.000000,2023-01-22 20:07:16,161.0,,147.0,38.0,33.0,25.0,39.0,748.0,"Python framework for fast (approximated) nearest neighbour search in large, high-dimensional data sets using different..",20.0,20,True,2016-09-27 13:04:44.000,1.0.0,8.0,NearPy,,,,,110.0,94.0,https://pypi.org/project/NearPy,727.0,727.0,,,,,,,,3.0,,2016-09-27 13:03:12.000,16.0,,,,,,,,,,,,,,,,,,,
733,sklearn-deap,rsteca/sklearn-deap,hyperopt,,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34.000,2023-07-02 20:27:29.000000,2021-07-30 15:06:27,104.0,,127.0,30.0,28.0,21.0,34.0,740.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,20,False,2021-07-30 15:13:54.000,0.3.0,14.0,sklearn-deap,,,,['sklearn'],44.0,42.0,https://pypi.org/project/sklearn-deap,743.0,743.0,,,,,,,,3.0,,2021-07-30 15:13:54.000,2.0,,,,,,,,,,,,,,,,,,,
734,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,ml-experiments,,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000,2022-12-26 20:24:35.000000,2019-10-21 07:52:07,46.0,,52.0,30.0,12.0,11.0,15.0,625.0,Log TensorBoard events without touching TensorFlow.,5.0,20,False,2018-02-08 07:28:51.000,0.1.0,5.0,tensorboard_logger,,,,,212.0,160.0,https://pypi.org/project/tensorboard_logger,5474.0,5474.0,,,,,,,,3.0,,2018-02-08 07:28:51.000,52.0,,,,,,,,,,,,,,,,,,,
735,detecto,alankbi/detecto,image,,https://github.com/alankbi/detecto,https://github.com/alankbi/detecto,MIT,2019-12-11 21:50:28.000,2023-07-28 19:05:13.000000,2022-02-09 16:35:40,142.0,,105.0,24.0,25.0,43.0,61.0,604.0,Build fully-functioning computer vision models with PyTorch.,12.0,20,False,2022-02-02 00:22:07.000,1.2.2,13.0,detecto,conda-forge/detecto,,,['pytorch'],153.0,151.0,https://pypi.org/project/detecto,1860.0,1975.0,https://anaconda.org/conda-forge/detecto,2023-06-16 19:26:16.964,3338.0,,,,,3.0,,2022-02-02 00:12:06.000,2.0,,,,,,,,,,,,,,,,,,,
736,tcav,tensorflow/tcav,interpretability,,https://github.com/tensorflow/tcav,https://github.com/tensorflow/tcav,Apache-2.0,2018-07-03 17:45:35.000,2023-10-03 22:41:56.000000,2021-09-16 17:56:31,171.0,,143.0,35.0,80.0,14.0,55.0,593.0,Code for the TCAV ML interpretability project.,19.0,20,False,2021-02-23 16:17:42.000,0.2.2,4.0,tcav,,,,['tensorflow'],21.0,18.0,https://pypi.org/project/tcav,167.0,167.0,,,,,,,,3.0,,2021-02-23 16:17:42.000,3.0,,,,,,,,,,,,,,,,,,,
737,PyWaffle,gyli/PyWaffle,data-viz,,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000,2023-06-16 16:12:33.889000,2022-06-08 03:46:02,305.0,,103.0,10.0,14.0,5.0,16.0,564.0,Make Waffle Charts in Python.,6.0,20,False,2022-06-08 03:10:36.000,1.1.0,27.0,pywaffle,conda-forge/pywaffle,,,,289.0,286.0,https://pypi.org/project/pywaffle,4198.0,4386.0,https://anaconda.org/conda-forge/pywaffle,2023-06-16 16:12:33.889,11100.0,,,,,3.0,,2022-06-08 03:10:36.000,3.0,,,,,,,,,,,,,,,,,,,
738,Poutyne,GRAAL-Research/poutyne,pytorch-utils,,https://github.com/GRAAL-Research/poutyne,https://github.com/GRAAL-Research/poutyne,LGPL-3.0,2017-12-07 18:30:17.000,2023-07-09 16:15:44.000000,2023-07-09 16:09:49,767.0,,62.0,18.0,111.0,9.0,47.0,555.0,A simplified framework and utilities for PyTorch.,20.0,20,False,2023-07-09 16:15:44.000,1.17.1,37.0,poutyne,,,,['pytorch'],130.0,125.0,https://pypi.org/project/poutyne,4089.0,4089.0,,,,,,,,3.0,,2022-04-28 20:18:33.000,5.0,,,,,,,,,,,,,,,,,,,
739,pyhsmm,mattjj/pyhsmm,probabilistics,,https://github.com/mattjj/pyhsmm,https://github.com/mattjj/pyhsmm,MIT,2012-03-18 17:40:13.000,2022-10-26 08:37:57.000000,2020-08-24 17:03:59,1426.0,,164.0,56.0,20.0,39.0,60.0,535.0,Bayesian inference in HSMMs and HMMs.,13.0,20,False,2017-05-10 17:14:37.000,0.1.7,8.0,pyhsmm,,,,,32.0,27.0,https://pypi.org/project/pyhsmm,89.0,89.0,,,,,,,,3.0,,2017-05-10 17:14:37.000,5.0,,,,,,,,,,,,,,,,,,,
740,apricot,jmschrei/apricot,others,,https://github.com/jmschrei/apricot,https://github.com/jmschrei/apricot,MIT,2018-08-12 02:42:12.000,2023-09-06 11:08:57.000000,2021-11-18 21:06:54,172.0,,46.0,10.0,9.0,12.0,20.0,480.0,apricot implements submodular optimization for the purpose of selecting subsets of massive data sets to train machine..,4.0,20,False,2020-09-28 07:19:15.000,0.6.0,13.0,apricot-select,,,,,83.0,75.0,https://pypi.org/project/apricot-select,4344.0,4344.0,,,,,,,,3.0,27.0,2020-09-28 07:19:15.000,8.0,,,,,,,,,,,,,,,,,,,
741,Popmon,ing-bank/popmon,data-viz,,https://github.com/ing-bank/popmon,https://github.com/ing-bank/popmon,MIT,2020-04-23 11:21:14.000,2023-08-01 17:51:43.000000,2023-07-18 10:24:07,542.0,,35.0,14.0,222.0,15.0,40.0,474.0,Monitor the stability of a Pandas or Spark dataframe.,17.0,20,True,2023-07-18 10:32:00.587,1.4.6,36.0,popmon,,,,"['pandas', 'spark']",22.0,20.0,https://pypi.org/project/popmon,6277.0,6279.0,,,,,,,,3.0,117.0,2023-07-18 10:32:00.587,2.0,,,,,,,,,,,,,,,,,,,
742,carefree-learn,carefree0910/carefree-learn,tabular,,https://github.com/carefree0910/carefree-learn,https://github.com/carefree0910/carefree-learn,MIT,2020-06-17 17:44:17.000,2023-11-09 04:40:20.000000,2023-10-21 13:33:17,4711.0,14.0,37.0,13.0,1.0,2.0,80.0,400.0,Deep Learning PyTorch.,1.0,20,True,2023-10-17 14:20:30.000,0.4.8,102.0,carefree-learn,,,,['pytorch'],4.0,4.0,https://pypi.org/project/carefree-learn,413.0,413.0,,,,,,,,3.0,,2023-10-17 14:20:30.000,,,,,,,,,,,,,,,,,,,,
743,model-card-toolkit,tensorflow/model-card-toolkit,interpretability,,https://github.com/tensorflow/model-card-toolkit,https://github.com/tensorflow/model-card-toolkit,Apache-2.0,2020-07-24 16:48:58.000,2023-07-26 12:05:00.000000,2023-07-26 12:04:59,273.0,,79.0,20.0,247.0,10.0,23.0,391.0,A toolkit that streamlines and automates the generation of model cards.,22.0,20,True,2023-04-03 18:05:05.715,2.0.0,12.0,model-card-toolkit,,,,,22.0,21.0,https://pypi.org/project/model-card-toolkit,1129.0,1129.0,,,,,,,,3.0,9.0,2022-04-28 16:34:21.000,1.0,,,,,,,,,,,,,,,,,,,
744,scikit-rebate,EpistasisLab/scikit-rebate,others,,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000,2023-06-16 16:08:23.527000,2021-02-15 17:10:59,283.0,,69.0,25.0,48.0,15.0,19.0,387.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,20,False,2017-04-12 16:12:01.000,0.3.4,13.0,skrebate,conda-forge/skrebate,,,['sklearn'],46.0,,https://pypi.org/project/skrebate,2976.0,3429.0,https://anaconda.org/conda-forge/skrebate,2023-06-16 16:08:23.527,31712.0,,,,,3.0,,2021-03-20 17:11:52.000,46.0,,,,,,,4.0,,,,,,,,,,,,
745,Julius,adefossez/julius,audio,,https://github.com/adefossez/julius,https://github.com/adefossez/julius,MIT,2020-10-26 10:54:21.000,2022-09-26 14:14:12.000000,2022-09-19 16:13:14,69.0,,26.0,10.0,9.0,2.0,9.0,379.0,Fast PyTorch based DSP for audio and 1D signals.,2.0,20,False,2022-09-20 06:43:57.063,0.2.7,11.0,julius,,,,['pytorch'],740.0,734.0,https://pypi.org/project/julius,173178.0,173178.0,,,,,,,,3.0,,2022-09-20 06:43:57.063,6.0,,,,,,,,,,,,,,,,,,,
746,Studio.ml,studioml/studio,ml-experiments,,https://github.com/studioml/studio,https://github.com/studioml/studio,Apache-2.0,2017-05-15 01:49:28.000,2023-09-06 17:29:29.000000,2023-09-06 17:29:29,2412.0,2.0,52.0,24.0,231.0,57.0,195.0,376.0,Studio: Simplify and expedite model building process.,24.0,20,True,2021-09-14 22:55:51.000,0.0.49,208.0,studioml,,,,,5.0,5.0,https://pypi.org/project/studioml,79.0,79.0,,,,,,,,3.0,,2021-09-14 22:55:51.000,,,,,,,,,,,,,,,,,,,,
747,MXBoard,awslabs/mxboard,ml-experiments,,https://github.com/awslabs/mxboard,https://github.com/awslabs/mxboard,Apache-2.0,2018-02-06 23:03:51.000,2021-11-30 10:46:24.000000,2020-01-24 23:21:55,42.0,,46.0,26.0,19.0,15.0,16.0,325.0,Logging MXNet data for visualization in TensorBoard.,9.0,20,False,2018-05-22 20:25:51.000,0.1.0,12.0,mxboard,,,,['mxnet'],228.0,221.0,https://pypi.org/project/mxboard,5898.0,5898.0,,,,,,,,3.0,,2018-05-22 20:25:51.000,7.0,,,,,,,,,,,,,,,,,,,
748,ivis,beringresearch/ivis,data-viz,,https://github.com/beringresearch/ivis,https://github.com/beringresearch/ivis,Apache-2.0,2018-08-13 08:31:01.000,2023-11-07 17:09:16.000000,2023-11-07 17:08:21,633.0,10.0,41.0,13.0,63.0,3.0,56.0,304.0,Dimensionality reduction in very large datasets using Siamese Networks.,10.0,20,True,2023-01-11 12:30:05.335,2.0.9,35.0,ivis,,,,['tensorflow'],33.0,31.0,https://pypi.org/project/ivis,195.0,195.0,,,,,,,,3.0,,2022-03-10 14:57:02.000,2.0,,,,,,,,,,,,,,,,,,,
749,sk-dist,Ibotta/sk-dist,distributed-ml,,https://github.com/Ibotta/sk-dist,https://github.com/Ibotta/sk-dist,Apache-2.0,2019-08-14 21:07:17.000,2023-03-23 15:39:49.000000,2023-02-07 20:17:52,60.0,,56.0,26.0,41.0,8.0,10.0,287.0,Distributed scikit-learn meta-estimators in PySpark.,8.0,20,False,2020-05-14 22:20:14.000,0.1.9,12.0,sk-dist,,,,"['sklearn', 'spark']",18.0,16.0,https://pypi.org/project/sk-dist,245514.0,245514.0,,,,,,,,3.0,,2020-05-14 22:20:14.000,2.0,,,,,,,,,,,,,,,,,,,
